id,introDone,introDoneLastChangedAt,gameID,gameIDLastChangedAt,treatment,treatmentLastChangedAt,emojiArray,emojiArrayLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,name,nameLastChangedAt,participantID,participantIDLastChangedAt,treatmentName,treatmentNameLastChangedAt,exitSurvey,exitSurveyLastChangedAt,exitStep,exitStepLastChangedAt,urlParams,urlParamsLastChangedAt,intro,introLastChangedAt,ended,endedLastChangedAt,recipient,recipientLastChangedAt
01HVSZJQBSER3V8QSDT9V37GHV,true,2024-04-19T01:32:42.826370489Z,01HVSZ5R348T94S4VY5A5H2A93,2024-04-19T01:32:05.961154172Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:32:05.961154172Z,"[""                                   "",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐇"",""🐿️"",""🐇"",""🐿️"",""🐇""]",2024-04-19T01:36:23.869140317Z,6608521ed2ddff57af3f2acc,2024-04-19T01:29:49.68915097Z,player 2,2024-04-19T01:36:23.869140317Z,01HVSZJPZJT7JQYMTE087H782V,2024-04-19T01:29:49.68915097Z,rerun-interactive-0.3,2024-04-19T01:32:05.961154172Z,"{""age"":""32"",""gender"":""Male"",""strength"":""I tried to be concise on what I saw "",""fair"":""It was ok"",""feedback"":"""",""education"":""bachelor"",""teammates"":""Some didnt mention proportion so it was difficult to go off much "",""notes"":""yes"",""politics"":""Neutral"",""geo"":""Canadian"",""ethnicity"":""Asian""}",2024-04-19T01:47:52.976564695Z,1,2024-04-19T01:47:52.900337843Z,{},2024-04-19T01:29:49.933176324Z,4,2024-04-19T01:32:32.229549401Z,game ended,2024-04-19T01:46:51.024354224Z,01HVSZP783EWSESHJ854E5V22S,2024-04-19T01:45:49.622997093Z
01HVSZKBVD60PZEFV3SVDGVZDB,true,2024-04-19T01:33:25.098205283Z,01HVSZ5R25PXKSNM2S1R4WMMSQ,2024-04-19T01:32:05.961154172Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:32:05.961154172Z,"[""🐿️"",""🐿️"",""                                   ""]",2024-04-19T01:35:38.063975121Z,5bbbf217a83521000173d9df,2024-04-19T01:30:10.669179797Z,player 2,2024-04-19T01:35:38.063975121Z,01HVSZKB5THYKFHDQCX6RX7DXJ,2024-04-19T01:30:10.669179797Z,rerun-interactive-0.3,2024-04-19T01:32:05.961154172Z,,,,,{},2024-04-19T01:30:11.083340885Z,4,2024-04-19T01:33:19.400922179Z,game ended,2024-04-19T01:47:00.736330329Z,01HVSZM3C0ZN5P1KX415S4KCHH,2024-04-19T01:46:06.828929183Z
01HVSZM3C0ZN5P1KX415S4KCHH,true,2024-04-19T01:34:27.340433056Z,01HVSZ5R25PXKSNM2S1R4WMMSQ,2024-04-19T01:32:05.961154172Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:32:05.961154172Z,"[""🐿️"",""🐿️"",""🐇"",""                                   "",""🐇"",""🐇"",""🐿️"",""🐿️"",""🐇""]",2024-04-19T01:35:38.063975121Z,60fdbfa7dc67ee957b7c2a74,2024-04-19T01:30:34.752535979Z,player 3,2024-04-19T01:35:38.063975121Z,01HVSZM31CQ26ZDV3WG9NJBHAG,2024-04-19T01:30:34.752535979Z,rerun-interactive-0.3,2024-04-19T01:32:05.961154172Z,"{""age"":""21"",""gender"":""Female"",""strength"":""I followed someone else's lead and trusted their answer, having us all try and fight over it would've been a mess. Although we still had the chance to dispute it if there were any major discrepancies in our numbers"",""fair"":""Yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""I think they were telling the truth, as for good co-players some were vague and simply repeated the same numbers again so I'm not sure they knew the task at hand. "",""notes"":""I wrote down numbers from 3 people"",""politics"":"""",""geo"":""Canadian"",""ethnicity"":""Caucasian""}",2024-04-19T01:51:09.474571873Z,1,2024-04-19T01:51:09.530660785Z,{},2024-04-19T01:30:34.996737804Z,4,2024-04-19T01:34:06.718797582Z,game ended,2024-04-19T01:47:00.736330329Z,01HVSZN30VCAZT1CFHDKY3BSRK,2024-04-19T01:46:06.828929183Z
01HVSZM8KQY0W02FWTH6896SR8,true,2024-04-19T01:33:21.94359971Z,01HVSZENSYV4TXJTQGGAF8CFNT,2024-04-19T01:36:22.940195244Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:36:22.940195244Z,"[""🐿️"",""🐿️"",""                                   "",""🐿️""]",2024-04-19T01:41:24.031724007Z,65975e75bf617fc9eab8afe8,2024-04-19T01:30:40.119682488Z,player 5,2024-04-19T01:41:24.031724007Z,01HVSZM85H4Z133WKTX0SPQFB9,2024-04-19T01:30:40.119682488Z,rerun-interactive-0.3,2024-04-19T01:36:22.940195244Z,"{""age"":""45"",""gender"":""female"",""strength"":""My strength was in not TP-ing my virtual neighbors' homes"",""fair"":""Eh, not for dealing with this bunch"",""feedback"":"""",""education"":""bachelor"",""teammates"":""No, they stink. I don't know if they're telling the truth, because they so rarely gave me answers"",""notes"":""No"",""politics"":""Leftist"",""geo"":""US"",""ethnicity"":""American Indian and White ""}",2024-04-19T01:54:03.672358061Z,1,2024-04-19T01:54:03.730322788Z,{},2024-04-19T01:30:40.368468273Z,4,2024-04-19T01:33:16.867812073Z,game ended,2024-04-19T01:52:01.437869258Z,01HVSYH7RD84CSMSBZD5WWZF3W,2024-04-19T01:51:05.695992321Z
01HVSZN30VCAZT1CFHDKY3BSRK,true,2024-04-19T01:33:34.899091923Z,01HVSZ5R25PXKSNM2S1R4WMMSQ,2024-04-19T01:32:05.961154172Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:32:05.961154172Z,"[""                                   "",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️""]",2024-04-19T01:35:38.063975121Z,6137e32367aae15b0156bd7e,2024-04-19T01:31:07.163390425Z,player 4,2024-04-19T01:35:38.063975121Z,01HVSZN24H4YQ1SHEH04D9GJA1,2024-04-19T01:31:07.163390425Z,rerun-interactive-0.3,2024-04-19T01:32:05.961154172Z,"{""age"":""34"",""gender"":""Male"",""strength"":""strong"",""fair"":""yes"",""feedback"":""seemed like 1 player wasnt answering"",""education"":""other"",""teammates"":""yes, seemed like there was an effort to get a coordinated tally"",""notes"":""yes and worked out a percentage from the different totals"",""politics"":""right"",""geo"":""British"",""ethnicity"":""Caucasian""}",2024-04-19T01:48:31.65480956Z,1,2024-04-19T01:48:31.730696057Z,{},2024-04-19T01:31:07.564428472Z,4,2024-04-19T01:33:23.492295857Z,game ended,2024-04-19T01:47:00.736330329Z,01HVSZJGAS96QTNC4VJ68060YZ,2024-04-19T01:46:06.828929183Z
01HVSZP783EWSESHJ854E5V22S,true,2024-04-19T01:35:54.830508261Z,01HVSZ5R348T94S4VY5A5H2A93,2024-04-19T01:35:37.177816413Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-19T01:35:37.177816413Z,"[""🐿️"",""🐿️"",""                                   "",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐿️""]",2024-04-19T01:36:23.869140317Z,5c00c45ee9f4260001175a8c,2024-04-19T01:31:44.2598568Z,player 3,2024-04-19T01:36:23.869140317Z,01HVSZP6TB2NZ2A9JZZ6AX8SQ2,2024-04-19T01:31:44.2598568Z,rerun-interactive-0.3,2024-04-19T01:35:37.177816413Z,"{""age"":""30"",""gender"":""Male"",""strength"":""I felt like my strength wasn't too bad."",""fair"":""I do."",""feedback"":"""",""education"":""high-school"",""teammates"":""I feel as though they were pretty good."",""notes"":""No i did not take notes on what they said."",""politics"":""Liberal"",""geo"":""American"",""ethnicity"":""African-American ""}",2024-04-19T01:48:23.703339988Z,1,2024-04-19T01:48:23.780369214Z,{},2024-04-19T01:31:44.529534421Z,4,2024-04-19T01:35:44.293100339Z,game ended,2024-04-19T01:46:51.024354224Z,01HVSZD00GVJG9KJSWFTSCRHNR,2024-04-19T01:45:49.622997093Z
01HVSZTCVHN238PJ4WR6P14W3Z,true,2024-04-19T01:36:17.398048885Z,01HVSY82B6P6R4WJV4HVEGCPT5,2024-04-19T01:34:01.178920445Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:34:01.178920445Z,"[""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""                                   "",""🐇""]",2024-04-19T01:39:40.020462446Z,60fed5a953447fe577c03d48,2024-04-19T01:34:01.073394458Z,player 1,2024-04-19T01:39:40.020462446Z,01HVSZTCFZ6HAEK8B7C0ZH9NGG,2024-04-19T01:34:01.073394458Z,rerun-interactive- 0.7,2024-04-19T01:34:01.178920445Z,"{""age"":""36"",""gender"":""Female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""bachelor"",""teammates"":""I am trusting so I think so! "",""notes"":""No, I thought about it too late"",""politics"":""Left"",""geo"":""Canadian"",""ethnicity"":""Caucasian""}",2024-04-19T01:50:37.547655457Z,1,2024-04-19T01:50:37.604945265Z,{},2024-04-19T01:34:01.323041877Z,4,2024-04-19T01:36:14.897106371Z,game ended,2024-04-19T01:49:35.758897821Z,01HVSZV5XZRJYTE1K5Q4MCGNBJ,2024-04-19T01:48:51.989501822Z
01HVSZTZHTMG9RSW6HXT4P54XR,,,,2024-04-19T01:47:35.538541276Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:39:53.30156498Z,,,64c9892e8e7e06812b775c0c,2024-04-19T01:34:20.218849082Z,,,01HVSZTZ4ZXF081BYKRP3PJV22,2024-04-19T01:34:20.218849082Z,rerun-interactive- 0.7,2024-04-19T01:39:53.30156498Z,"{""age"":""48"",""gender"":""female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""bachelor"",""teammates"":"""",""notes"":"""",""politics"":""left"",""geo"":""Canadian"",""ethnicity"":""white""}",2024-04-19T01:40:16.369879183Z,1,2024-04-19T01:40:16.430508119Z,{},2024-04-19T01:34:20.456522368Z,2,2024-04-19T01:39:12.111097168Z,no more games,2024-04-19T02:46:10.687116842Z,,
01HVSZV5XZRJYTE1K5Q4MCGNBJ,true,2024-04-19T01:37:30.895867137Z,01HVSY82B6P6R4WJV4HVEGCPT5,2024-04-19T01:34:26.914581468Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:34:26.914581468Z,"[""🐇"",""                                   "",""🐇"",""🐇""]",2024-04-19T01:39:40.020462446Z,63e54ad7c77c068ea50f1ba2,2024-04-19T01:34:26.751493188Z,player 2,2024-04-19T01:39:40.020462446Z,01HVSZV56QZKQM1JGRQFR26D5K,2024-04-19T01:34:26.751493188Z,rerun-interactive- 0.7,2024-04-19T01:34:26.914581468Z,"{""age"":""19"",""gender"":""Non-Binary"",""strength"":""Quick to respond allowing for more thinking time."",""fair"":""It was decently fair I would say."",""feedback"":""N/A"",""education"":""high-school"",""teammates"":""I felt that nobody was lying as it was all believable answers."",""notes"":""I did to try and math out the probability and statistics."",""politics"":""Centre-Left"",""geo"":""British"",""ethnicity"":""Caucasian""}",2024-04-19T01:52:00.484204047Z,1,2024-04-19T01:52:00.538535744Z,{},2024-04-19T01:34:27.253476485Z,4,2024-04-19T01:37:28.061665646Z,game ended,2024-04-19T01:49:35.758897821Z,01HVSZVSTFR07NS3KHFCCT1FKK,2024-04-19T01:48:51.989501822Z
01HVSZVSTFR07NS3KHFCCT1FKK,true,2024-04-19T01:38:29.043026148Z,01HVSY82B6P6R4WJV4HVEGCPT5,2024-04-19T01:34:47.197193379Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:34:47.197193379Z,"[""🐿️"",""                                   "",""🐿️"",""🐇"",""🐿️"",""🐇""]",2024-04-19T01:39:40.020462446Z,60abe0e084d9299849d12482,2024-04-19T01:34:47.119102018Z,player 3,2024-04-19T01:39:40.020462446Z,01HVSZVS3ZQFXZQ45MAMAAD5F3,2024-04-19T01:34:47.119102018Z,rerun-interactive- 0.7,2024-04-19T01:34:47.197193379Z,"{""age"":""34"",""gender"":""Male"",""strength"":""Memory and general intelligence"",""fair"":""Yes"",""feedback"":""None"",""education"":""bachelor"",""teammates"":""Yes"",""notes"":""No"",""politics"":""None"",""geo"":""English"",""ethnicity"":""White""}",2024-04-19T01:50:37.480788227Z,1,2024-04-19T01:50:37.425379082Z,{},2024-04-19T01:34:47.545010226Z,4,2024-04-19T01:38:26.398600562Z,game ended,2024-04-19T01:49:35.758897821Z,01HVT01PK5ZB1CKX5920SSJKD5,2024-04-19T01:48:51.989501822Z
01HVSZW4AMCG8P631AF87XB7D8,,,,2024-04-19T01:47:35.538541276Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:39:53.553233732Z,,,6466e970e564655f06b5f4a8,2024-04-19T01:34:57.87682026Z,,,01HVSZW3WN6YECWMDJZEFEPQGM,2024-04-19T01:34:57.87682026Z,rerun-interactive- 0.7,2024-04-19T01:39:53.553233732Z,"{""age"":""61"",""gender"":""male"",""strength"":""na"",""fair"":""na"",""feedback"":""i was brought to this screen without being able to play at all"",""education"":""bachelor"",""teammates"":""na"",""notes"":""na"",""politics"":""republican"",""geo"":""usa"",""ethnicity"":""white""}",2024-04-19T01:41:32.6941641Z,1,2024-04-19T01:41:32.891158431Z,{},2024-04-19T01:34:58.117345949Z,2,2024-04-19T01:38:52.990227756Z,no more games,2024-04-19T02:46:10.687116842Z,,
01HVSZW5KXPC32C3JR8YWB53RZ,,,,2024-04-19T01:47:35.538541276Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:39:53.712329121Z,,,5b9eec9ad259900001106e03,2024-04-19T01:34:59.197438428Z,,,01HVSZW5A8HVPH6F674CPZ0F3N,2024-04-19T01:34:59.197438428Z,rerun-interactive- 0.7,2024-04-19T01:39:53.712329121Z,,,,,{},2024-04-19T01:34:59.414772366Z,1,2024-04-19T01:35:05.383642644Z,no more games,2024-04-19T02:46:10.687116842Z,,
01HVSZW84W615MNCTFC1EJ6C3N,true,2024-04-19T01:37:14.533482785Z,01HVSY829JTSJ9C7KP27HWNHCC,2024-04-19T01:35:01.843716346Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:35:01.843716346Z,"[""                                   "",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐿️""]",2024-04-19T01:39:27.976588897Z,65afe752c7c336dcf6ca0739,2024-04-19T01:35:01.78832526Z,player 1,2024-04-19T01:39:27.976588897Z,01HVSZW7NCBXRDB4PPZTWC40A2,2024-04-19T01:35:01.78832526Z,rerun-interactive- 0.7,2024-04-19T01:35:01.843716346Z,,,,,{},2024-04-19T01:35:02.046738932Z,4,2024-04-19T01:37:11.951608627Z,game ended,2024-04-19T01:50:06.513492116Z,01HVSZWSQJWE3WH2X0A35MJNJM,2024-04-19T01:49:23.058268972Z
01HVSZWFJ9T6SR1DNZZ31CQZ8C,,,,2024-04-19T01:47:35.538541276Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:39:53.858830132Z,,,5fe09574e44df49ab248939f,2024-04-19T01:35:09.385115556Z,,,01HVSZWF9PQ02MKY9NK2FFP07H,2024-04-19T01:35:09.385115556Z,rerun-interactive- 0.7,2024-04-19T01:39:53.858830132Z,"{""age"":"""",""gender"":"""",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":"""",""teammates"":"""",""notes"":"""",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-19T01:40:48.544069329Z,1,2024-04-19T01:40:48.60974315Z,{},2024-04-19T01:35:09.577762633Z,1,2024-04-19T01:35:16.166676759Z,no more games,2024-04-19T02:46:10.687116842Z,,
01HVSZWSQJWE3WH2X0A35MJNJM,true,2024-04-19T01:36:32.356915735Z,01HVSY829JTSJ9C7KP27HWNHCC,2024-04-19T01:35:19.851227919Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:35:19.851227919Z,"[""🐇"",""                                   "",""🐿️"",""🐇"",""🐇"",""🐇""]",2024-04-19T01:39:27.976588897Z,57aa0bdb9ff3e900014135d9,2024-04-19T01:35:19.794431669Z,player 2,2024-04-19T01:39:27.976588897Z,01HVSZWSE31E8SRMKDD1XER9T4,2024-04-19T01:35:19.794431669Z,rerun-interactive- 0.7,2024-04-19T01:35:19.851227919Z,"{""age"":""35"",""gender"":""Male"",""strength"":""I was just honest with what I saw"",""fair"":""I think it is"",""feedback"":""It's an interesting and interactive experiment."",""education"":""bachelor"",""teammates"":""I believe they were"",""notes"":""No"",""politics"":""Liberal"",""geo"":""Canadian"",""ethnicity"":""White""}",2024-04-19T01:51:14.879770101Z,1,2024-04-19T01:51:14.822477932Z,{},2024-04-19T01:35:20.017451032Z,4,2024-04-19T01:36:25.870173865Z,game ended,2024-04-19T01:50:06.513492116Z,01HVSZWSVEYTRB32VJRH87NPJ7,2024-04-19T01:49:23.058268972Z
01HVSZWSVEYTRB32VJRH87NPJ7,true,2024-04-19T01:38:54.922330297Z,01HVSY829JTSJ9C7KP27HWNHCC,2024-04-19T01:35:19.969539578Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:35:19.969539578Z,"[""                                   "",""🐿️"",""🐇"",""🐿️"",""🐇""]",2024-04-19T01:39:27.976588897Z,5a792c898fe2dc0001058c3b,2024-04-19T01:35:19.918911894Z,player 3,2024-04-19T01:39:27.976588897Z,01HVSZWSJ17YJZA62SWGKR7J2E,2024-04-19T01:35:19.918911894Z,rerun-interactive- 0.7,2024-04-19T01:35:19.969539578Z,"{""age"":""36"",""gender"":""female"",""strength"":""I was good at listening to what my teammates were saying and trying to calculate the percentage in my head."",""fair"":""Yes"",""feedback"":""I didn't encounter any problems."",""education"":""bachelor"",""teammates"":""Yes, I think they were telling the truth and they were good at communicating."",""notes"":""no"",""politics"":""Republican"",""geo"":""United States"",""ethnicity"":""European American""}",2024-04-19T01:52:58.372028316Z,1,2024-04-19T01:52:58.28171525Z,{},2024-04-19T01:35:20.129863867Z,4,2024-04-19T01:38:50.61251286Z,game ended,2024-04-19T01:50:06.513492116Z,01HVSZX71NGNSTJBKRKBMFS83W,2024-04-19T01:49:23.058268972Z
01HVSZX5JXNP3YNSTMZKWX25CZ,,,,2024-04-19T01:47:35.538541276Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:39:53.858830132Z,,,65b245ff936ba04dd1bfbe42,2024-04-19T01:35:31.933881725Z,,,01HVSZX57Y3TM015APXW21C1VS,2024-04-19T01:35:31.933881725Z,rerun-interactive- 0.7,2024-04-19T01:39:53.858830132Z,"{""age"":""41"",""gender"":""Male"",""strength"":""Excellent"",""fair"":""Not seen the pay yet"",""feedback"":""None"",""education"":""other"",""teammates"":""Yres"",""notes"":"""",""politics"":"""",""geo"":"""",""ethnicity"":""Black""}",2024-04-19T01:41:08.862541614Z,1,2024-04-19T01:41:08.913174347Z,{},2024-04-19T01:35:32.275272385Z,3,2024-04-19T01:39:42.951262927Z,no more games,2024-04-19T02:46:10.687116842Z,,
01HVSZX71NGNSTJBKRKBMFS83W,true,2024-04-19T01:39:26.684948908Z,01HVSY829JTSJ9C7KP27HWNHCC,2024-04-19T01:35:33.521143728Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:35:33.521143728Z,"[""🐇"",""                                   "",""🐿️"",""🐿️"",""🐇"",""🐇""]",2024-04-19T01:39:27.976588897Z,65b85222a3269ee45054aed5,2024-04-19T01:35:33.429508396Z,player 4,2024-04-19T01:39:27.976588897Z,01HVSZX6KJ72FCDYFBQ0CTQBTP,2024-04-19T01:35:33.429508396Z,rerun-interactive- 0.7,2024-04-19T01:35:33.521143728Z,"{""age"":""63"",""gender"":""female"",""strength"":""medium"",""fair"":""yes"",""feedback"":""screen went white lots"",""education"":""other"",""teammates"":""hopefully"",""notes"":""no i never took notes"",""politics"":""center"",""geo"":""canadian"",""ethnicity"":""white""}",2024-04-19T01:51:29.804372536Z,1,2024-04-19T01:51:29.862677991Z,{},2024-04-19T01:35:33.743731276Z,4,2024-04-19T01:39:17.825755755Z,game ended,2024-04-19T01:50:06.513492116Z,01HVSZW84W615MNCTFC1EJ6C3N,2024-04-19T01:49:23.058268972Z
01HVSZXZNSBN45K5F9FV804CFP,,,,2024-04-19T01:47:35.538541276Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:39:54.037060357Z,,,657a52d55c7577dc0efc0ce6,2024-04-19T01:35:58.649571689Z,,,01HVSZXZD274QK9FRCHB0A4J0S,2024-04-19T01:35:58.649571689Z,rerun-interactive- 0.7,2024-04-19T01:39:54.037060357Z,"{""age"":""57"",""gender"":""Male"",""strength"":""no idea"",""fair"":""no idea"",""feedback"":""Game showed one example then came to the exit survey"",""education"":""high-school"",""teammates"":""yes"",""notes"":""no"",""politics"":""Center"",""geo"":""Canada"",""ethnicity"":""White""}",2024-04-19T01:41:13.57994193Z,1,2024-04-19T01:41:13.520832528Z,{},2024-04-19T01:35:58.854300155Z,3,2024-04-19T01:39:27.309603429Z,no more games,2024-04-19T02:46:10.687116842Z,,
01HVSZY0B3T15VHK1ZRW7YG50M,,,,2024-04-19T01:47:35.538541276Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:39:54.1359137Z,,,6619cc7731672fbceb9f3dcd,2024-04-19T01:35:59.331796038Z,,,01HVSZY05W5CPAC6VSQVVT7TKV,2024-04-19T01:35:59.331796038Z,rerun-interactive- 0.7,2024-04-19T01:39:54.1359137Z,"{""age"":""36"",""gender"":""male"",""strength"":"""",""fair"":"""",""feedback"":""the actual game never opened? i saw the instructions and that was it, then this popped up"",""education"":""bachelor"",""teammates"":"""",""notes"":"""",""politics"":""republican"",""geo"":""United States"",""ethnicity"":""white""}",2024-04-19T02:33:36.925500456Z,1,2024-04-19T02:33:36.806431732Z,{},2024-04-19T01:35:59.541960194Z,1,2024-04-19T01:36:04.494188848Z,no more games,2024-04-19T02:46:10.687116842Z,,
01HVSZZ73FXD28ZMTKFZG9E8AZ,,,,2024-04-19T01:47:35.538541276Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:39:54.350717255Z,,,62c5997a59530be098a43fd8,2024-04-19T01:36:39.023399809Z,,,01HVSZZ6TVXX3MQ5T3V9CB8F9P,2024-04-19T01:36:39.023399809Z,rerun-interactive- 0.7,2024-04-19T01:39:54.350717255Z,,,,,{},2024-04-19T01:36:39.202372517Z,1,2024-04-19T01:36:50.195759884Z,no more games,2024-04-19T02:46:10.687116842Z,,
01HVSZZ8YGS74M888MB8NXHZQ0,,,,2024-04-19T01:47:35.538541276Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:39:54.350717255Z,,,5e96fb81d86e5003475be4fc,2024-04-19T01:36:40.912294289Z,,,01HVSZZ88GT2YFVJ6S4Y80SE27,2024-04-19T01:36:40.912294289Z,rerun-interactive- 0.7,2024-04-19T01:39:54.350717255Z,"{""age"":""29"",""gender"":""male"",""strength"":""I was honest and tried my best."",""fair"":""The payment is fair"",""feedback"":"""",""education"":""bachelor"",""teammates"":""Yes, i think so."",""notes"":""no, i was only able to read what i wrote."",""politics"":""centre"",""geo"":""British"",""ethnicity"":""white""}",2024-04-19T01:40:40.615703614Z,1,2024-04-19T01:40:40.662638656Z,{},2024-04-19T01:36:41.321545602Z,2,2024-04-19T01:39:09.311477253Z,no more games,2024-04-19T02:46:10.687116842Z,,
01HVT01PK5ZB1CKX5920SSJKD5,true,2024-04-19T01:39:38.528719817Z,01HVSY82B6P6R4WJV4HVEGCPT5,2024-04-19T01:38:00.484922862Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:38:00.484922862Z,"[""                                   "",""🐇"",""🐿️"",""🐇"",""🐿️"",""🐇"",""🐿️""]",2024-04-19T01:39:40.020462446Z,63d8c185bbfa79d8246dd97b,2024-04-19T01:38:00.421984253Z,player 4,2024-04-19T01:39:40.020462446Z,01HVT01NY42WXSGFP6E7X4F2HK,2024-04-19T01:38:00.421984253Z,rerun-interactive- 0.7,2024-04-19T01:38:00.484922862Z,"{""age"":""22"",""gender"":""male"",""strength"":""I don't think anyone had any particular strength or weakness"",""fair"":""It seemed fair for what it was"",""feedback"":""N/A"",""education"":""bachelor"",""teammates"":""Hard to tell, there was very little time to say anything other than the number of each. They had no reason to lie."",""notes"":""Generally kept track of the numbers of each."",""politics"":""Centre"",""geo"":""United Kingdom"",""ethnicity"":""Caucasian""}",2024-04-19T01:51:13.990010684Z,1,2024-04-19T01:51:14.047553548Z,{},2024-04-19T01:38:00.793200266Z,4,2024-04-19T01:39:25.699046495Z,game ended,2024-04-19T01:49:35.758897821Z,01HVSZTCVHN238PJ4WR6P14W3Z,2024-04-19T01:48:51.989501822Z
01HVT023D5PCCKHW0ZRVBY4ZBR,,,,2024-04-19T01:47:35.538541276Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:39:54.450228295Z,,,5e7a2ccd69a7770604dfb352,2024-04-19T01:38:13.541740974Z,,,01HVT022TY76Z5QS0ACGCF59V0,2024-04-19T01:38:13.541740974Z,rerun-interactive- 0.7,2024-04-19T01:39:54.450228295Z,,,,,{},2024-04-19T01:38:14.007725956Z,1,2024-04-19T01:38:21.053168701Z,no more games,2024-04-19T02:46:10.687116842Z,,
01HVT029Q2RRTHDPPRGQGYM6GX,,,,2024-04-19T01:47:35.538541276Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T01:39:54.55567257Z,,,654289bb83d85f6208564aca,2024-04-19T01:38:20.002348201Z,,,01HVT0297C3RCD9W61NC38A0WY,2024-04-19T01:38:20.002348201Z,rerun-interactive- 0.7,2024-04-19T01:39:54.55567257Z,"{""age"":""28"",""gender"":""female"",""strength"":""N/A"",""fair"":""N/A"",""feedback"":""The instructions page faulted and came directly to the review page without my ability to participate in the game. "",""education"":""bachelor"",""teammates"":""N/A"",""notes"":""N/A"",""politics"":""Liberal"",""geo"":""Canada"",""ethnicity"":""mixed -Trinidad & Tobago""}",2024-04-19T01:41:02.982483767Z,1,2024-04-19T01:41:02.924206404Z,{},2024-04-19T01:38:20.455580603Z,1,2024-04-19T01:38:37.800267734Z,no more games,2024-04-19T02:46:10.687116842Z,,
