id,emojiArray,emojiArrayLastChangedAt,participantID,participantIDLastChangedAt,exitStep,exitStepLastChangedAt,treatment,treatmentLastChangedAt,exitSurvey,exitSurveyLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,recipient,recipientLastChangedAt,treatmentName,treatmentNameLastChangedAt,name,nameLastChangedAt,introDone,introDoneLastChangedAt,intro,introLastChangedAt,urlParams,urlParamsLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt
01HWDQK7WY3A6VZAM3SZC51QRB,"[""🐇"",""🐿️"",""🐿️"",""🐇"",""🐿️"",""                                   "",""🐇""]",2024-04-26T17:37:07.212055611Z,01HWDQK7NGGNKX5P3DYYAHV8WW,2024-04-26T17:35:06.654482696Z,1,2024-04-26T17:49:11.711441648Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:36:32.551004777Z,"{""age"":""62"",""gender"":""femails"",""strength"":""Strong"",""fair"":""Yes"",""feedback"":""N/A"",""education"":""master"",""teammates"":""Don't know"",""notes"":""No"",""politics"":""left"",""geo"":"""",""ethnicity"":""white""}",2024-04-26T17:49:11.699696918Z,5fd261e9a99c8e03e7258d03,2024-04-26T17:35:06.654482696Z,01HWDQG7S4KNGW16X5C8VN3V28,2024-04-26T17:47:44.658296859Z,rerun-unidirectional- 0.7,2024-04-26T17:36:32.551004777Z,player 4,2024-04-26T17:37:07.212055611Z,true,2024-04-26T17:36:58.766174135Z,4,2024-04-26T17:36:56.268560299Z,{},2024-04-26T17:35:06.79254507Z,game ended,2024-04-26T17:48:35.14455117Z,01HWDP6KA5EXRA4KS4CNGYQDZP,2024-04-26T17:36:32.551004777Z
01HWDQMGYJKZ9G6XENQ2RCP7CN,,,01HWDQMG8Q12M13CFM2296E6GW,2024-04-26T17:35:48.690956421Z,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:06:21.139041429Z,,,65ecc2dd96e1dedac860b168,2024-04-26T17:35:48.690956421Z,,,rerun-unidirectional- 0.7,2024-04-26T18:06:21.139041429Z,,,,,,,{},2024-04-26T17:35:49.025251415Z,game terminated,2024-04-26T18:06:28.772292653Z,01HWDP6F6QQMQH9A293M9HY603,2024-04-26T18:06:21.139041429Z
01HWDQPBK1AYE6Z2EEA4MFM049,,,01HWDQPB6A34VJTPHT36YG0KZG,2024-04-26T17:36:48.737646682Z,1,2024-04-26T17:38:01.689732425Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:06:21.139041429Z,"{""age"":""25"",""gender"":""Male"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""other"",""teammates"":"""",""notes"":"""",""politics"":""Middle"",""geo"":""Canada"",""ethnicity"":""South Asian""}",2024-04-26T17:38:01.6809021Z,6543521c6e77382008aa65c1,2024-04-26T17:36:48.737646682Z,,,rerun-unidirectional- 0.7,2024-04-26T18:06:21.139041429Z,,,,,,,{},2024-04-26T17:36:48.941502067Z,game terminated,2024-04-26T18:06:28.772292653Z,01HWDP6F6QQMQH9A293M9HY603,2024-04-26T18:06:21.139041429Z
01HWDQQZK2PMYYNA6D79WRH50F,,,01HWDQQZ15PCP4KMRDD6NK901X,2024-04-26T17:37:41.98668231Z,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:06:21.139041429Z,,,65510e18d5c77d6aca4c119f,2024-04-26T17:37:41.98668231Z,,,rerun-unidirectional- 0.7,2024-04-26T18:06:21.139041429Z,,,,,1,2024-04-26T17:37:53.951797014Z,{},2024-04-26T17:37:42.293102342Z,game terminated,2024-04-26T18:06:28.772292653Z,01HWDP6F6QQMQH9A293M9HY603,2024-04-26T18:06:21.139041429Z
01HWDQRJN02XJ6PKAKMHM2G04Z,"[""🐇"",""                                   "",""🐿️"",""🐇"",""🐇"",""🐇"",""🐇""]",2024-04-26T17:40:57.104333145Z,01HWDQRJ2EXNWG9CCK19MP683N,2024-04-26T17:38:01.50502138Z,1,2024-04-26T17:53:07.358064654Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:38:01.527469839Z,"{""age"":""47"",""gender"":""Female"",""strength"":""Being decisive"",""fair"":""Yes"",""feedback"":""No problems"",""education"":""high-school"",""teammates"":""Yes I hope so"",""notes"":""No"",""politics"":""Centre"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-04-26T17:53:07.339839622Z,5e3723a2c0b2896ad554be73,2024-04-26T17:38:01.50502138Z,01HWDQRZA5VH1THVE0B9J483GZ,2024-04-26T17:51:04.814189707Z,rerun-unidirectional- 0.7,2024-04-26T17:38:01.527469839Z,player 1,2024-04-26T17:40:57.104333145Z,true,2024-04-26T17:40:12.605371981Z,4,2024-04-26T17:40:05.824954369Z,{},2024-04-26T17:38:01.818287576Z,game ended,2024-04-26T17:51:58.451898455Z,01HWDP6JDZBQSWSPER62K8MFDB,2024-04-26T17:38:01.527469839Z
01HWDQRZ1PZK70Q21GEA0WNKFE,"[""🐇"",""🐿️"",""                                   "",""🐿️"",""🐿️""]",2024-04-26T17:53:03.459727846Z,01HWDQRYQCT6ENATB48SG163S9,2024-04-26T17:38:14.198260333Z,1,2024-04-26T18:06:01.430654054Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:46:01.679576252Z,"{""age"":""39"",""gender"":""Female"",""strength"":""Calculating the overall percentage of the rabbits to squirrels after the neighbour responded"",""fair"":""yes the pay was fair"",""feedback"":""I felt a bit rushed at certain times, maybe a few more seconds could have been given to determine the rabbit to squirrel ratio"",""education"":""other"",""teammates"":""I think that my fellow teammates were good co-players and telling the truth"",""notes"":""Yes I did "",""politics"":""Right"",""geo"":""Canadian"",""ethnicity"":""White""}",2024-04-26T18:06:01.385628939Z,5b5cb5e76b2559000177a24f,2024-04-26T17:38:14.198260333Z,01HWDR05JM6F9WEGCZ5GZRAY0S,2024-04-26T18:03:40.017336468Z,rerun-unidirectional- 0.7,2024-04-26T17:46:01.679576252Z,player 1,2024-04-26T17:53:03.459727846Z,true,2024-04-26T17:46:17.242053311Z,4,2024-04-26T17:42:44.467484617Z,{},2024-04-26T17:38:14.364504654Z,game ended,2024-04-26T18:04:31.041801191Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:46:01.679576252Z
01HWDQRZA5VH1THVE0B9J483GZ,"[""🐇"",""                                   "",""🐇""]",2024-04-26T17:40:57.104333145Z,01HWDQRYBP6DQSK4HXCCT6BEW9,2024-04-26T17:38:14.469420955Z,1,2024-04-26T17:54:09.610080028Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:38:14.483670848Z,"{""age"":""23"",""gender"":""male"",""strength"":""concise message"",""fair"":"""",""feedback"":"""",""education"":""master"",""teammates"":""i think they were telling the truth. overall i fee like we should have tell more than just what we see, but also what we heard others said"",""notes"":""i only take note mentally, i realised that i got the same neighbour towards the end of the game.."",""politics"":"""",""geo"":"""",""ethnicity"":""malay""}",2024-04-26T17:54:09.591734654Z,6022b7a6e8183d04bb67b6e6,2024-04-26T17:38:14.469420955Z,01HWDQS6XYR4PARY3H4ZAM7KSY,2024-04-26T17:51:04.814189707Z,rerun-unidirectional- 0.7,2024-04-26T17:38:14.483670848Z,player 2,2024-04-26T17:40:57.104333145Z,true,2024-04-26T17:40:56.837869294Z,4,2024-04-26T17:40:50.077413385Z,{},2024-04-26T17:38:15.033699412Z,game ended,2024-04-26T17:51:58.451898455Z,01HWDP6JDZBQSWSPER62K8MFDB,2024-04-26T17:38:14.483670848Z
01HWDQS6XYR4PARY3H4ZAM7KSY,"[""🐇"",""🐇"",""🐇"",""🐇"",""                                   "",""🐇""]",2024-04-26T17:40:57.104333145Z,01HWDQS62NBTJWZASVZK0JNY49,2024-04-26T17:38:22.270604153Z,1,2024-04-26T17:53:05.753197408Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:38:22.28988752Z,"{""age"":""25"",""gender"":""female"",""strength"":""the honesty on this game"",""fair"":""yes"",""feedback"":"""",""education"":""master"",""teammates"":""yeah, think they are all telling the truth"",""notes"":""no"",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-26T17:53:05.742106542Z,64104f7c547987387c262b99,2024-04-26T17:38:22.270604153Z,01HWDQSFJVK9G9C22WH2MC1WHZ,2024-04-26T17:51:04.814189707Z,rerun-unidirectional- 0.7,2024-04-26T17:38:22.28988752Z,player 3,2024-04-26T17:40:57.104333145Z,true,2024-04-26T17:40:45.90401169Z,4,2024-04-26T17:40:35.479124914Z,{},2024-04-26T17:38:22.65729546Z,game ended,2024-04-26T17:51:58.451898455Z,01HWDP6JDZBQSWSPER62K8MFDB,2024-04-26T17:38:22.28988752Z
01HWDQSE51N79WS55RNF17HY46,"[""🐿️"",""🐇"",""🐇"",""                                   "",""🐿️"",""🐇"",""🐿️""]",2024-04-26T17:43:27.034162981Z,01HWDQSDH40KTQ3P8NWMH36F2J,2024-04-26T17:38:29.665644243Z,1,2024-04-26T17:56:28.37483915Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:40:56.92003058Z,"{""age"":""44"",""gender"":""Female"",""strength"":""Hopefully providing timely, truthful messages"",""fair"":""Yes"",""feedback"":""No additional comments, thanks"",""education"":""other"",""teammates"":""The messages sent were clear and easily understood but that's all I feel I can say at this moment."",""notes"":""No, I didn't take any notes"",""politics"":""n/a"",""geo"":""British"",""ethnicity"":""Caucasian""}",2024-04-26T17:56:28.33176902Z,5c1fdc85e622c10001ece52a,2024-04-26T17:38:29.665644243Z,01HWDQSG4K5JVDWTE2H5SQP1R0,2024-04-26T17:53:06.120572403Z,rerun-unidirectional- 0.7,2024-04-26T17:40:56.92003058Z,player 1,2024-04-26T17:43:27.034162981Z,true,2024-04-26T17:43:05.060481735Z,4,2024-04-26T17:42:53.400166642Z,{},2024-04-26T17:38:30.008194987Z,game ended,2024-04-26T17:54:02.336271221Z,01HWDP6HHG9HYS8Z23XH6KZPBD,2024-04-26T17:40:56.92003058Z
01HWDQSE62K3XFV9KZPB694CE1,,,01HWDQSDHS18RMSTBBYTFXMPBB,2024-04-26T17:38:29.69878058Z,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:06:21.139041429Z,,,63038022102690944a6720cf,2024-04-26T17:38:29.69878058Z,,,rerun-unidirectional- 0.7,2024-04-26T18:06:21.139041429Z,,,,,1,2024-04-26T17:38:35.379781395Z,{},2024-04-26T17:38:30.032423283Z,game terminated,2024-04-26T18:06:28.772292653Z,01HWDP6F6QQMQH9A293M9HY603,2024-04-26T18:06:21.139041429Z
01HWDQSENTWZKP46TFBR01386Q,,,01HWDQSEB0060278SWFM4250SS,2024-04-26T17:38:30.202928347Z,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:06:21.139041429Z,,,65200d850784dad91e0f2ee9,2024-04-26T17:38:30.202928347Z,,,rerun-unidirectional- 0.7,2024-04-26T18:06:21.139041429Z,,,,,1,2024-04-26T17:38:34.217987415Z,{},2024-04-26T17:38:30.400574216Z,game terminated,2024-04-26T18:06:28.772292653Z,01HWDP6F6QQMQH9A293M9HY603,2024-04-26T18:06:21.139041429Z
01HWDQSFJVK9G9C22WH2MC1WHZ,"[""🐿️"",""                                   "",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐇""]",2024-04-26T17:40:57.104333145Z,01HWDQSF67M1MSPVTAY2KW316H,2024-04-26T17:38:31.131110078Z,1,2024-04-26T17:53:27.59437983Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:38:31.146189455Z,"{""age"":""36"",""gender"":""Female"",""strength"":""Fair."",""fair"":""Yes."",""feedback"":"""",""education"":""bachelor"",""teammates"":""I think so? No one else reported a similar number of squirrels which made me confused, but I never thought they were lying."",""notes"":""No"",""politics"":""Liberal"",""geo"":""Canada"",""ethnicity"":""Caucasian ""}",2024-04-26T17:53:27.581947382Z,65333c5d7986446bae37c026,2024-04-26T17:38:31.131110078Z,01HWDQRJN02XJ6PKAKMHM2G04Z,2024-04-26T17:51:04.814189707Z,rerun-unidirectional- 0.7,2024-04-26T17:38:31.146189455Z,player 4,2024-04-26T17:40:57.104333145Z,true,2024-04-26T17:40:51.110118459Z,4,2024-04-26T17:40:43.525549781Z,{},2024-04-26T17:38:31.31347141Z,game ended,2024-04-26T17:51:58.451898455Z,01HWDP6JDZBQSWSPER62K8MFDB,2024-04-26T17:38:31.146189455Z
01HWDQSG4K5JVDWTE2H5SQP1R0,"[""🐇"",""🐇"",""                                   "",""🐿️"",""🐇""]",2024-04-26T17:43:27.034162981Z,01HWDQSFA1HA1290F1Q1CHXEYY,2024-04-26T17:38:31.699504611Z,1,2024-04-26T17:55:04.038334321Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:40:56.92003058Z,"{""age"":""61"",""gender"":""Male"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""high-school"",""teammates"":""Not sure"",""notes"":""No"",""politics"":""Conservative"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-04-26T17:55:04.023981106Z,5ea55df76205ad53a793bc01,2024-04-26T17:38:31.699504611Z,01HWDQV0AWS4M6B1YCB2HZ45A4,2024-04-26T17:53:06.120572403Z,rerun-unidirectional- 0.7,2024-04-26T17:40:56.92003058Z,player 2,2024-04-26T17:43:27.034162981Z,true,2024-04-26T17:42:11.040828714Z,4,2024-04-26T17:41:58.485203488Z,{},2024-04-26T17:38:32.023662615Z,game ended,2024-04-26T17:54:02.336271221Z,01HWDP6HHG9HYS8Z23XH6KZPBD,2024-04-26T17:40:56.92003058Z
01HWDQSJ2S9C4B4A4A2FEEWQPR,,,01HWDQSHDRCJ44SXM7GE90SZJ7,2024-04-26T17:38:33.689055992Z,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:06:21.139041429Z,,,5fb0e63386f1bb0bf58c27b9,2024-04-26T17:38:33.689055992Z,,,rerun-unidirectional- 0.7,2024-04-26T18:06:21.139041429Z,,,,,1,2024-04-26T17:38:39.340320464Z,{},2024-04-26T17:38:34.200864749Z,game terminated,2024-04-26T18:06:28.772292653Z,01HWDP6F6QQMQH9A293M9HY603,2024-04-26T18:06:21.139041429Z
01HWDQSMKXS8FC373NE51YJ2J6,,,01HWDQSKWS2S4G4063Q5PCXSC0,2024-04-26T17:38:36.28572082Z,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:06:21.139041429Z,,,6575f621719ed6e63274be54,2024-04-26T17:38:36.28572082Z,,,rerun-unidirectional- 0.7,2024-04-26T18:06:21.139041429Z,,,,,1,2024-04-26T17:38:39.395043501Z,{},2024-04-26T17:38:36.699297088Z,game terminated,2024-04-26T18:06:28.772292653Z,01HWDP6F6QQMQH9A293M9HY603,2024-04-26T18:06:21.139041429Z
01HWDQV0AWS4M6B1YCB2HZ45A4,"[""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐿️"",""🐇"",""                                   "",""🐿️""]",2024-04-26T17:43:27.034162981Z,01HWDQTZS2554PRG2PJCPK9AAW,2024-04-26T17:39:21.053034245Z,1,2024-04-26T17:55:23.284826171Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:40:56.92003058Z,"{""age"":""28"",""gender"":""Male"",""strength"":""Pretty well balanced"",""fair"":""Yes I do"",""feedback"":""The messages were being repeated so that means there were no other participants or there was a bug"",""education"":""bachelor"",""teammates"":""I have no clue"",""notes"":""No I did not"",""politics"":""Middle"",""geo"":""British"",""ethnicity"":""Pakistani""}",2024-04-26T17:55:23.255178613Z,63cfef2a906cd8307419602c,2024-04-26T17:39:21.053034245Z,01HWDQVBETE6H908Y751R46AVC,2024-04-26T17:53:06.120572403Z,rerun-unidirectional- 0.7,2024-04-26T17:40:56.92003058Z,player 3,2024-04-26T17:43:27.034162981Z,true,2024-04-26T17:42:29.50312225Z,4,2024-04-26T17:42:25.836554093Z,{},2024-04-26T17:39:21.354421418Z,game ended,2024-04-26T17:54:02.336271221Z,01HWDP6HHG9HYS8Z23XH6KZPBD,2024-04-26T17:40:56.92003058Z
01HWDQVBETE6H908Y751R46AVC,"[""                                   "",""🐇"",""🐇""]",2024-04-26T17:43:27.034162981Z,01HWDQVA6Q82N650KS95K3EJNB,2024-04-26T17:39:32.442935818Z,1,2024-04-26T17:56:06.307029022Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:40:56.92003058Z,"{""age"":""58"",""gender"":""male"",""strength"":""I asked for feedback"",""fair"":""Yes"",""feedback"":""Enjoyable, "",""education"":""high-school"",""teammates"":""Good ,yes> Honest ? Hopefully"",""notes"":""No"",""politics"":""neutral"",""geo"":""United Kingdom"",""ethnicity"":""British""}",2024-04-26T17:56:06.286552493Z,647090588c2da260a10bde21,2024-04-26T17:39:32.442935818Z,01HWDQSE51N79WS55RNF17HY46,2024-04-26T17:53:06.120572403Z,rerun-unidirectional- 0.7,2024-04-26T17:40:56.92003058Z,player 4,2024-04-26T17:43:27.034162981Z,true,2024-04-26T17:43:26.672120648Z,4,2024-04-26T17:43:21.574724681Z,{},2024-04-26T17:39:32.888376813Z,game ended,2024-04-26T17:54:02.336271221Z,01HWDP6HHG9HYS8Z23XH6KZPBD,2024-04-26T17:40:56.92003058Z
01HWDQVNVNDQRBZ35E4N88YC6B,"[""🐿️"",""🐿️"",""                                   "",""🐿️""]",2024-04-26T17:46:01.945207107Z,01HWDQVN7TK0FWA48YA9VJHKJM,2024-04-26T17:39:43.093647986Z,1,2024-04-26T17:58:20.187043412Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:43:26.782823197Z,"{""age"":""60"",""gender"":""male"",""strength"":""pretty poor as i only had squirrels"",""fair"":""no its a bit low"",""feedback"":""none"",""education"":""bachelor"",""teammates"":""yes very good"",""notes"":""no "",""politics"":""central"",""geo"":""United Kingdom"",""ethnicity"":""white""}",2024-04-26T17:58:20.171494113Z,5a4a078399311d0001df5ba7,2024-04-26T17:39:43.093647986Z,01HWDR0203TD8JYBMSABQ5NV9S,2024-04-26T17:55:46.699978855Z,rerun-unidirectional- 0.7,2024-04-26T17:43:26.782823197Z,player 1,2024-04-26T17:46:01.945207107Z,true,2024-04-26T17:43:43.418003717Z,4,2024-04-26T17:43:25.706573702Z,{},2024-04-26T17:39:43.435040469Z,game ended,2024-04-26T17:56:42.95556167Z,01HWDP6GNW4G7BAJ72TQ5MK6A3,2024-04-26T17:43:26.782823197Z
01HWDR0203TD8JYBMSABQ5NV9S,"[""🐇"",""                                   "",""🐿️""]",2024-04-26T17:46:01.945207107Z,01HWDR01RH6SFW7M86T0XQB18P,2024-04-26T17:42:06.595223631Z,1,2024-04-26T17:57:33.509864577Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:43:26.782823197Z,"{""age"":""25"",""gender"":""Male"",""strength"":""Weak, I was very unsure of myself"",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I believe so"",""notes"":""No"",""politics"":""Conservative"",""geo"":""American"",""ethnicity"":""Latino""}",2024-04-26T17:57:33.490511011Z,5dd8b42e01fadf8574e8302b,2024-04-26T17:42:06.595223631Z,01HWDR02WQP7TG035AC5ZDYB8D,2024-04-26T17:55:46.699978855Z,rerun-unidirectional- 0.7,2024-04-26T17:43:26.782823197Z,player 2,2024-04-26T17:46:01.945207107Z,true,2024-04-26T17:44:22.566452415Z,4,2024-04-26T17:44:15.855264706Z,{},2024-04-26T17:42:06.733527844Z,game ended,2024-04-26T17:56:42.95556167Z,01HWDP6GNW4G7BAJ72TQ5MK6A3,2024-04-26T17:43:26.782823197Z
01HWDR02WQP7TG035AC5ZDYB8D,"[""                                   "",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐿️"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇""]",2024-04-26T17:46:01.945207107Z,01HWDR02JQ5KKVJCRCNRJDM9C6,2024-04-26T17:42:07.511838208Z,1,2024-04-26T17:57:24.301537996Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:43:26.782823197Z,"{""age"":""34"",""gender"":""female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""other"",""teammates"":""Yes. Except 2 didnt write anything"",""notes"":""Yes"",""politics"":"""",""geo"":""canadian"",""ethnicity"":""caucasian""}",2024-04-26T17:57:24.321565945Z,6108d28d08eca1a451fc8e5e,2024-04-26T17:42:07.511838208Z,01HWDR318DF4G7C50PCJTB8WF3,2024-04-26T17:55:46.699978855Z,rerun-unidirectional- 0.7,2024-04-26T17:43:26.782823197Z,player 3,2024-04-26T17:46:01.945207107Z,true,2024-04-26T17:44:19.303694742Z,4,2024-04-26T17:43:59.796320408Z,{},2024-04-26T17:42:07.684305505Z,game ended,2024-04-26T17:56:42.95556167Z,01HWDP6GNW4G7BAJ72TQ5MK6A3,2024-04-26T17:43:26.782823197Z
01HWDR05JM6F9WEGCZ5GZRAY0S,"[""🐇"",""🐇"",""🐇"",""🐇"",""🐿️"",""🐿️"",""🐇"",""🐇"",""                                   ""]",2024-04-26T17:53:03.459727846Z,01HWDR0593YA8JX89P5CV01NM8,2024-04-26T17:42:10.260517283Z,1,2024-04-26T18:05:16.898459006Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:46:01.679576252Z,"{""age"":""28"",""gender"":""Woman"",""strength"":""i was observant"",""fair"":""Yes"",""feedback"":""NA"",""education"":""master"",""teammates"":""Yes"",""notes"":""Yes"",""politics"":""Neutral"",""geo"":""Canada"",""ethnicity"":""South Asian""}",2024-04-26T18:05:16.931878838Z,654955af984504b8f8c9e0af,2024-04-26T17:42:10.260517283Z,01HWDR0SCD33E37B1RK9T6YB9S,2024-04-26T18:03:40.017336468Z,rerun-unidirectional- 0.7,2024-04-26T17:46:01.679576252Z,player 2,2024-04-26T17:53:03.459727846Z,true,2024-04-26T17:49:07.750340369Z,4,2024-04-26T17:48:59.687142415Z,{},2024-04-26T17:42:10.505470746Z,game ended,2024-04-26T18:04:31.041801191Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:46:01.679576252Z
01HWDR0DE09DEHMMQ90XZBKZ9Z,,,01HWDR0CS57KWYC19RH06GC5Q5,2024-04-26T17:42:18.304438844Z,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T18:06:21.139041429Z,,,5c651332bcb1b40001864762,2024-04-26T17:42:18.304438844Z,,,rerun-unidirectional- 0.7,2024-04-26T18:06:21.139041429Z,,,,,1,2024-04-26T17:42:20.511169445Z,{},2024-04-26T17:42:18.687283404Z,game terminated,2024-04-26T18:06:28.772292653Z,01HWDP6F6QQMQH9A293M9HY603,2024-04-26T18:06:21.139041429Z
01HWDR0SCD33E37B1RK9T6YB9S,"[""🐿️"",""                                   "",""🐇"",""🐇""]",2024-04-26T17:53:03.459727846Z,01HWDR0S28RQW32QEG77CFCBW4,2024-04-26T17:42:30.541241742Z,1,2024-04-26T18:06:03.860627728Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:46:01.679576252Z,"{""age"":""37"",""gender"":""Male"",""strength"":""pretty good"",""fair"":""sure"",""feedback"":""people not giving any numbers did not help my calculations"",""education"":""high-school"",""teammates"":""some of them yes some of them no"",""notes"":""yes the ones that did give an answer"",""politics"":""Liberal"",""geo"":""Canadian"",""ethnicity"":""White""}",2024-04-26T18:06:03.897575153Z,65049282e965c3ef170ac6c3,2024-04-26T17:42:30.541241742Z,01HWDR0V5DFC5QZPH99ZPSS9GQ,2024-04-26T18:03:40.017336468Z,rerun-unidirectional- 0.7,2024-04-26T17:46:01.679576252Z,player 3,2024-04-26T17:53:03.459727846Z,true,2024-04-26T17:53:03.193046807Z,4,2024-04-26T17:52:59.708529784Z,{},2024-04-26T17:42:30.71674258Z,game ended,2024-04-26T18:04:31.041801191Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:46:01.679576252Z
01HWDR0V5DFC5QZPH99ZPSS9GQ,"[""🐇"",""🐇"",""                                   "",""🐇"",""🐇"",""🐇""]",2024-04-26T17:53:03.459727846Z,01HWDR0TYF01HMV01CWHT8HB88,2024-04-26T17:42:32.365968269Z,1,2024-04-26T18:05:35.390901745Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:46:01.679576252Z,"{""age"":""48"",""gender"":""Male"",""strength"":""Very high "",""fair"":""Yes"",""feedback"":""No issues"",""education"":""high-school"",""teammates"":""Yes"",""notes"":""No"",""politics"":""In the middle"",""geo"":""Canadian"",""ethnicity"":""Caucasian/Aboriginal""}",2024-04-26T18:05:35.373728234Z,6605b927a9b61058ecb7144b,2024-04-26T17:42:32.365968269Z,01HWDQRZ1PZK70Q21GEA0WNKFE,2024-04-26T18:03:40.017336468Z,rerun-unidirectional- 0.7,2024-04-26T17:46:01.679576252Z,player 4,2024-04-26T17:53:03.459727846Z,true,2024-04-26T17:49:17.153108007Z,4,2024-04-26T17:49:12.204654017Z,{},2024-04-26T17:42:32.50045813Z,game ended,2024-04-26T18:04:31.041801191Z,01HWDP6FZGX1A489Z2J6FDVCVQ,2024-04-26T17:46:01.679576252Z
01HWDR318DF4G7C50PCJTB8WF3,"[""🐇"",""                                   "",""🐇"",""🐿️"",""🐇""]",2024-04-26T17:46:01.945207107Z,01HWDR30PBYGY191XYQTVHY529,2024-04-26T17:43:44.141934914Z,1,2024-04-26T17:57:27.786139778Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T17:43:44.160265509Z,"{""age"":""33"",""gender"":""Female"",""strength"":""Went mostly with what I was seeing"",""fair"":""Yes"",""feedback"":"""",""education"":""other"",""teammates"":""Hard to know"",""notes"":""Yes"",""politics"":""Left"",""geo"":""Canadian"",""ethnicity"":""White""}",2024-04-26T17:57:27.760824364Z,655181617ee96678573a5218,2024-04-26T17:43:44.141934914Z,01HWDQVNVNDQRBZ35E4N88YC6B,2024-04-26T17:55:46.699978855Z,rerun-unidirectional- 0.7,2024-04-26T17:43:44.160265509Z,player 4,2024-04-26T17:46:01.945207107Z,true,2024-04-26T17:46:01.591484916Z,4,2024-04-26T17:45:57.041340318Z,{},2024-04-26T17:43:44.382903426Z,game ended,2024-04-26T17:56:42.95556167Z,01HWDP6GNW4G7BAJ72TQ5MK6A3,2024-04-26T17:43:44.160265509Z
