id,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,confidence,confidenceLastChangedAt,submit,submitLastChangedAt
01HW3QA1M60C3HC1G675TVRGT6,01HW3Q37P581M4HNKPKBFWTDKD,2024-04-22T20:17:40.998638788Z,01HW3Q37T3EP3BNXESY4W9T5EM,2024-04-22T20:17:40.998638788Z,01HW3PW2CWVKT01DKRC24X745Y,2024-04-22T20:17:40.998638788Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:17:40.998638788Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:17:40.998638788Z,52,2024-04-22T20:18:09.048580237Z,78,2024-04-22T20:18:09.061109085Z,true,2024-04-22T20:18:09.056490508Z
01HW3QA1MNJ4VN5WN7YZQM2GKP,01HW3Q37P581M4HNKPKBFWTDKD,2024-04-22T20:17:41.013483386Z,01HW3Q37T3EP3BNXESY4W9T5EM,2024-04-22T20:17:41.013483386Z,01HW3PX4BQ18MZRRASBW8SP6QW,2024-04-22T20:17:41.013483386Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:17:41.013483386Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:17:41.013483386Z,12,2024-04-22T20:18:03.80985511Z,55,2024-04-22T20:18:03.814253797Z,true,2024-04-22T20:18:03.807288049Z
01HW3QA1N8P43FF0WP7Z0HEG1X,01HW3Q37P581M4HNKPKBFWTDKD,2024-04-22T20:17:41.032479304Z,01HW3Q37T3EP3BNXESY4W9T5EM,2024-04-22T20:17:41.032479304Z,01HW3PXFETPXJZFB179GNKS7TF,2024-04-22T20:17:41.032479304Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:17:41.032479304Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:17:41.032479304Z,42,2024-04-22T20:17:58.151010346Z,53,2024-04-22T20:17:58.157321976Z,true,2024-04-22T20:17:58.188045435Z
01HW3QABDPJ2JT90REZNHQT3DD,01HW3Q8K61CHYQPZP9QR1M2K1N,2024-04-22T20:17:51.030165237Z,01HW3Q8KAJVB3MV8N15XTZT2R3,2024-04-22T20:17:51.030165237Z,01HW3PX7W5V8YXW9QA3X1FDDM6,2024-04-22T20:17:51.030165237Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:17:51.030165237Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:17:51.030165237Z,27,2024-04-22T20:18:21.295824269Z,90,2024-04-22T20:18:21.299721536Z,true,2024-04-22T20:18:21.34625653Z
01HW3QABE3YF8HY5TC4QVBST0T,01HW3Q8K61CHYQPZP9QR1M2K1N,2024-04-22T20:17:51.043779256Z,01HW3Q8KAJVB3MV8N15XTZT2R3,2024-04-22T20:17:51.043779256Z,01HW3PZJEJW3EMWQN3JY9ZF0T7,2024-04-22T20:17:51.043779256Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:17:51.043779256Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:17:51.043779256Z,51,2024-04-22T20:18:20.475886997Z,0,2024-04-22T20:18:20.473986656Z,true,2024-04-22T20:18:20.472365758Z
01HW3QABEFQ6QVBK42TEAK9P14,01HW3Q8K61CHYQPZP9QR1M2K1N,2024-04-22T20:17:51.055314579Z,01HW3Q8KAJVB3MV8N15XTZT2R3,2024-04-22T20:17:51.055314579Z,01HW3Q21G35S2JQ2KHWM2QG44M,2024-04-22T20:17:51.055314579Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:17:51.055314579Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:17:51.055314579Z,3,2024-04-22T20:18:20.194684848Z,100,2024-04-22T20:18:20.196409269Z,true,2024-04-22T20:18:20.205288215Z
01HW3QABETF82S9PZ85YY73MG1,01HW3Q8K61CHYQPZP9QR1M2K1N,2024-04-22T20:17:51.066529339Z,01HW3Q8KAJVB3MV8N15XTZT2R3,2024-04-22T20:17:51.066529339Z,01HW3Q64QS9RR2RR8BDDM8S7P3,2024-04-22T20:17:51.066529339Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:17:51.066529339Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:17:51.066529339Z,19,2024-04-22T20:18:14.050325128Z,66,2024-04-22T20:18:14.048672863Z,true,2024-04-22T20:18:14.054763298Z
01HW3QAX46PTY6T3NR1AZFSEA8,01HW3Q37P11P9YRWY6THQ7V942,2024-04-22T20:18:09.158242897Z,01HW3Q37TETDZJ75R0RX2HVEV4,2024-04-22T20:18:09.158242897Z,01HW3PTV0FSAEFBVRRPD3J7N5R,2024-04-22T20:18:09.158242897Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:18:09.158242897Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:18:09.158242897Z,34,2024-04-22T20:18:16.957689275Z,100,2024-04-22T20:18:16.962454835Z,true,2024-04-22T20:18:16.969835391Z
01HW3QAX4BBHFRZPJX99MSX0E5,01HW3Q37P11P9YRWY6THQ7V942,2024-04-22T20:18:09.163902946Z,01HW3Q37TETDZJ75R0RX2HVEV4,2024-04-22T20:18:09.163902946Z,01HW3PW2CWVKT01DKRC24X745Y,2024-04-22T20:18:09.163902946Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:18:09.163902946Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:18:09.163902946Z,52,2024-04-22T20:18:21.736179761Z,99,2024-04-22T20:18:21.734246158Z,true,2024-04-22T20:18:21.744710576Z
01HW3QAX4J9JAXZ8F3RYGYZY6F,01HW3Q37P11P9YRWY6THQ7V942,2024-04-22T20:18:09.170101394Z,01HW3Q37TETDZJ75R0RX2HVEV4,2024-04-22T20:18:09.170101394Z,01HW3PX4BQ18MZRRASBW8SP6QW,2024-04-22T20:18:09.170101394Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:18:09.170101394Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:18:09.170101394Z,11,2024-04-22T20:18:19.829702567Z,63,2024-04-22T20:18:19.828065872Z,true,2024-04-22T20:18:19.826157876Z
01HW3QAX4R4DXRTF2VQQSHTXR2,01HW3Q37P11P9YRWY6THQ7V942,2024-04-22T20:18:09.176372347Z,01HW3Q37TETDZJ75R0RX2HVEV4,2024-04-22T20:18:09.176372347Z,01HW3PXFETPXJZFB179GNKS7TF,2024-04-22T20:18:09.176372347Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:18:09.176372347Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:18:09.176372347Z,44,2024-04-22T20:18:18.842121712Z,61,2024-04-22T20:18:18.856354659Z,true,2024-04-22T20:18:18.888679783Z
01HW3QB8980FV6MDJ6M32SDXYS,01HW3Q8K628FQX2X7S66P8CH81,2024-04-22T20:18:20.584475859Z,01HW3Q8KANG82GC3YRG4MCBVBY,2024-04-22T20:18:20.584475859Z,01HW3PX7W5V8YXW9QA3X1FDDM6,2024-04-22T20:18:20.584475859Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:18:20.584475859Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:18:20.584475859Z,19,2024-04-22T20:18:32.557344412Z,97,2024-04-22T20:18:32.565242894Z,true,2024-04-22T20:18:32.726394768Z
01HW3QB89FGW5GHTVVAMZ4DQ6F,01HW3Q8K628FQX2X7S66P8CH81,2024-04-22T20:18:20.591049103Z,01HW3Q8KANG82GC3YRG4MCBVBY,2024-04-22T20:18:20.591049103Z,01HW3PZJEJW3EMWQN3JY9ZF0T7,2024-04-22T20:18:20.591049103Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:18:20.591049103Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:18:20.591049103Z,42,2024-04-22T20:18:49.191348619Z,2,2024-04-22T20:18:49.188251876Z,true,2024-04-22T20:18:49.198810856Z
01HW3QB89MFKK6V2A0F30JWN81,01HW3Q8K628FQX2X7S66P8CH81,2024-04-22T20:18:20.596826208Z,01HW3Q8KANG82GC3YRG4MCBVBY,2024-04-22T20:18:20.596826208Z,01HW3Q21G35S2JQ2KHWM2QG44M,2024-04-22T20:18:20.596826208Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:18:20.596826208Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:18:20.596826208Z,3,2024-04-22T20:18:43.373310076Z,100,2024-04-22T20:18:43.375132142Z,true,2024-04-22T20:18:43.378542206Z
01HW3QB89TF6CKENE1FV8TERST,01HW3Q8K628FQX2X7S66P8CH81,2024-04-22T20:18:20.602228672Z,01HW3Q8KANG82GC3YRG4MCBVBY,2024-04-22T20:18:20.602228672Z,01HW3Q64QS9RR2RR8BDDM8S7P3,2024-04-22T20:18:20.602228672Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:18:20.602228672Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:18:20.602228672Z,11,2024-04-22T20:18:32.761278308Z,100,2024-04-22T20:18:32.759728891Z,true,2024-04-22T20:18:32.756117316Z
01HW3QC4D9EM8ERFNM5J9BHT48,01HW3Q8K64MZERDNB8XHHDBYPD,2024-04-22T20:18:49.385694902Z,01HW3Q8KAYNE5VCA8MDDEQYTPH,2024-04-22T20:18:49.385694902Z,01HW3PX7W5V8YXW9QA3X1FDDM6,2024-04-22T20:18:49.385694902Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:18:49.385694902Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:18:49.385694902Z,21,2024-04-22T20:19:02.765514278Z,97,2024-04-22T20:19:02.767670908Z,true,2024-04-22T20:19:02.9215847Z
01HW3QC4DSY108019SHQTACB4Z,01HW3Q8K64MZERDNB8XHHDBYPD,2024-04-22T20:18:49.401780909Z,01HW3Q8KAYNE5VCA8MDDEQYTPH,2024-04-22T20:18:49.401780909Z,01HW3PZJEJW3EMWQN3JY9ZF0T7,2024-04-22T20:18:49.401780909Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:18:49.401780909Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:18:49.401780909Z,47,2024-04-22T20:19:05.911286105Z,0,2024-04-22T20:19:05.917012022Z,true,2024-04-22T20:19:05.922589698Z
01HW3QC4E67T7GNMP08BV431A0,01HW3Q8K64MZERDNB8XHHDBYPD,2024-04-22T20:18:49.414668037Z,01HW3Q8KAYNE5VCA8MDDEQYTPH,2024-04-22T20:18:49.414668037Z,01HW3Q21G35S2JQ2KHWM2QG44M,2024-04-22T20:18:49.414668037Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:18:49.414668037Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:18:49.414668037Z,24,2024-04-22T20:19:14.338710889Z,100,2024-04-22T20:19:14.341664262Z,true,2024-04-22T20:19:14.348092953Z
01HW3QC4EGDDND67GY10V93RT9,01HW3Q8K64MZERDNB8XHHDBYPD,2024-04-22T20:18:49.424461576Z,01HW3Q8KAYNE5VCA8MDDEQYTPH,2024-04-22T20:18:49.424461576Z,01HW3Q64QS9RR2RR8BDDM8S7P3,2024-04-22T20:18:49.424461576Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:18:49.424461576Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:18:49.424461576Z,42,2024-04-22T20:18:58.589404491Z,47,2024-04-22T20:18:58.598017637Z,true,2024-04-22T20:18:58.591221029Z
01HW3QCWXGKBYTBD439GMCGS8W,01HW3Q8K66BTX54K7RDPX3M73E,2024-04-22T20:19:14.480350352Z,01HW3Q8KEJP4S5XWJTXDB682GK,2024-04-22T20:19:14.480350352Z,01HW3PX7W5V8YXW9QA3X1FDDM6,2024-04-22T20:19:14.480350352Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:19:14.480350352Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:19:14.480350352Z,8,2024-04-22T20:19:30.416813281Z,100,2024-04-22T20:19:30.418821524Z,true,2024-04-22T20:19:30.580145556Z
01HW3QCWXQBM7F3HFMK8F0T2JW,01HW3Q8K66BTX54K7RDPX3M73E,2024-04-22T20:19:14.487290819Z,01HW3Q8KEJP4S5XWJTXDB682GK,2024-04-22T20:19:14.487290819Z,01HW3PZJEJW3EMWQN3JY9ZF0T7,2024-04-22T20:19:14.487290819Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:19:14.487290819Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:19:14.487290819Z,32,2024-04-22T20:19:29.361517338Z,0,2024-04-22T20:19:29.369868685Z,true,2024-04-22T20:19:29.375118214Z
01HW3QCWXZ2XYP5A8YTNV7JQ8Y,01HW3Q8K66BTX54K7RDPX3M73E,2024-04-22T20:19:14.495369414Z,01HW3Q8KEJP4S5XWJTXDB682GK,2024-04-22T20:19:14.495369414Z,01HW3Q21G35S2JQ2KHWM2QG44M,2024-04-22T20:19:14.495369414Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:19:14.495369414Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:19:14.495369414Z,5,2024-04-22T20:19:28.334265525Z,100,2024-04-22T20:19:28.339002154Z,true,2024-04-22T20:19:28.343792187Z
01HW3QCWY97557N698AZQFTF2V,01HW3Q8K66BTX54K7RDPX3M73E,2024-04-22T20:19:14.505650902Z,01HW3Q8KEJP4S5XWJTXDB682GK,2024-04-22T20:19:14.505650902Z,01HW3Q64QS9RR2RR8BDDM8S7P3,2024-04-22T20:19:14.505650902Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:19:14.505650902Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:19:14.505650902Z,17,2024-04-22T20:19:21.985969404Z,79,2024-04-22T20:19:21.988330213Z,true,2024-04-22T20:19:21.992917794Z
01HW3QD8ESQZ60JCMQHVD2V96D,01HW3QD7YGBTX139JVRF87AGR1,2024-04-22T20:19:26.29719984Z,01HW3QD7ZS0Z1633NDEN4EPKK0,2024-04-22T20:19:26.29719984Z,01HW3Q5KW7558AY3JNK4DJBQ8Q,2024-04-22T20:19:26.29719984Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:26.29719984Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:26.29719984Z,33,2024-04-22T20:19:49.550054953Z,14,2024-04-22T20:19:49.555438381Z,true,2024-04-22T20:19:49.58946713Z
01HW3QD8EZ7BZKX2H1S8JP7TWV,01HW3QD7YGBTX139JVRF87AGR1,2024-04-22T20:19:26.303248375Z,01HW3QD7ZS0Z1633NDEN4EPKK0,2024-04-22T20:19:26.303248375Z,01HW3Q5P4XFP8ZNCNFGYTZ68SC,2024-04-22T20:19:26.303248375Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:26.303248375Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:26.303248375Z,0,2024-04-22T20:19:47.972826565Z,0,2024-04-22T20:19:47.975174416Z,true,2024-04-22T20:19:48.062066757Z
01HW3QD8F6GWPTY9R06FTCSNEC,01HW3QD7YGBTX139JVRF87AGR1,2024-04-22T20:19:26.310092326Z,01HW3QD7ZS0Z1633NDEN4EPKK0,2024-04-22T20:19:26.310092326Z,01HW3Q7FJ5A6N62T8DDV3F17TR,2024-04-22T20:19:26.310092326Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:26.310092326Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:26.310092326Z,,,,,,
01HW3QD8FC5S5PZQ8PPNWCCA4N,01HW3QD7YGBTX139JVRF87AGR1,2024-04-22T20:19:26.316700764Z,01HW3QD7ZS0Z1633NDEN4EPKK0,2024-04-22T20:19:26.316700764Z,01HW3QBTH0S84FN88VFA8D0K1V,2024-04-22T20:19:26.316700764Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:26.316700764Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:26.316700764Z,46,2024-04-22T20:19:43.751585179Z,71,2024-04-22T20:19:43.749560771Z,true,2024-04-22T20:19:43.753398311Z
01HW3QDCQFHY8A702832G2D2W3,01HW3Q8K67CCT564FQR2MXA1JS,2024-04-22T20:19:30.671389291Z,01HW3Q8KECAQRQVFWM0BS50AWY,2024-04-22T20:19:30.671389291Z,01HW3PX7W5V8YXW9QA3X1FDDM6,2024-04-22T20:19:30.671389291Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:19:30.671389291Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:19:30.671389291Z,30,2024-04-22T20:19:53.363731672Z,98,2024-04-22T20:19:53.368776512Z,true,2024-04-22T20:19:53.375201735Z
01HW3QDCQN923E37EP494NVT00,01HW3Q8K67CCT564FQR2MXA1JS,2024-04-22T20:19:30.677460306Z,01HW3Q8KECAQRQVFWM0BS50AWY,2024-04-22T20:19:30.677460306Z,01HW3PZJEJW3EMWQN3JY9ZF0T7,2024-04-22T20:19:30.677460306Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:19:30.677460306Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:19:30.677460306Z,50,2024-04-22T20:19:41.126595783Z,0,2024-04-22T20:19:41.129975275Z,true,2024-04-22T20:19:41.136526542Z
01HW3QDCQVK05JTHTD5ZAMKPX4,01HW3Q8K67CCT564FQR2MXA1JS,2024-04-22T20:19:30.683553162Z,01HW3Q8KECAQRQVFWM0BS50AWY,2024-04-22T20:19:30.683553162Z,01HW3Q21G35S2JQ2KHWM2QG44M,2024-04-22T20:19:30.683553162Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:19:30.683553162Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:19:30.683553162Z,5,2024-04-22T20:19:49.484702371Z,100,2024-04-22T20:19:49.487125938Z,true,2024-04-22T20:19:49.49428207Z
01HW3QDCR1A20T7HPRKC44Q0EY,01HW3Q8K67CCT564FQR2MXA1JS,2024-04-22T20:19:30.689763488Z,01HW3Q8KECAQRQVFWM0BS50AWY,2024-04-22T20:19:30.689763488Z,01HW3Q64QS9RR2RR8BDDM8S7P3,2024-04-22T20:19:30.689763488Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:19:30.689763488Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:19:30.689763488Z,,,,,,
01HW3QE5WERCAD0K6GCR6KQDMT,01HW3QD7YNQGN7S0Z30GMKXM5F,2024-04-22T20:19:56.430872307Z,01HW3QD81R2E4T4YKVMQ7CXX3M,2024-04-22T20:19:56.430872307Z,01HW3Q5KW7558AY3JNK4DJBQ8Q,2024-04-22T20:19:56.430872307Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:56.430872307Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:56.430872307Z,36,2024-04-22T20:20:10.098945353Z,21,2024-04-22T20:20:10.096796305Z,true,2024-04-22T20:20:10.105189917Z
01HW3QE5WM180AVF8W0TSSC8T4,01HW3QD7YNQGN7S0Z30GMKXM5F,2024-04-22T20:19:56.436675065Z,01HW3QD81R2E4T4YKVMQ7CXX3M,2024-04-22T20:19:56.436675065Z,01HW3Q5P4XFP8ZNCNFGYTZ68SC,2024-04-22T20:19:56.436675065Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:56.436675065Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:56.436675065Z,31,2024-04-22T20:20:14.742882915Z,12,2024-04-22T20:20:14.741125568Z,true,2024-04-22T20:20:14.737143011Z
01HW3QE5WT5AJPRBYWWF5X2RPS,01HW3QD7YNQGN7S0Z30GMKXM5F,2024-04-22T20:19:56.442974016Z,01HW3QD81R2E4T4YKVMQ7CXX3M,2024-04-22T20:19:56.442974016Z,01HW3Q7FJ5A6N62T8DDV3F17TR,2024-04-22T20:19:56.442974016Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:56.442974016Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:56.442974016Z,35,2024-04-22T20:20:15.554426607Z,67,2024-04-22T20:20:15.564466217Z,true,2024-04-22T20:20:15.561901348Z
01HW3QE5X30RN41FEFKR3X3XTW,01HW3QD7YNQGN7S0Z30GMKXM5F,2024-04-22T20:19:56.451869577Z,01HW3QD81R2E4T4YKVMQ7CXX3M,2024-04-22T20:19:56.451869577Z,01HW3QBTH0S84FN88VFA8D0K1V,2024-04-22T20:19:56.451869577Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:56.451869577Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:56.451869577Z,35,2024-04-22T20:20:10.418589056Z,71,2024-04-22T20:20:10.410347826Z,true,2024-04-22T20:20:10.407682126Z
01HW3QEA6HAST46XN0Q81ZN0YZ,01HW3Q8K68QHXTJTCNMRFPT2H3,2024-04-22T20:20:00.8493396Z,01HW3Q8KEG0E5YYNWZJARHBW8Z,2024-04-22T20:20:00.8493396Z,01HW3PX7W5V8YXW9QA3X1FDDM6,2024-04-22T20:20:00.8493396Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:20:00.8493396Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:20:00.8493396Z,13,2024-04-22T20:20:16.653300498Z,100,2024-04-22T20:20:16.657187277Z,true,2024-04-22T20:20:16.666630106Z
01HW3QEA6V9V0AT6199ZE1KK9Z,01HW3Q8K68QHXTJTCNMRFPT2H3,2024-04-22T20:20:00.859867208Z,01HW3Q8KEG0E5YYNWZJARHBW8Z,2024-04-22T20:20:00.859867208Z,01HW3PZJEJW3EMWQN3JY9ZF0T7,2024-04-22T20:20:00.859867208Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:20:00.859867208Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:20:00.859867208Z,49,2024-04-22T20:20:15.900322201Z,9,2024-04-22T20:20:15.894838722Z,true,2024-04-22T20:20:15.905786367Z
01HW3QEA75N5CVFEVS9DYNHKG5,01HW3Q8K68QHXTJTCNMRFPT2H3,2024-04-22T20:20:00.869159092Z,01HW3Q8KEG0E5YYNWZJARHBW8Z,2024-04-22T20:20:00.869159092Z,01HW3Q21G35S2JQ2KHWM2QG44M,2024-04-22T20:20:00.869159092Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:20:00.869159092Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:20:00.869159092Z,3,2024-04-22T20:20:08.395785361Z,100,2024-04-22T20:20:08.402653664Z,true,2024-04-22T20:20:08.411711004Z
01HW3QEA7D0DXMC1JPAVY2V0DN,01HW3Q8K68QHXTJTCNMRFPT2H3,2024-04-22T20:20:00.877569835Z,01HW3Q8KEG0E5YYNWZJARHBW8Z,2024-04-22T20:20:00.877569835Z,01HW3Q64QS9RR2RR8BDDM8S7P3,2024-04-22T20:20:00.877569835Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:20:00.877569835Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:20:00.877569835Z,30,2024-04-22T20:20:11.125429107Z,84,2024-04-22T20:20:11.12863882Z,true,2024-04-22T20:20:11.132841777Z
01HW3QERP2SJFBQ8Y237TV4BRA,01HW3QD7YRZVRNN106PEB1Q0ZY,2024-04-22T20:20:15.682492805Z,01HW3QD82784XD7W0A8WAHYA98,2024-04-22T20:20:15.682492805Z,01HW3Q5KW7558AY3JNK4DJBQ8Q,2024-04-22T20:20:15.682492805Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:20:15.682492805Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:20:15.682492805Z,32,2024-04-22T20:20:43.764825181Z,30,2024-04-22T20:20:43.775004763Z,true,2024-04-22T20:20:43.770436704Z
01HW3QERP8X9610CAJRGH2NEKM,01HW3QD7YRZVRNN106PEB1Q0ZY,2024-04-22T20:20:15.688767976Z,01HW3QD82784XD7W0A8WAHYA98,2024-04-22T20:20:15.688767976Z,01HW3Q5P4XFP8ZNCNFGYTZ68SC,2024-04-22T20:20:15.688767976Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:20:15.688767976Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:20:15.688767976Z,24,2024-04-22T20:20:32.458779773Z,33,2024-04-22T20:20:32.460915839Z,true,2024-04-22T20:20:32.463188079Z
01HW3QERPGBKQPTPVNWVRARZC9,01HW3QD7YRZVRNN106PEB1Q0ZY,2024-04-22T20:20:15.696872594Z,01HW3QD82784XD7W0A8WAHYA98,2024-04-22T20:20:15.696872594Z,01HW3Q7FJ5A6N62T8DDV3F17TR,2024-04-22T20:20:15.696872594Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:20:15.696872594Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:20:15.696872594Z,32,2024-04-22T20:20:34.822291377Z,73,2024-04-22T20:20:34.818138555Z,true,2024-04-22T20:20:34.824684122Z
01HW3QERPRHEJH12M80FFSTVAS,01HW3QD7YRZVRNN106PEB1Q0ZY,2024-04-22T20:20:15.705000587Z,01HW3QD82784XD7W0A8WAHYA98,2024-04-22T20:20:15.705000587Z,01HW3QBTH0S84FN88VFA8D0K1V,2024-04-22T20:20:15.705000587Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:20:15.705000587Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:20:15.705000587Z,50,2024-04-22T20:20:39.530265877Z,54,2024-04-22T20:20:39.536564234Z,true,2024-04-22T20:20:39.53457338Z
01HW3QESR0NMWZPZPABAVRDP0R,01HW3Q8K6AZ124BZM8GV1EB327,2024-04-22T20:20:16.768714412Z,01HW3Q8K8E93CWJ678YRYVAQK6,2024-04-22T20:20:16.768714412Z,01HW3PX7W5V8YXW9QA3X1FDDM6,2024-04-22T20:20:16.768714412Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:20:16.768714412Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:20:16.768714412Z,44,2024-04-22T20:20:30.232341134Z,100,2024-04-22T20:20:30.235081864Z,true,2024-04-22T20:20:30.432913747Z
01HW3QESR7R7B1BQ311RJ7GNFF,01HW3Q8K6AZ124BZM8GV1EB327,2024-04-22T20:20:16.775281128Z,01HW3Q8K8E93CWJ678YRYVAQK6,2024-04-22T20:20:16.775281128Z,01HW3PZJEJW3EMWQN3JY9ZF0T7,2024-04-22T20:20:16.775281128Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:20:16.775281128Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:20:16.775281128Z,28,2024-04-22T20:20:24.251642703Z,7,2024-04-22T20:20:24.257649344Z,true,2024-04-22T20:20:24.267655553Z
