"","gameID","roundID","playerID","guess","confidence","idx","treatmentName","nSquirrels","nRabbits","nRabbitsGame","nSquirrelsGame","mleEstimateIndiv","mleEstimateGame"
"2755","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K930HPY7PQ2Q714AJ5F3","01HVT0D2PQ4E6CFDMR2F5WKWGN",77,93,8,"rerun-interactive- 0.7",2,2,14,6,50,70
"2756","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K930HPY7PQ2Q714AJ5F3","01HVT0EBTQQBP71RS6ZS5WQ57K",90,53,8,"rerun-interactive- 0.7",1,5,14,6,83,70
"2757","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VGX1H40EV7WX2WY08321","01HVT0NBNKGK435Z6F9RRYY51D",36,22,4,"rerun-interactive-0.3",3,3,6,14,50,30
"2758","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VGX1H40EV7WX2WY08321","01HVT0PHFRZJNX8VNGKD6K2111",37,78,4,"rerun-interactive-0.3",1,1,6,14,50,30
"2759","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VGX1H40EV7WX2WY08321","01HVT0PN44VQ36728VXFZ9Z5HY",0,100,4,"rerun-interactive-0.3",2,0,6,14,0,30
"2760","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VGX1H40EV7WX2WY08321","01HVT0PZ0QRSNNEGGB16ZZ2YYJ",6,74,4,"rerun-interactive-0.3",8,2,6,14,20,30
"2761","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XG38Z4AQDRV0F4B7VAP3","01HVT0NNZW2B627AZBNQC8JJYD",61,27,3,"rerun-interactive-0.3",6,3,6,14,33,30
"2762","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XG38Z4AQDRV0F4B7VAP3","01HVT0PPP5EY2TZPMPY947T9P7",23,70,3,"rerun-interactive-0.3",2,1,6,14,33,30
"2763","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XG38Z4AQDRV0F4B7VAP3","01HVT0PS6MD9ZWA8BXS2BX0Y5Y",13,92,3,"rerun-interactive-0.3",5,1,6,14,16,30
"2764","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XG38Z4AQDRV0F4B7VAP3","01HVT0QGWE0W4QT11C5G7ZNTG4",51,96,3,"rerun-interactive-0.3",1,1,6,14,50,30
"2765","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT1244NWA48XEPFBH0RVV3K","01HVT0S8ZK5MY9MGSYCX6MC58H",26,64,1,"rerun-interactive-0.3",5,2,4,5,28,44
"2766","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT1244NWA48XEPFBH0RVV3K","01HVT0SB6FKNCFNHQ2M0KH0CW5",42,54,1,"rerun-interactive-0.3",0,2,4,5,100,44
"2767","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K94SQEC0BGRK1DYPXENF","01HVT07JVA94KFX34WFBKKBZ1T",80,65,9,"rerun-interactive- 0.7",1,5,14,6,83,70
"2768","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K94SQEC0BGRK1DYPXENF","01HVT08RD2GG0G6QNSC15P2DS7",71,65,9,"rerun-interactive- 0.7",2,2,14,6,50,70
"2769","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K94SQEC0BGRK1DYPXENF","01HVT0D2PQ4E6CFDMR2F5WKWGN",68,94,9,"rerun-interactive- 0.7",2,2,14,6,50,70
"2770","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K94SQEC0BGRK1DYPXENF","01HVT0EBTQQBP71RS6ZS5WQ57K",79,71,9,"rerun-interactive- 0.7",1,5,14,6,83,70
"2771","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XG9V7Z0TFMENMZF8WQ42","01HVT0NNZW2B627AZBNQC8JJYD",20,37,4,"rerun-interactive-0.3",6,3,6,14,33,30
"2772","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XG9V7Z0TFMENMZF8WQ42","01HVT0PPP5EY2TZPMPY947T9P7",21,64,4,"rerun-interactive-0.3",2,1,6,14,33,30
"2773","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XG9V7Z0TFMENMZF8WQ42","01HVT0PS6MD9ZWA8BXS2BX0Y5Y",37,88,4,"rerun-interactive-0.3",5,1,6,14,16,30
"2774","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XG9V7Z0TFMENMZF8WQ42","01HVT0QGWE0W4QT11C5G7ZNTG4",60,30,4,"rerun-interactive-0.3",1,1,6,14,50,30
"2775","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH0H1C71K7DW55B5MJ31","01HVT0NBNKGK435Z6F9RRYY51D",43,28,5,"rerun-interactive-0.3",3,3,6,14,50,30
"2776","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH0H1C71K7DW55B5MJ31","01HVT0PHFRZJNX8VNGKD6K2111",40,82,5,"rerun-interactive-0.3",1,1,6,14,50,30
"2777","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH0H1C71K7DW55B5MJ31","01HVT0PN44VQ36728VXFZ9Z5HY",0,100,5,"rerun-interactive-0.3",2,0,6,14,0,30
"2778","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH0H1C71K7DW55B5MJ31","01HVT0PZ0QRSNNEGGB16ZZ2YYJ",6,79,5,"rerun-interactive-0.3",8,2,6,14,20,30
"2779","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K9FA4WSPWXG827DTZYK3","01HVT07JVA94KFX34WFBKKBZ1T",69,63,10,"rerun-interactive- 0.7",1,5,14,6,83,70
"2780","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K9FA4WSPWXG827DTZYK3","01HVT08RD2GG0G6QNSC15P2DS7",77,89,10,"rerun-interactive- 0.7",2,2,14,6,50,70
"2781","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K9FA4WSPWXG827DTZYK3","01HVT0D2PQ4E6CFDMR2F5WKWGN",76,93,10,"rerun-interactive- 0.7",2,2,14,6,50,70
"2782","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K9FA4WSPWXG827DTZYK3","01HVT0EBTQQBP71RS6ZS5WQ57K",79,60,10,"rerun-interactive- 0.7",1,5,14,6,83,70
"2783","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT12489DGPDJKKBZFF3E9RE","01HVT0S3BSYDSQAQ4VPG54FSR7",26,82,2,"rerun-interactive-0.3",4,1,5,9,20,35
"2784","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT12489DGPDJKKBZFF3E9RE","01HVT0S8ZK5MY9MGSYCX6MC58H",59,59,2,"rerun-interactive-0.3",5,2,5,9,28,35
"2785","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT12489DGPDJKKBZFF3E9RE","01HVT0SB6FKNCFNHQ2M0KH0CW5",31,54,2,"rerun-interactive-0.3",0,2,5,9,100,35
"2786","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGJZ4N6PHK5JJH000R3F","01HVT0NNZW2B627AZBNQC8JJYD",29,58,5,"rerun-interactive-0.3",6,3,6,14,33,30
"2787","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGJZ4N6PHK5JJH000R3F","01HVT0PPP5EY2TZPMPY947T9P7",22,85,5,"rerun-interactive-0.3",2,1,6,14,33,30
"2788","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGJZ4N6PHK5JJH000R3F","01HVT0PS6MD9ZWA8BXS2BX0Y5Y",11,91,5,"rerun-interactive-0.3",5,1,6,14,16,30
"2789","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGJZ4N6PHK5JJH000R3F","01HVT0QGWE0W4QT11C5G7ZNTG4",93,74,5,"rerun-interactive-0.3",1,1,6,14,50,30
"2790","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH2995X8191WJJX3G2A9","01HVT0NBNKGK435Z6F9RRYY51D",38,35,6,"rerun-interactive-0.3",3,3,6,14,50,30
"2791","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH2995X8191WJJX3G2A9","01HVT0PHFRZJNX8VNGKD6K2111",32,87,6,"rerun-interactive-0.3",1,1,6,14,50,30
"2792","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH2995X8191WJJX3G2A9","01HVT0PN44VQ36728VXFZ9Z5HY",47,71,6,"rerun-interactive-0.3",2,0,6,14,0,30
"2793","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH2995X8191WJJX3G2A9","01HVT0PZ0QRSNNEGGB16ZZ2YYJ",6,81,6,"rerun-interactive-0.3",8,2,6,14,20,30
"2794","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15BTQN8WQ5H7ANPXP1P7N","01HVT0SHZNY5ZKR9V9HFT3BK0D",21,79,1,"rerun-interactive-0.3",10,3,6,14,23,30
"2795","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15BTQN8WQ5H7ANPXP1P7N","01HVT0SQX5004RP8K48YEM26R9",51,93,1,"rerun-interactive-0.3",2,0,6,14,0,30
"2796","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15BTQN8WQ5H7ANPXP1P7N","01HVT0SR2MC44YEQ82FEDH604F",31,69,1,"rerun-interactive-0.3",2,1,6,14,33,30
"2797","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15BTQN8WQ5H7ANPXP1P7N","01HVT0VVSJ9S1HSGQ2XEW5EPH1",50,94,1,"rerun-interactive-0.3",0,2,6,14,100,30
"2798","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K9A1C5W576EEYAVPHMKD","01HVT07JVA94KFX34WFBKKBZ1T",74,55,11,"rerun-interactive- 0.7",1,5,14,6,83,70
"2799","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K9A1C5W576EEYAVPHMKD","01HVT08RD2GG0G6QNSC15P2DS7",82,81,11,"rerun-interactive- 0.7",2,2,14,6,50,70
"2800","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K9A1C5W576EEYAVPHMKD","01HVT0D2PQ4E6CFDMR2F5WKWGN",77,92,11,"rerun-interactive- 0.7",2,2,14,6,50,70
"2801","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K9A1C5W576EEYAVPHMKD","01HVT0EBTQQBP71RS6ZS5WQ57K",83,8,11,"rerun-interactive- 0.7",1,5,14,6,83,70
"2802","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGTNQ4MPQZ0N1AKMK1Z1","01HVT0NNZW2B627AZBNQC8JJYD",38,20,6,"rerun-interactive-0.3",6,3,6,14,33,30
"2803","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGTNQ4MPQZ0N1AKMK1Z1","01HVT0PPP5EY2TZPMPY947T9P7",28,84,6,"rerun-interactive-0.3",2,1,6,14,33,30
"2804","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGTNQ4MPQZ0N1AKMK1Z1","01HVT0PS6MD9ZWA8BXS2BX0Y5Y",30,90,6,"rerun-interactive-0.3",5,1,6,14,16,30
"2805","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGTNQ4MPQZ0N1AKMK1Z1","01HVT0QGWE0W4QT11C5G7ZNTG4",94,33,6,"rerun-interactive-0.3",1,1,6,14,50,30
"2806","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VGYQXK2KQVKYP2H08HNQ","01HVT0NBNKGK435Z6F9RRYY51D",35,37,7,"rerun-interactive-0.3",3,3,6,14,50,30
"2807","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VGYQXK2KQVKYP2H08HNQ","01HVT0PHFRZJNX8VNGKD6K2111",26,15,7,"rerun-interactive-0.3",1,1,6,14,50,30
"2808","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VGYQXK2KQVKYP2H08HNQ","01HVT0PN44VQ36728VXFZ9Z5HY",0,100,7,"rerun-interactive-0.3",2,0,6,14,0,30
"2809","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VGYQXK2KQVKYP2H08HNQ","01HVT0PZ0QRSNNEGGB16ZZ2YYJ",13,63,7,"rerun-interactive-0.3",8,2,6,14,20,30
"2810","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT1246EY0KHK8XQZRW7R1SD","01HVT0S3BSYDSQAQ4VPG54FSR7",11,81,3,"rerun-interactive-0.3",4,1,5,9,20,35
"2811","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT1246EY0KHK8XQZRW7R1SD","01HVT0S8ZK5MY9MGSYCX6MC58H",24,76,3,"rerun-interactive-0.3",5,2,5,9,28,35
"2812","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT1246EY0KHK8XQZRW7R1SD","01HVT0SB6FKNCFNHQ2M0KH0CW5",30,70,3,"rerun-interactive-0.3",0,2,5,9,100,35
"2813","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K9DNC4SQ5KPD25VMBPWM","01HVT07JVA94KFX34WFBKKBZ1T",77,64,12,"rerun-interactive- 0.7",1,5,14,6,83,70
"2814","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K9DNC4SQ5KPD25VMBPWM","01HVT08RD2GG0G6QNSC15P2DS7",88,93,12,"rerun-interactive- 0.7",2,2,14,6,50,70
"2815","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K9DNC4SQ5KPD25VMBPWM","01HVT0D2PQ4E6CFDMR2F5WKWGN",75,100,12,"rerun-interactive- 0.7",2,2,14,6,50,70
"2816","01HVSX9ZF7WCY7215C3BBRXYD2","01HVT0K9DNC4SQ5KPD25VMBPWM","01HVT0EBTQQBP71RS6ZS5WQ57K",81,72,12,"rerun-interactive- 0.7",1,5,14,6,83,70
"2817","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15BWPT0M0HGXE05F8DK7S","01HVT0SHZNY5ZKR9V9HFT3BK0D",14,84,2,"rerun-interactive-0.3",10,3,4,14,23,22
"2818","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15BWPT0M0HGXE05F8DK7S","01HVT0SQX5004RP8K48YEM26R9",34,85,2,"rerun-interactive-0.3",2,0,4,14,0,22
"2819","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15BWPT0M0HGXE05F8DK7S","01HVT0SR2MC44YEQ82FEDH604F",63,79,2,"rerun-interactive-0.3",2,1,4,14,33,22
"2820","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH5S4Q0NEV0ZE81PYX7B","01HVT0NBNKGK435Z6F9RRYY51D",28,52,8,"rerun-interactive-0.3",3,3,6,14,50,30
"2821","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH5S4Q0NEV0ZE81PYX7B","01HVT0PHFRZJNX8VNGKD6K2111",21,83,8,"rerun-interactive-0.3",1,1,6,14,50,30
"2822","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH5S4Q0NEV0ZE81PYX7B","01HVT0PN44VQ36728VXFZ9Z5HY",0,84,8,"rerun-interactive-0.3",2,0,6,14,0,30
"2823","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH5S4Q0NEV0ZE81PYX7B","01HVT0PZ0QRSNNEGGB16ZZ2YYJ",6,71,8,"rerun-interactive-0.3",8,2,6,14,20,30
"2824","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGFXQWBMWKWHZXYQ4ZMQ","01HVT0NNZW2B627AZBNQC8JJYD",25,32,7,"rerun-interactive-0.3",6,3,6,14,33,30
"2825","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGFXQWBMWKWHZXYQ4ZMQ","01HVT0PPP5EY2TZPMPY947T9P7",30,69,7,"rerun-interactive-0.3",2,1,6,14,33,30
"2826","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGFXQWBMWKWHZXYQ4ZMQ","01HVT0PS6MD9ZWA8BXS2BX0Y5Y",37,90,7,"rerun-interactive-0.3",5,1,6,14,16,30
"2827","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGFXQWBMWKWHZXYQ4ZMQ","01HVT0QGWE0W4QT11C5G7ZNTG4",98,68,7,"rerun-interactive-0.3",1,1,6,14,50,30
"2828","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZH2M62Q5T64HZYXEJK4","01HVT10P27Z0BY5D209RB9XTV9",68,30,1,"rerun-slider- 0.3",5,2,5,11,28,31
"2829","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZH2M62Q5T64HZYXEJK4","01HVT1147218PTGHYFF5DYTF9G",20,75,1,"rerun-slider- 0.3",5,1,5,11,16,31
"2830","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZH2M62Q5T64HZYXEJK4","01HVT13ZFTGR9WMZG9BA1YP9T1",75,92,1,"rerun-slider- 0.3",1,2,5,11,66,31
"2831","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT124A3B31JQB7XNER2EXWD","01HVT0S3BSYDSQAQ4VPG54FSR7",40,78,4,"rerun-interactive-0.3",4,1,6,14,20,30
"2832","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT124A3B31JQB7XNER2EXWD","01HVT0S8ZK5MY9MGSYCX6MC58H",26,70,4,"rerun-interactive-0.3",5,2,6,14,28,30
"2833","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT124A3B31JQB7XNER2EXWD","01HVT0SB6FKNCFNHQ2M0KH0CW5",26,85,4,"rerun-interactive-0.3",0,2,6,14,100,30
"2834","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT124A3B31JQB7XNER2EXWD","01HVT0VW4ZC8KDXDJ3SVS1632P",26,100,4,"rerun-interactive-0.3",5,1,6,14,16,30
"2835","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZK2J8B8XC1PV24W0XD9","01HVT10JZB1DZ2AKAJ93G373QH",55,60,2,"rerun-slider- 0.3",3,1,6,14,25,30
"2836","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZK2J8B8XC1PV24W0XD9","01HVT10P27Z0BY5D209RB9XTV9",33,41,2,"rerun-slider- 0.3",5,2,6,14,28,30
"2837","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZK2J8B8XC1PV24W0XD9","01HVT1147218PTGHYFF5DYTF9G",12,85,2,"rerun-slider- 0.3",5,1,6,14,16,30
"2838","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZK2J8B8XC1PV24W0XD9","01HVT13ZFTGR9WMZG9BA1YP9T1",84,100,2,"rerun-slider- 0.3",1,2,6,14,66,30
"2839","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH41FKWRRTX0519CEZ7G","01HVT0NBNKGK435Z6F9RRYY51D",41,39,9,"rerun-interactive-0.3",3,3,6,14,50,30
"2840","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH41FKWRRTX0519CEZ7G","01HVT0PHFRZJNX8VNGKD6K2111",32,81,9,"rerun-interactive-0.3",1,1,6,14,50,30
"2841","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH41FKWRRTX0519CEZ7G","01HVT0PN44VQ36728VXFZ9Z5HY",75,47,9,"rerun-interactive-0.3",2,0,6,14,0,30
"2842","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH41FKWRRTX0519CEZ7G","01HVT0PZ0QRSNNEGGB16ZZ2YYJ",6,70,9,"rerun-interactive-0.3",8,2,6,14,20,30
"2843","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15C6FA23GDF6WNCG8DNCP","01HVT0SHZNY5ZKR9V9HFT3BK0D",14,84,3,"rerun-interactive-0.3",10,3,4,14,23,22
"2844","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15C6FA23GDF6WNCG8DNCP","01HVT0SQX5004RP8K48YEM26R9",24,99,3,"rerun-interactive-0.3",2,0,4,14,0,22
"2845","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15C6FA23GDF6WNCG8DNCP","01HVT0SR2MC44YEQ82FEDH604F",19,89,3,"rerun-interactive-0.3",2,1,4,14,33,22
"2846","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGDT9BABM3M7360XW771","01HVT0NNZW2B627AZBNQC8JJYD",28,75,8,"rerun-interactive-0.3",6,3,6,14,33,30
"2847","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGDT9BABM3M7360XW771","01HVT0PPP5EY2TZPMPY947T9P7",26,77,8,"rerun-interactive-0.3",2,1,6,14,33,30
"2848","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGDT9BABM3M7360XW771","01HVT0PS6MD9ZWA8BXS2BX0Y5Y",38,23,8,"rerun-interactive-0.3",5,1,6,14,16,30
"2849","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGDT9BABM3M7360XW771","01HVT0QGWE0W4QT11C5G7ZNTG4",93,70,8,"rerun-interactive-0.3",1,1,6,14,50,30
"2850","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT1908NTGCZ15XWR92SKPN3","01HVT10JZB1DZ2AKAJ93G373QH",28,97,3,"rerun-slider- 0.3",3,1,6,14,25,30
"2851","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT1908NTGCZ15XWR92SKPN3","01HVT10P27Z0BY5D209RB9XTV9",22,55,3,"rerun-slider- 0.3",5,2,6,14,28,30
"2852","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT1908NTGCZ15XWR92SKPN3","01HVT1147218PTGHYFF5DYTF9G",13,90,3,"rerun-slider- 0.3",5,1,6,14,16,30
"2853","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT1908NTGCZ15XWR92SKPN3","01HVT13ZFTGR9WMZG9BA1YP9T1",82,88,3,"rerun-slider- 0.3",1,2,6,14,66,30
"2854","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT124BW4G4Q9X4C4FRXB1T4","01HVT0S3BSYDSQAQ4VPG54FSR7",12,84,5,"rerun-interactive-0.3",4,1,6,14,20,30
"2855","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT124BW4G4Q9X4C4FRXB1T4","01HVT0S8ZK5MY9MGSYCX6MC58H",44,77,5,"rerun-interactive-0.3",5,2,6,14,28,30
"2856","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT124BW4G4Q9X4C4FRXB1T4","01HVT0SB6FKNCFNHQ2M0KH0CW5",24,74,5,"rerun-interactive-0.3",0,2,6,14,100,30
"2857","01HVT0AD6YG52EMGM4F1DA6RNB","01HVT124BW4G4Q9X4C4FRXB1T4","01HVT0VW4ZC8KDXDJ3SVS1632P",26,100,5,"rerun-interactive-0.3",5,1,6,14,16,30
"2858","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZN4XM87V4KJ99YR9R4C","01HVT10JZB1DZ2AKAJ93G373QH",30,97,4,"rerun-slider- 0.3",3,1,6,14,25,30
"2859","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZN4XM87V4KJ99YR9R4C","01HVT10P27Z0BY5D209RB9XTV9",25,43,4,"rerun-slider- 0.3",5,2,6,14,28,30
"2860","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZN4XM87V4KJ99YR9R4C","01HVT1147218PTGHYFF5DYTF9G",17,89,4,"rerun-slider- 0.3",5,1,6,14,16,30
"2861","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZN4XM87V4KJ99YR9R4C","01HVT13ZFTGR9WMZG9BA1YP9T1",88,88,4,"rerun-slider- 0.3",1,2,6,14,66,30
"2862","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZSFH6NST6X0FBXSAVV5","01HVT10JZB1DZ2AKAJ93G373QH",29,98,5,"rerun-slider- 0.3",3,1,6,14,25,30
"2863","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZSFH6NST6X0FBXSAVV5","01HVT10P27Z0BY5D209RB9XTV9",31,48,5,"rerun-slider- 0.3",5,2,6,14,28,30
"2864","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZSFH6NST6X0FBXSAVV5","01HVT1147218PTGHYFF5DYTF9G",15,75,5,"rerun-slider- 0.3",5,1,6,14,16,30
"2865","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZSFH6NST6X0FBXSAVV5","01HVT13ZFTGR9WMZG9BA1YP9T1",80,81,5,"rerun-slider- 0.3",1,2,6,14,66,30
"2866","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH7HMJ7H8RB3ESG5P35H","01HVT0NBNKGK435Z6F9RRYY51D",34,57,10,"rerun-interactive-0.3",3,3,6,14,50,30
"2867","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH7HMJ7H8RB3ESG5P35H","01HVT0PHFRZJNX8VNGKD6K2111",32,83,10,"rerun-interactive-0.3",1,1,6,14,50,30
"2868","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH7HMJ7H8RB3ESG5P35H","01HVT0PN44VQ36728VXFZ9Z5HY",12,95,10,"rerun-interactive-0.3",2,0,6,14,0,30
"2869","01HVT00BJEFNWQWVZPP79XJCVZ","01HVT0VH7HMJ7H8RB3ESG5P35H","01HVT0PZ0QRSNNEGGB16ZZ2YYJ",6,89,10,"rerun-interactive-0.3",8,2,6,14,20,30
"2870","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGBX4VGWQG96K5QMPZVN","01HVT0NNZW2B627AZBNQC8JJYD",22,31,9,"rerun-interactive-0.3",6,3,6,14,33,30
"2871","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGBX4VGWQG96K5QMPZVN","01HVT0PPP5EY2TZPMPY947T9P7",21,90,9,"rerun-interactive-0.3",2,1,6,14,33,30
"2872","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGBX4VGWQG96K5QMPZVN","01HVT0PS6MD9ZWA8BXS2BX0Y5Y",14,91,9,"rerun-interactive-0.3",5,1,6,14,16,30
"2873","01HVT00BH3ERA1WT75GZ649YJC","01HVT0XGBX4VGWQG96K5QMPZVN","01HVT0QGWE0W4QT11C5G7ZNTG4",94,85,9,"rerun-interactive-0.3",1,1,6,14,50,30
"2874","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15BYPQAJDQ3K3R4RPRAZE","01HVT0SHZNY5ZKR9V9HFT3BK0D",15,81,4,"rerun-interactive-0.3",10,3,6,14,23,30
"2875","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15BYPQAJDQ3K3R4RPRAZE","01HVT0SQX5004RP8K48YEM26R9",49,86,4,"rerun-interactive-0.3",2,0,6,14,0,30
"2876","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15BYPQAJDQ3K3R4RPRAZE","01HVT0SR2MC44YEQ82FEDH604F",23,71,4,"rerun-interactive-0.3",2,1,6,14,33,30
"2877","01HVT0AD3RTNEZMMGFXQJEEVCY","01HVT15BYPQAJDQ3K3R4RPRAZE","01HVT0VVSJ9S1HSGQ2XEW5EPH1",50,91,4,"rerun-interactive-0.3",0,2,6,14,100,30
"2878","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZQ6BBF6YZW5VCMQGP4Q","01HVT10JZB1DZ2AKAJ93G373QH",26,99,6,"rerun-slider- 0.3",3,1,6,14,25,30
"2879","01HVSZ0EQPFRF7PA0NZJ1J17ZJ","01HVT18ZQ6BBF6YZW5VCMQGP4Q","01HVT10P27Z0BY5D209RB9XTV9",22,74,6,"rerun-slider- 0.3",5,2,6,14,28,30
