gameID,treatmentName,text,time,round,recipient,sender.id,sender.name
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,2s/0r; first partner 8s/0r; second partner 2s/1r,1705620763693,3,01HMFEE8KEX5A79WN59YX71QCK,01HMFEE3VEDWE4FS5J47TQR8GB,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,One rabbit one squirrel,1705620807750,4,01HMFEE8KEX5A79WN59YX71QCK,01HMFEDG8DJHPDDYK6D1RH3HRJ,player 2
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,8 squirrels,1705620813682,4,01HMFEE3VEDWE4FS5J47TQR8GB,01HMFE5J62245HR9TE6YM8RW93,player 1
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,I will always put the minimum,1705620815901,4,01HMFEDG8DJHPDDYK6D1RH3HRJ,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,"2s/0r; partner 1 8s/0r; partner 2 2s/1r, 3 1s/1r",1705620824097,4,01HMFE5J62245HR9TE6YM8RW93,01HMFEE3VEDWE4FS5J47TQR8GB,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,One rabbit one squirrel,1705620869536,5,01HMFE5J62245HR9TE6YM8RW93,01HMFEDG8DJHPDDYK6D1RH3HRJ,player 2
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,I will always put the minimum,1705620871115,5,01HMFEE3VEDWE4FS5J47TQR8GB,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,8 squirrels,1705620875246,5,01HMFEE8KEX5A79WN59YX71QCK,01HMFE5J62245HR9TE6YM8RW93,player 1
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,"2s/0r, most people see mostly squirrels",1705620879661,5,01HMFEDG8DJHPDDYK6D1RH3HRJ,01HMFEE3VEDWE4FS5J47TQR8GB,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,I will always put the minimum,1705620916121,6,01HMFE5J62245HR9TE6YM8RW93,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,One rabbit one squirrel,1705620917898,6,01HMFEE3VEDWE4FS5J47TQR8GB,01HMFEDG8DJHPDDYK6D1RH3HRJ,player 2
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,8 squirrels,1705620922799,6,01HMFEDG8DJHPDDYK6D1RH3HRJ,01HMFE5J62245HR9TE6YM8RW93,player 1
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,"2s/0r, any word from anyone about what percentage to choose?",1705620929550,6,01HMFEE8KEX5A79WN59YX71QCK,01HMFEE3VEDWE4FS5J47TQR8GB,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,I will always put the minimum,1705620962729,7,01HMFEDG8DJHPDDYK6D1RH3HRJ,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,One rabbit one squirrel,1705620968398,7,01HMFEE8KEX5A79WN59YX71QCK,01HMFEDG8DJHPDDYK6D1RH3HRJ,player 2
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,2squirrels,1705620975990,7,01HMFE5J62245HR9TE6YM8RW93,01HMFEE3VEDWE4FS5J47TQR8GB,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,8 squirrels,1705620976430,7,01HMFEE3VEDWE4FS5J47TQR8GB,01HMFE5J62245HR9TE6YM8RW93,player 1
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,1rabbit 2 squirrels,1705620987318,7,01HMFEDG8DJHPDDYK6D1RH3HRJ,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,1rabbit 2 squirrels,1705621007345,8,01HMFEE3VEDWE4FS5J47TQR8GB,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,One rabbit one squirrel,1705621011197,8,01HMFE5J62245HR9TE6YM8RW93,01HMFEDG8DJHPDDYK6D1RH3HRJ,player 2
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,8 squirrels,1705621018708,8,01HMFEE8KEX5A79WN59YX71QCK,01HMFE5J62245HR9TE6YM8RW93,player 1
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,2 squirrels but others see a rabbit or lots of squirrels,1705621021167,8,01HMFEDG8DJHPDDYK6D1RH3HRJ,01HMFEE3VEDWE4FS5J47TQR8GB,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,One rabbit one squirrel,1705621062740,9,01HMFEE3VEDWE4FS5J47TQR8GB,01HMFEDG8DJHPDDYK6D1RH3HRJ,player 2
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,8 squirrels,1705621066933,9,01HMFEDG8DJHPDDYK6D1RH3HRJ,01HMFE5J62245HR9TE6YM8RW93,player 1
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,2 squirrels but there is definitely at least 1 rabbit,1705621076589,9,01HMFEE8KEX5A79WN59YX71QCK,01HMFEE3VEDWE4FS5J47TQR8GB,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,1rabbit 2 squirrels,1705621079716,9,01HMFE5J62245HR9TE6YM8RW93,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,2 squirrels 6 rabbits,1705620072571,1,01HMFDVMVYJ6C1RMWBASYJ9JE0,01HMFDV16ZS1EQJHKTR8KTRAPS,player 1
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,i see three squirrels and five rabbits,1705620074351,1,01HMFDVNFVQ48CZHZ15AW4KR5X,01HMFDVC9F1T1XV3PATPRAJEZK,player 2
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,3 squirrels and 3 bunnies,1705620082685,1,01HMFDVC9F1T1XV3PATPRAJEZK,01HMFDVNFVQ48CZHZ15AW4KR5X,player 4
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,3 squirrels and 3 rabbits,1705620126821,2,01HMFDVMVYJ6C1RMWBASYJ9JE0,01HMFDVNFVQ48CZHZ15AW4KR5X,player 4
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,2 squirrels 6 rabbits,1705620128249,2,01HMFDVNFVQ48CZHZ15AW4KR5X,01HMFDV16ZS1EQJHKTR8KTRAPS,player 1
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,I see three squirrels and five rabbits,1705620133838,2,01HMFDV16ZS1EQJHKTR8KTRAPS,01HMFDVC9F1T1XV3PATPRAJEZK,player 2
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,2 squirrels 6 rabbits,1705620190009,3,01HMFDVC9F1T1XV3PATPRAJEZK,01HMFDV16ZS1EQJHKTR8KTRAPS,player 1
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,3 squirrels and 3 rabbits,1705620191111,3,01HMFDV16ZS1EQJHKTR8KTRAPS,01HMFDVNFVQ48CZHZ15AW4KR5X,player 4
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,I see five rabbits and three squirrels,1705620191928,3,01HMFDVMVYJ6C1RMWBASYJ9JE0,01HMFDVC9F1T1XV3PATPRAJEZK,player 2
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,3 squirrels and 3 rabbits,1705620245092,4,01HMFDVC9F1T1XV3PATPRAJEZK,01HMFDVNFVQ48CZHZ15AW4KR5X,player 4
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,I see five rabbits and three squirrels,1705620255666,4,01HMFDVNFVQ48CZHZ15AW4KR5X,01HMFDVC9F1T1XV3PATPRAJEZK,player 2
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,I see five rabbits and three squirrels,1705620306706,5,01HMFDV16ZS1EQJHKTR8KTRAPS,01HMFDVC9F1T1XV3PATPRAJEZK,player 2
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,3 squirrels and 3 rabbits,1705620307426,5,01HMFDVMVYJ6C1RMWBASYJ9JE0,01HMFDVNFVQ48CZHZ15AW4KR5X,player 4
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,7 squirrels 11 rabbits total,1705620315147,5,01HMFDVNFVQ48CZHZ15AW4KR5X,01HMFDV16ZS1EQJHKTR8KTRAPS,player 1
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,3 squirrels and 3 rabbits,1705620354552,6,01HMFDV16ZS1EQJHKTR8KTRAPS,01HMFDVNFVQ48CZHZ15AW4KR5X,player 4
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,I see five rabbits and three squirrels,1705620367986,6,01HMFDVMVYJ6C1RMWBASYJ9JE0,01HMFDVC9F1T1XV3PATPRAJEZK,player 2
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,3 squirrels and 3 rabbits,1705620411372,7,01HMFDVC9F1T1XV3PATPRAJEZK,01HMFDVNFVQ48CZHZ15AW4KR5X,player 4
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,I see five rabbits and three squirrels,1705620418655,7,01HMFDVNFVQ48CZHZ15AW4KR5X,01HMFDVC9F1T1XV3PATPRAJEZK,player 2
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,13 squirrels 19 rabbits total,1705620425730,7,01HMFDVMVYJ6C1RMWBASYJ9JE0,01HMFDV16ZS1EQJHKTR8KTRAPS,player 1
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,3 squirrels and 3 rabbits,1705620463624,8,01HMFDVMVYJ6C1RMWBASYJ9JE0,01HMFDVNFVQ48CZHZ15AW4KR5X,player 4
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,14 squirrels 21 rabbits total,1705620480967,8,01HMFDVNFVQ48CZHZ15AW4KR5X,01HMFDV16ZS1EQJHKTR8KTRAPS,player 1
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,I see five rabbits and three squirrels,1705620486089,8,01HMFDV16ZS1EQJHKTR8KTRAPS,01HMFDVC9F1T1XV3PATPRAJEZK,player 2
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,3 squirrels and 3 rabbits,1705620516041,9,01HMFDV16ZS1EQJHKTR8KTRAPS,01HMFDVNFVQ48CZHZ15AW4KR5X,player 4
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,I see five rabbits and three squirrels,1705620529331,9,01HMFDVMVYJ6C1RMWBASYJ9JE0,01HMFDVC9F1T1XV3PATPRAJEZK,player 2
01HMFD73AHKVRGWCJT555465A6,experiment1-0.7,17 squirrels 26 rabbits total,1705620534608,9,01HMFDVC9F1T1XV3PATPRAJEZK,01HMFDV16ZS1EQJHKTR8KTRAPS,player 1
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I don't see any animals,1705620724937,1,01HMFEF3DRQ6YVMRCCXEGCTX23,01HMFEE3AYQN8MXPF0V6TK5T18,player 2
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,4 squirrels and 3 rabbits,1705620732861,1,01HMFEE3AYQN8MXPF0V6TK5T18,01HMFEF3DRQ6YVMRCCXEGCTX23,player 4
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I don't see any animals out my window. Do you see any?,1705620995265,1,01HMFEEFHW3XM8Z64QVBTPV8P8,01HMFEDWHM6Q23NN7XB8B65GTS,player 1
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,Hello What kind of animals do you have,1705620731569,1,01HMFEDWHM6Q23NN7XB8B65GTS,01HMFEEFHW3XM8Z64QVBTPV8P8,player 3
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,"4 rabbits, 3 squirrels",1705620775379,2,01HMFEEFHW3XM8Z64QVBTPV8P8,01HMFEF3DRQ6YVMRCCXEGCTX23,player 4
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,There are no animals out my window,1705620774162,2,01HMFEDWHM6Q23NN7XB8B65GTS,01HMFEE3AYQN8MXPF0V6TK5T18,player 2
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I see 2 rabbits and 6 squirrels,1705620769136,2,01HMFEE3AYQN8MXPF0V6TK5T18,01HMFEEFHW3XM8Z64QVBTPV8P8,player 3
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I don't see any animals out my window. What do you see?,1705621034888,2,01HMFEF3DRQ6YVMRCCXEGCTX23,01HMFEDWHM6Q23NN7XB8B65GTS,player 1
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I don't see any animals out my window. What do you see?,1705621078421,3,01HMFEE3AYQN8MXPF0V6TK5T18,01HMFEDWHM6Q23NN7XB8B65GTS,player 1
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I have zero animals,1705620822675,3,01HMFEEFHW3XM8Z64QVBTPV8P8,01HMFEE3AYQN8MXPF0V6TK5T18,player 2
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,"4 rabbits, 3 squirrels",1705620827280,3,01HMFEDWHM6Q23NN7XB8B65GTS,01HMFEF3DRQ6YVMRCCXEGCTX23,player 4
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I don't see any animals out my window.,1705621140802,4,01HMFEEFHW3XM8Z64QVBTPV8P8,01HMFEDWHM6Q23NN7XB8B65GTS,player 1
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,Still no animals,1705620882008,4,01HMFEF3DRQ6YVMRCCXEGCTX23,01HMFEE3AYQN8MXPF0V6TK5T18,player 2
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,do you think there is more squirrels or rabbits,1705620882470,4,01HMFEDWHM6Q23NN7XB8B65GTS,01HMFEEFHW3XM8Z64QVBTPV8P8,player 3
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,"4 rabbits, 3 squirrels",1705620893137,4,01HMFEE3AYQN8MXPF0V6TK5T18,01HMFEF3DRQ6YVMRCCXEGCTX23,player 4
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,"4 rabbits, 3 squirrels",1705620924827,5,01HMFEEFHW3XM8Z64QVBTPV8P8,01HMFEF3DRQ6YVMRCCXEGCTX23,player 4
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,zero animals,1705620925710,5,01HMFEDWHM6Q23NN7XB8B65GTS,01HMFEE3AYQN8MXPF0V6TK5T18,player 2
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I don't see any animals out my window.,1705621185412,5,01HMFEF3DRQ6YVMRCCXEGCTX23,01HMFEDWHM6Q23NN7XB8B65GTS,player 1
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,we have to have the same answer to get bonus. What percentage do you think is rabbit in the neighborhood,1705620937146,5,01HMFEE3AYQN8MXPF0V6TK5T18,01HMFEEFHW3XM8Z64QVBTPV8P8,player 3
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,zero animals out my window,1705620973537,6,01HMFEEFHW3XM8Z64QVBTPV8P8,01HMFEE3AYQN8MXPF0V6TK5T18,player 2
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,"4 rabbits, 3 squirrels",1705620975672,6,01HMFEDWHM6Q23NN7XB8B65GTS,01HMFEF3DRQ6YVMRCCXEGCTX23,player 4
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I don't see any animals out my window. Someone else reported 4 rabbits and 3 squirrels so I've been puttin 57%,1705621244130,6,01HMFEE3AYQN8MXPF0V6TK5T18,01HMFEDWHM6Q23NN7XB8B65GTS,player 1
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,"4 rabbits, 3 squirrels",1705621012751,7,01HMFEE3AYQN8MXPF0V6TK5T18,01HMFEF3DRQ6YVMRCCXEGCTX23,player 4
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,putting 57,1705621013086,7,01HMFEF3DRQ6YVMRCCXEGCTX23,01HMFEE3AYQN8MXPF0V6TK5T18,player 2
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I think its about 50/50 according who has animals,1705621016648,7,01HMFEDWHM6Q23NN7XB8B65GTS,01HMFEEFHW3XM8Z64QVBTPV8P8,player 3
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I don't see any animals out my window. Someone else reported 4 rabbits and 3 squirrels so I've been entering 57% rabbits,1705621282454,7,01HMFEEFHW3XM8Z64QVBTPV8P8,01HMFEDWHM6Q23NN7XB8B65GTS,player 1
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,"4 rabbits, 3 squirrels",1705621056732,8,01HMFEEFHW3XM8Z64QVBTPV8P8,01HMFEF3DRQ6YVMRCCXEGCTX23,player 4
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,staying with 5,1705621057932,8,01HMFEDWHM6Q23NN7XB8B65GTS,01HMFEE3AYQN8MXPF0V6TK5T18,player 2
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I have 2 rabbits and 6 squirrels,1705621053770,8,01HMFEE3AYQN8MXPF0V6TK5T18,01HMFEEFHW3XM8Z64QVBTPV8P8,player 3
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,57,1705621062455,8,01HMFEDWHM6Q23NN7XB8B65GTS,01HMFEE3AYQN8MXPF0V6TK5T18,player 2
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I don't see any animals out my window. Someone else reported 4 rabbits and 3 squirrels so I've been entering 57% rabbits,1705621326874,8,01HMFEF3DRQ6YVMRCCXEGCTX23,01HMFEDWHM6Q23NN7XB8B65GTS,player 1
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,"4 rabbits, 3 squirrels",1705621099629,9,01HMFEDWHM6Q23NN7XB8B65GTS,01HMFEF3DRQ6YVMRCCXEGCTX23,player 4
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,57%,1705621098096,9,01HMFEEFHW3XM8Z64QVBTPV8P8,01HMFEE3AYQN8MXPF0V6TK5T18,player 2
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,I don't see any animals out my window. Someone else reported 4 rabbits and 3 squirrels so we've been entering 57% rabbits,1705621361784,9,01HMFEE3AYQN8MXPF0V6TK5T18,01HMFEDWHM6Q23NN7XB8B65GTS,player 1
01HMFD73Z56CY2716AEC4SB2D5,experiment1-0.3,If everyone enters 57 we should get bonus,1705621381678,9,01HMFEE3AYQN8MXPF0V6TK5T18,01HMFEDWHM6Q23NN7XB8B65GTS,player 1
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,3 rabbits,1705620089249,1,01HMFDX4SRB1D82A9YK7VBAJ5Z,01HMFDV4X4QBKKVVE4YHB6QFK7,player 2
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,I see 2 squirrels and 1 rabbit,1705620088577,1,01HMFDWJ7ZCHEVAAK8F55Q7GSJ,01HMFDTWQ3JFZ121SRMS076E1C,player 1
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,100% Rabbits,1705620096385,1,01HMFDV4X4QBKKVVE4YHB6QFK7,01HMFDX4SRB1D82A9YK7VBAJ5Z,player 4
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,What do yo usee?,1705620104239,1,01HMFDWJ7ZCHEVAAK8F55Q7GSJ,01HMFDTWQ3JFZ121SRMS076E1C,player 1
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,3 rabbits @ 100%,1705620132631,2,01HMFDTWQ3JFZ121SRMS076E1C,01HMFDV4X4QBKKVVE4YHB6QFK7,player 2
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,100% rabbits,1705620134870,2,01HMFDWJ7ZCHEVAAK8F55Q7GSJ,01HMFDX4SRB1D82A9YK7VBAJ5Z,player 4
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,"I see 1 rabbit, 2 squirrels",1705620138125,2,01HMFDX4SRB1D82A9YK7VBAJ5Z,01HMFDTWQ3JFZ121SRMS076E1C,player 1
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,1 rabbit out of 3 animals.,1705620166566,3,01HMFDV4X4QBKKVVE4YHB6QFK7,01HMFDTWQ3JFZ121SRMS076E1C,player 1
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,I see 3 rabbits only = 100%,1705620177526,3,01HMFDWJ7ZCHEVAAK8F55Q7GSJ,01HMFDV4X4QBKKVVE4YHB6QFK7,player 2
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,100% all rabbits,1705620178781,3,01HMFDTWQ3JFZ121SRMS076E1C,01HMFDX4SRB1D82A9YK7VBAJ5Z,player 4
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,The other 2 animals are squirrels.,1705620184030,3,01HMFDV4X4QBKKVVE4YHB6QFK7,01HMFDTWQ3JFZ121SRMS076E1C,player 1
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,100% rabbits = 3,1705620214999,4,01HMFDX4SRB1D82A9YK7VBAJ5Z,01HMFDV4X4QBKKVVE4YHB6QFK7,player 2
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,33% are rabbits,1705620214765,4,01HMFDWJ7ZCHEVAAK8F55Q7GSJ,01HMFDTWQ3JFZ121SRMS076E1C,player 1
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,All rabbits,1705620217736,4,01HMFDV4X4QBKKVVE4YHB6QFK7,01HMFDX4SRB1D82A9YK7VBAJ5Z,player 4
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,"Still 1 rabbit, 2 squirrels.",1705620254491,5,01HMFDX4SRB1D82A9YK7VBAJ5Z,01HMFDTWQ3JFZ121SRMS076E1C,player 1
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,"all rabbits, 2 of them",1705620259557,5,01HMFDWJ7ZCHEVAAK8F55Q7GSJ,01HMFDX4SRB1D82A9YK7VBAJ5Z,player 4
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,100% rabbits = 3 total only,1705620271475,5,01HMFDTWQ3JFZ121SRMS076E1C,01HMFDV4X4QBKKVVE4YHB6QFK7,player 2
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,I only 3 rabbits = 100%,1705620291693,6,01HMFDWJ7ZCHEVAAK8F55Q7GSJ,01HMFDV4X4QBKKVVE4YHB6QFK7,player 2
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,I can see only rabbits,1705620296240,6,01HMFDTWQ3JFZ121SRMS076E1C,01HMFDX4SRB1D82A9YK7VBAJ5Z,player 4
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,"Order as follows: Squirrel, Rabbit, Squirrel 
Seems to be the same order every time.",1705620302947,6,01HMFDV4X4QBKKVVE4YHB6QFK7,01HMFDTWQ3JFZ121SRMS076E1C,player 1
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,"3 rabbits total, only = 100%",1705620333498,7,01HMFDX4SRB1D82A9YK7VBAJ5Z,01HMFDV4X4QBKKVVE4YHB6QFK7,player 2
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,"1 rabbit, 2 squirrels still present.",1705620331893,7,01HMFDWJ7ZCHEVAAK8F55Q7GSJ,01HMFDTWQ3JFZ121SRMS076E1C,player 1
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,2 rabbits that's all,1705620335430,7,01HMFDV4X4QBKKVVE4YHB6QFK7,01HMFDX4SRB1D82A9YK7VBAJ5Z,player 4
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,100% rabbits = 3,1705620375807,8,01HMFDTWQ3JFZ121SRMS076E1C,01HMFDV4X4QBKKVVE4YHB6QFK7,player 2
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,2 rabbits only,1705620380789,8,01HMFDWJ7ZCHEVAAK8F55Q7GSJ,01HMFDX4SRB1D82A9YK7VBAJ5Z,player 4
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,"Still 1 rabbit, 2 squirrels through my window, making 33% of the critter population.",1705620387805,8,01HMFDX4SRB1D82A9YK7VBAJ5Z,01HMFDTWQ3JFZ121SRMS076E1C,player 1
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,100% rabbits = 3,1705620423216,9,01HMFDWJ7ZCHEVAAK8F55Q7GSJ,01HMFDV4X4QBKKVVE4YHB6QFK7,player 2
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,I can see 100% rabbits,1705620427515,9,01HMFDTWQ3JFZ121SRMS076E1C,01HMFDX4SRB1D82A9YK7VBAJ5Z,player 4
01HMFD74HGSH5K3VR680F097TF,experiment1-0.7,Ratio is 1 rabbit to 2 squirrels for me,1705620434093,9,01HMFDV4X4QBKKVVE4YHB6QFK7,01HMFDTWQ3JFZ121SRMS076E1C,player 1
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,5 rabbits and 2 squirals,1705620170684,1,01HMFDVT63JW5B1TZFR8WCYV6M,01HMFDV4YPRRVDWEAEMB182E44,player 1
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,I can see 1 squirrel and 1 rabbit,1705620174214,1,01HMFDV4YPRRVDWEAEMB182E44,01HMFDVT63JW5B1TZFR8WCYV6M,player 3
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,5 rabbits and 1 squirrel,1705620174905,1,01HMFDVNXYXXNQGERQFMRF1HWC,01HMFDW168X5E183MJMRQK6S6C,player 4
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,there are 4 rabbits,1705620179195,1,01HMFDW168X5E183MJMRQK6S6C,01HMFDVNXYXXNQGERQFMRF1HWC,player 2
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,5 rabbits 2 squirrals,1705620225122,2,01HMFDW168X5E183MJMRQK6S6C,01HMFDV4YPRRVDWEAEMB182E44,player 1
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,I see 1 squirrel and 1 rabbit,1705620228453,2,01HMFDVNXYXXNQGERQFMRF1HWC,01HMFDVT63JW5B1TZFR8WCYV6M,player 3
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,i see 4 rabbits,1705620231026,2,01HMFDV4YPRRVDWEAEMB182E44,01HMFDVNXYXXNQGERQFMRF1HWC,player 2
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,5 rabbits and 1 squirrel,1705620234598,2,01HMFDVT63JW5B1TZFR8WCYV6M,01HMFDW168X5E183MJMRQK6S6C,player 4
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,5 rabbits,1705620273919,3,01HMFDVNXYXXNQGERQFMRF1HWC,01HMFDV4YPRRVDWEAEMB182E44,player 1
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,i see 4 rabbits,1705620276405,3,01HMFDVT63JW5B1TZFR8WCYV6M,01HMFDVNXYXXNQGERQFMRF1HWC,player 2
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,1 squirrel and 1 rabbit,1705620279438,3,01HMFDW168X5E183MJMRQK6S6C,01HMFDVT63JW5B1TZFR8WCYV6M,player 3
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,5 rabbits and 1 squirrel,1705620283764,3,01HMFDV4YPRRVDWEAEMB182E44,01HMFDW168X5E183MJMRQK6S6C,player 4
01HMFDQPXBVXSBMV3SA29YT50D,experiment1-0.7,5 rabbits and 1 squirrel,1705620318054,4,01HMFDVNXYXXNQGERQFMRF1HWC,01HMFDW168X5E183MJMRQK6S6C,player 4
