id,introDone,introDoneLastChangedAt,recipient,recipientLastChangedAt,exitSurvey,exitSurveyLastChangedAt,intro,introLastChangedAt,urlParams,urlParamsLastChangedAt,gameID,gameIDLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,emojiArray,emojiArrayLastChangedAt,exitStep,exitStepLastChangedAt,name,nameLastChangedAt,ended,endedLastChangedAt,treatmentName,treatmentNameLastChangedAt,treatment,treatmentLastChangedAt
01HVSFVZBW7Z0AV5EZ6V9PWART,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:23.024155636Z,01HVSFMQJ2RVXKDHA6ABV3VFN9,2024-04-18T20:55:15.580385698Z,60f329e791509f40c74a87ad,2024-04-18T20:55:15.580385698Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:23.024155636Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:23.024155636Z
01HVSFW74AKQB8PCR5ZJZDKJGD,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:25.464446017Z,01HVSFMRD2PWD0G86F5N7CM97W,2024-04-18T20:55:23.530242427Z,660f071d19d8bbd3504c084f,2024-04-18T20:55:23.530242427Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:25.464446017Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:25.464446017Z
01HVSFWBMQ0CBKK8CGXCDWPH0B,true,2024-04-18T20:58:19.943360314Z,01HVSFZJNRY6DRGYDZKJS0Q7R9,2024-04-18T21:17:24.354925957Z,"{""age"":""27"",""gender"":""Male"",""strength"":""I can't. I never got to play in the main section."",""fair"":""I do."",""feedback"":""I was unable to play the mean section. The survey went from waiting for other player straight to the Exit Survey page."",""education"":""other"",""teammates"":""In the practice part yes. I never got to play in the main section."",""notes"":""No"",""politics"":""Centre-Left"",""geo"":""British"",""ethnicity"":""White""}",2024-04-18T21:03:35.766161628Z,4,2024-04-18T20:58:06.338202022Z,{},2024-04-18T20:55:33.417462066Z,01HVSF0D8Y9Y25K7RHBGNPG321,2024-04-18T20:59:14.345023653Z,01HVSFMWSGC7HDSXNGR1Q58QS2,2024-04-18T20:55:28.151519662Z,5c1d234d89f035000172aeb7,2024-04-18T20:55:28.151519662Z,"[""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐇""]",2024-04-18T21:01:06.726660247Z,1,2024-04-18T21:03:36.07664503Z,player 1,2024-04-18T21:01:06.726660247Z,game ended,2024-04-18T21:18:28.841440594Z,rerun-interactive-0.3,2024-04-18T20:59:14.345023653Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:14.345023653Z
01HVSFWGFKW8A35AS9XMQNVKTH,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:27.702740462Z,01HVSFMWSHATCWAW5723VFC979,2024-04-18T20:55:33.107576034Z,5cddd90cab57db0001af8fec,2024-04-18T20:55:33.107576034Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:27.702740462Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:27.702740462Z
01HVSFWSKGM8W35B897EQERBQE,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:30.659973833Z,01HVSFMXTQBFXY0ERV8EBMZ45Y,2024-04-18T20:55:42.449027209Z,60ebaa55340060ab518419d0,2024-04-18T20:55:42.449027209Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:30.659973833Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:30.659973833Z
01HVSFX0XDAXJX2HT3BA6Y0WWM,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:34.03494926Z,01HVSFMXTQBFXY0ERV8M1P8R5Y,2024-04-18T20:55:49.933256436Z,64491afdfd7c9850dbe34166,2024-04-18T20:55:49.933256436Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:34.03494926Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:34.03494926Z
01HVSFX6E0W4ZZEZ7K2483173D,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:36.325835999Z,01HVSFN2EK0SGGQR09S5MVYXV4,2024-04-18T20:55:55.584304648Z,602b4e7594c5ae2908aa7f60,2024-04-18T20:55:55.584304648Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:36.325835999Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:36.325835999Z
01HVSFXG6VJZM07S0HWK5BWHBR,,,01HVSG3NRFSZAMG62HC2N2JR4G,2024-04-18T21:17:24.354925957Z,,,,,,,01HVSF0D8Y9Y25K7RHBGNPG321,2024-04-18T20:59:26.003401715Z,01HVSFN3GJ221FQ4NB0H4WCB34,2024-04-18T20:56:05.595324955Z,5a62207c13898300014b1fbb,2024-04-18T20:56:05.595324955Z,"[""                                   "",""🐇"",""🐿️""]",2024-04-18T21:01:06.726660247Z,,,player 2,2024-04-18T21:01:06.726660247Z,game ended,2024-04-18T21:18:28.841440594Z,rerun-interactive-0.3,2024-04-18T20:59:26.003401715Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:26.003401715Z
01HVSFY3ZJ2EQMBG99SKX7YFGX,,,01HVSFWBMQ0CBKK8CGXCDWPH0B,2024-04-18T21:17:24.354925957Z,"{""age"":""47"",""gender"":""female"",""strength"":""I didn't get a chance to"",""fair"":""I really couldn't tell"",""feedback"":""very glitchy"",""education"":""high-school"",""teammates"":""I'm not sure"",""notes"":""no"",""politics"":""democrat"",""geo"":""america"",""ethnicity"":""white""}",2024-04-18T21:02:15.876138943Z,3,2024-04-18T21:00:13.277464618Z,{},2024-04-18T20:56:34.213496791Z,01HVSF0D8Y9Y25K7RHBGNPG321,2024-04-18T20:59:26.003401715Z,01HVSFN382CC1TPZV9GJ2206C4,2024-04-18T20:56:25.842411761Z,65982ae039ea2275c3077ed7,2024-04-18T20:56:25.842411761Z,"[""                                   "",""🐇"",""🐿️""]",2024-04-18T21:01:06.726660247Z,1,2024-04-18T21:02:15.988004073Z,player 3,2024-04-18T21:01:06.726660247Z,game ended,2024-04-18T21:18:28.841440594Z,rerun-interactive-0.3,2024-04-18T20:59:26.003401715Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:26.003401715Z
01HVSFYKQBJ24MVKR5GAZSHXJT,,,01HVSFXG6VJZM07S0HWK5BWHBR,2024-04-18T21:17:24.354925957Z,,,,,,,01HVSF0D8Y9Y25K7RHBGNPG321,2024-04-18T20:59:27.77658961Z,01HVSFNA265JEBPDCJCE5NAMDR,2024-04-18T20:56:41.963087933Z,6620eba879d83390f834aae6,2024-04-18T20:56:41.963087933Z,"[""🐇"",""🐇"",""                                   ""]",2024-04-18T21:01:06.726660247Z,,,player 4,2024-04-18T21:01:06.726660247Z,game ended,2024-04-18T21:18:28.841440594Z,rerun-interactive-0.3,2024-04-18T20:59:27.77658961Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:27.77658961Z
01HVSFYWD200RHW34YSSFMCSG4,,,01HVSFY3ZJ2EQMBG99SKX7YFGX,2024-04-18T21:17:24.354925957Z,"{""age"":"""",""gender"":"""",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":"""",""teammates"":"""",""notes"":"""",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-18T21:04:58.242520049Z,3,2024-04-18T21:00:32.786943076Z,{},2024-04-18T20:57:01.703098519Z,01HVSF0D8Y9Y25K7RHBGNPG321,2024-04-18T20:59:28.965042837Z,01HVSFNDCYGDJFFVGZ9A45EG99,2024-04-18T20:56:50.850888651Z,636cc5fa559ec4d93e272972,2024-04-18T20:56:50.850888651Z,"[""🐿️"",""🐿️"",""                                   ""]",2024-04-18T21:01:06.726660247Z,1,2024-04-18T21:04:58.353057993Z,player 5,2024-04-18T21:01:06.726660247Z,game ended,2024-04-18T21:18:28.841440594Z,rerun-interactive-0.3,2024-04-18T20:59:28.965042837Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:28.965042837Z
01HVSFZAK7QCM0246EFVCREMEG,,,01HVSFYKQBJ24MVKR5GAZSHXJT,2024-04-18T21:17:24.354925957Z,,,,,,,01HVSF0D8Y9Y25K7RHBGNPG321,2024-04-18T20:59:31.174282158Z,01HVSFNHF5YJBZ6KH2ZM57WGPN,2024-04-18T20:57:05.38311869Z,65fedcdb213b05cebb83ccc3,2024-04-18T20:57:05.38311869Z,"[""🐇"",""🐿️"",""🐿️"",""                                   ""]",2024-04-18T21:01:06.726660247Z,,,player 6,2024-04-18T21:01:06.726660247Z,game ended,2024-04-18T21:18:28.841440594Z,rerun-interactive-0.3,2024-04-18T20:59:31.174282158Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:31.174282158Z
01HVSFZJNRY6DRGYDZKJS0Q7R9,,,01HVSFYWD200RHW34YSSFMCSG4,2024-04-18T21:17:24.354925957Z,,,,,,,01HVSF0D8Y9Y25K7RHBGNPG321,2024-04-18T20:59:31.174282158Z,01HVSFNJRSF048S5KHEFVJVSMY,2024-04-18T20:57:13.656386043Z,uy,2024-04-18T20:57:13.656386043Z,"[""                                   "",""🐿️"",""🐿️""]",2024-04-18T21:01:06.726660247Z,,,player 7,2024-04-18T21:01:06.726660247Z,game ended,2024-04-18T21:18:28.841440594Z,rerun-interactive-0.3,2024-04-18T20:59:31.174282158Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:31.174282158Z
01HVSFZS36BBNKG8TQF2CB0K6T,,,,,"{""age"":""23"",""gender"":""Male"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":"""",""teammates"":"""",""notes"":"""",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-18T21:02:58.829431259Z,2,2024-04-18T21:02:50.72126119Z,{},2024-04-18T20:57:29.682948397Z,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T20:59:33.495167486Z,01HVSFNPJN9RYFCV0S4K01KRQT,2024-04-18T20:57:20.230317664Z,65074bf20468c6c96ab4b176,2024-04-18T20:57:20.230317664Z,,,1,2024-04-18T21:02:58.992090073Z,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T20:59:33.495167486Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:33.495167486Z
01HVSG061BVSG0WBTGRVGJAW2J,,,,,,,,,,,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:57:36.754479378Z,01HVSFNRX957KNMYCK80DNA92R,2024-04-18T20:57:33.48323299Z,571b37aa5d40840011c3a04d,2024-04-18T20:57:33.48323299Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:57:36.754479378Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:57:36.754479378Z
01HVSG0CDDT1PD8Y57ZV5PP13A,,,,,,,,,{},2024-04-18T20:57:48.143553161Z,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:57:44.082602909Z,01HVSFNS2SH74NMZCDH69WW9R5,2024-04-18T20:57:40.013271168Z,66084e0df31e23865ef3c3e3,2024-04-18T20:57:40.013271168Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:57:44.082602909Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:57:44.082602909Z
01HVSG0Q6528GBQWC2T63Z5DY9,,,,,,,,,,,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:57:55.419600089Z,01HVSFNS2SH74NMZCDH148Z0KP,2024-04-18T20:57:51.045780126Z,6612a4793167ca5bc094e4b3,2024-04-18T20:57:51.045780126Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:57:55.419600089Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:57:55.419600089Z
01HVSG0Z0VQNS5N2YPN45VJXHK,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:52.408667843Z,01HVSFNS5MT1B5RMK6E4TWJ005,2024-04-18T20:57:59.067966019Z,63654eb1267acd98fe596858,2024-04-18T20:57:59.067966019Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:52.408667843Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:52.408667843Z
01HVSG12AY5RPT1BE1ZY29JY49,,,,,,,,,,,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:58:06.22930171Z,01HVSFNSGVHZXP28YA6SHXC94J,2024-04-18T20:58:02.462956792Z,590203d0fb96b90001dddae0,2024-04-18T20:58:02.462956792Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:58:06.22930171Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:58:06.22930171Z
01HVSG1C20P2VVPDQF38XW1ST5,,,,,,,,,,,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:58:15.65848034Z,01HVSFNVM9CKWJ12YV91QPCFD1,2024-04-18T20:58:12.41682452Z,5fac4dc60d67201ffe756ca1,2024-04-18T20:58:12.41682452Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:58:15.65848034Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:58:15.65848034Z
01HVSG1KGHZ7AG6Z51YTQY2P1W,,,,,,,,,,,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:58:24.163309486Z,01HVSFNZ0K2WJ99ZJM3XET9W9D,2024-04-18T20:58:20.049751443Z,660c040de20b3bcf651ad3bb,2024-04-18T20:58:20.049751443Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:58:24.163309486Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:58:24.163309486Z
01HVSG1VGWY7N3C9HMJ81DS2XA,,,,,,,,,,,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:58:33.458260666Z,01HVSFNZFPK7CNJ94C1C5TZ7EY,2024-04-18T20:58:28.252683874Z,5cb87813635b940017c2037a,2024-04-18T20:58:28.252683874Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:58:33.458260666Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:58:33.458260666Z
01HVSG24VJP6V57XBG5QBYD0X8,,,,,,,,,{},2024-04-18T20:58:48.214487953Z,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:58:43.619958626Z,01HVSFP6WRHV33DMPQ5M50438F,2024-04-18T20:58:37.811063884Z,5ed9427a67bf004af66fc5a0,2024-04-18T20:58:37.811063884Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:58:43.619958626Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:58:43.619958626Z
01HVSG2ECXWXA895Q9BX0TNMDA,,,,,,,,,,,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:58:50.320903593Z,01HVSFP7ZBT35753Q0VF09B35M,2024-04-18T20:58:47.581566261Z,5d98d84e7f090e00148bbc90,2024-04-18T20:58:47.581566261Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:58:50.320903593Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:58:50.320903593Z
01HVSG2M7YGN40N2HA3F97K0S7,,,,,,,,,,,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:58:57.218695215Z,01HVSFP8X4D8KFWFGDCH8QFYJX,2024-04-18T20:58:53.567015582Z,6537d382e6ef905f0b52d045,2024-04-18T20:58:53.567015582Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:58:57.218695215Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:58:57.218695215Z
01HVSG2XH1KSDTSRKZKR6YJ4MY,,,,,,,,,,,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:59:06.414016695Z,01HVSFP8X3VPDJSFCN6JFJ8BWQ,2024-04-18T20:59:03.073727629Z,587e30b5cbacd2000114b08e,2024-04-18T20:59:03.073727629Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:59:06.414016695Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:06.414016695Z
01HVSG38SDY3KYVRXA36V0KJJN,,,,,,,,,,,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:59:17.471596119Z,01HVSFPHZVNWEYC2XBMR6CRXEM,2024-04-18T20:59:14.605640446Z,5f540fc665e3b6148c04f10e,2024-04-18T20:59:14.605640446Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:59:17.471596119Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:17.471596119Z
01HVSG3F0KDW679MWSZVNJZCJ6,,,,,,,,,,,01HVSF0CSEKEED8KH0ST07HYDY,2024-04-18T20:59:23.312345584Z,01HVSFPJPETD9ZJKX6003H5BKC,2024-04-18T20:59:20.979321693Z,661db80bbbbc4861da7f75dd,2024-04-18T20:59:20.979321693Z,,,,,,,game terminated,2024-04-18T21:00:59.610957013Z,rerun-interactive-0.3,2024-04-18T20:59:23.312345584Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:23.312345584Z
01HVSG3NRFSZAMG62HC2N2JR4G,,,01HVSFZAK7QCM0246EFVCREMEG,2024-04-18T21:17:24.354925957Z,,,,,,,01HVSF0D8Y9Y25K7RHBGNPG321,2024-04-18T20:59:29.755858542Z,01HVSFPX206XVGG11QF9KVV27X,2024-04-18T20:59:27.887304855Z,62b444cb2f1d7c410e12f21c,2024-04-18T20:59:27.887304855Z,"[""                                   "",""🐿️"",""🐿️"",""🐿️""]",2024-04-18T21:01:06.726660247Z,,,player 8,2024-04-18T21:01:06.726660247Z,game ended,2024-04-18T21:18:28.841440594Z,rerun-interactive-0.3,2024-04-18T20:59:29.755858542Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:29.755858542Z
01HVSG3S68B48ZN9E5Z826C1RG,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T20:59:33.495167486Z,01HVSFPX4TEGWJY3T83GJVV8K3,2024-04-18T20:59:31.401143333Z,5b587d897846fa0001fc11c6,2024-04-18T20:59:31.401143333Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T20:59:33.495167486Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:33.495167486Z
01HVSG3XTD8KK1YHRJZ477KADV,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T20:59:39.016462463Z,01HVSFPY5WT7DZP9WR37RAM3CR,2024-04-18T20:59:36.141827262Z,558bafe0fdf99b21155f2da0,2024-04-18T20:59:36.141827262Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T20:59:39.016462463Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:39.016462463Z
01HVSG448JW8Q2JP7QKGVJ4HVG,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T20:59:46.77504879Z,01HVSFPY2ZK6M64Y2ZT2CJA0KY,2024-04-18T20:59:42.738885241Z,5977ab517f87260001cd5d7a,2024-04-18T20:59:42.738885241Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T20:59:46.77504879Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:46.77504879Z
01HVSG4BHT2XVQYHX6SAW1FBWP,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T20:59:53.506373678Z,01HVSFPZG4H4EX1M63YQ15HK02,2024-04-18T20:59:50.202958465Z,6466249c27b5e4161f763c32,2024-04-18T20:59:50.202958465Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T20:59:53.506373678Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T20:59:53.506373678Z
01HVSG4J7GPHX841DTN5EXQJXE,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:01.305442253Z,01HVSFQ2FSBMJVE7RHHV8RKET4,2024-04-18T20:59:57.040836211Z,5e837e917441520b9c662931,2024-04-18T20:59:57.040836211Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:01.305442253Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:01.305442253Z
01HVSG4VF9SKJJRD75X81HEY57,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:11.349271153Z,01HVSFQB80DB0B6JT64J9YGHRF,2024-04-18T21:00:06.505770802Z,63d2a265f30f192a148f83cc,2024-04-18T21:00:06.505770802Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:11.349271153Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:11.349271153Z
01HVSG549G0HZFDJK7ZFW3712P,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:18.210605377Z,01HVSFQEDDPCCS2WZMPCSQ3TSD,2024-04-18T21:00:15.53659693Z,660eb60b18e5d476791edb62,2024-04-18T21:00:15.53659693Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:18.210605377Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:18.210605377Z
01HVSG59RC49QTS51JK3P1P98X,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:23.261513693Z,01HVSFQFKJ3M4KBK46M3YAZCSW,2024-04-18T21:00:21.132397809Z,65353d8ebdfd9057840aea05,2024-04-18T21:00:21.132397809Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:23.261513693Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:23.261513693Z
01HVSG5EAA70YR1HEVAGAW4KV1,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:29.131882393Z,01HVSFQMA4NYNF71BFC1F0SREG,2024-04-18T21:00:25.80273367Z,660c176811451cf0af75f367,2024-04-18T21:00:25.80273367Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:29.131882393Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:29.131882393Z
01HVSG5MJNKZX5ZDTWG6MGHXE7,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:34.98033997Z,01HVSFQSC0BSS3ZZESFTNMHXFK,2024-04-18T21:00:32.213528529Z,65fb70d4e69155a62d58ac90,2024-04-18T21:00:32.213528529Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:34.98033997Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:34.98033997Z
01HVSG5SCKTTF9F747546AT6ZC,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:40.83162634Z,01HVSFQSR3K62ZDJXX2HY6KKWX,2024-04-18T21:00:37.139758576Z,6136503d70302c9d1aa894f4,2024-04-18T21:00:37.139758576Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:40.83162634Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:40.83162634Z
01HVSG60RJZCJQ5S6AVCC4DRZY,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:48.565074298Z,01HVSFQWPAPJ52NCRXVZR4TQ70,2024-04-18T21:00:44.690254727Z,65ba583255c36ad851b19b4c,2024-04-18T21:00:44.690254727Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:48.565074298Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:48.565074298Z
01HVSG6BFNCCGA55PF70EAHH72,,,,,,,,,,,01HVSF0E249VC8RGQX6CV4T49R,2024-04-18T21:00:58.35397593Z,01HVSFR1WTX2ZSTY9TY6TNKP4C,2024-04-18T21:00:55.669601961Z,6123b3e94e20b1907434d60a,2024-04-18T21:00:55.669601961Z,,,,,,,game terminated,2024-04-18T21:02:50.831859231Z,rerun-interactive-0.3,2024-04-18T21:00:58.35397593Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-18T21:00:58.35397593Z
