id,gameID,gameIDLastChangedAt,urlParams,urlParamsLastChangedAt,intro,introLastChangedAt,name,nameLastChangedAt,participantID,participantIDLastChangedAt,ended,endedLastChangedAt,introDone,introDoneLastChangedAt,recipient,recipientLastChangedAt,exitSurvey,exitSurveyLastChangedAt,treatment,treatmentLastChangedAt,exitStep,exitStepLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,treatmentName,treatmentNameLastChangedAt,emojiArray,emojiArrayLastChangedAt
01HW3HQB4YEYM1ERYC6PBAD29Q,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:43:16.716855543Z,{},2024-04-22T18:40:05.599974738Z,4,2024-04-22T18:44:31.977657023Z,player 1,2024-04-22T18:46:28.37554928Z,01HW3HQAHSGBWAYMSRAA06156Z,2024-04-22T18:40:05.278391679Z,game ended,2024-04-22T18:58:07.171766524Z,true,2024-04-22T18:44:45.631916702Z,01HW3HRNN78S382TBPZ0B9606T,2024-04-22T18:57:15.653618288Z,"{""age"":""32"",""gender"":""Female"",""strength"":""It was ok."",""fair"":""Yes"",""feedback"":"""",""education"":""master"",""teammates"":""Yes, I think so. "",""notes"":""Yes"",""politics"":""Left"",""geo"":""Irish "",""ethnicity"":""Asian ""}",2024-04-22T18:59:15.993402846Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:43:16.716855543Z,1,2024-04-22T18:59:15.978493502Z,6136590bcf60824380197771,2024-04-22T18:40:05.278391679Z,rerun-interactive-0.3,2024-04-22T18:43:16.716855543Z,"[""🐿️"",""                                   "",""🐿️"",""🐿️""]",2024-04-22T18:46:28.37554928Z
01HW3HQE98SXC7NJE2QDMYMM4V,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:40:08.502725862Z,{},2024-04-22T18:40:08.90800509Z,4,2024-04-22T18:41:54.012384751Z,player 4,2024-04-22T18:43:16.878219747Z,01HW3HQDHYSAWVCHWSJSHPBGMG,2024-04-22T18:40:08.488424716Z,game ended,2024-04-22T18:54:30.754461367Z,true,2024-04-22T18:42:01.506793979Z,01HW3HENY63APAAQ1DT54K6J18,2024-04-22T18:53:45.552889742Z,"{""age"":""36"",""gender"":""Femake"",""strength"":""I thought i was good"",""fair"":""Yes"",""feedback"":""Na"",""education"":""high-school"",""teammates"":""Yes"",""notes"":""No"",""politics"":""N/a"",""geo"":""British"",""ethnicity"":""White""}",2024-04-22T18:55:28.002673108Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:40:08.502725862Z,1,2024-04-22T18:55:28.011596949Z,5a9f9e14b5e2110001c6f6f5,2024-04-22T18:40:08.488424716Z,rerun-interactive-0.3,2024-04-22T18:40:08.502725862Z,"[""                                   "",""🐿️"",""🐿️"",""🐇"",""🐇"",""🐿️"",""🐿️"",""🐿️""]",2024-04-22T18:43:16.878219747Z
01HW3HRNN78S382TBPZ0B9606T,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:43:16.716855543Z,{},2024-04-22T18:40:49.024345312Z,4,2024-04-22T18:45:33.04721081Z,player 2,2024-04-22T18:46:28.37554928Z,01HW3HRMZGTGNZH3TFVZFGWKHC,2024-04-22T18:40:48.807756Z,game ended,2024-04-22T18:58:07.171766524Z,true,2024-04-22T18:45:39.507241148Z,01HW3HV3YJH47YY664MDRXGJ8Z,2024-04-22T18:57:15.653618288Z,"{""age"":""50"",""gender"":""female"",""strength"":""I am good at taking input from other people."",""fair"":""yes"",""feedback"":"""",""education"":""master"",""teammates"":""Yes, and I trust them."",""notes"":""Yes"",""politics"":""Liberal"",""geo"":""Canada"",""ethnicity"":""Asian""}",2024-04-22T18:59:46.989756195Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:43:16.716855543Z,1,2024-04-22T18:59:46.999775186Z,653bb3c824f5659d2db27bc0,2024-04-22T18:40:48.807756Z,rerun-interactive-0.3,2024-04-22T18:43:16.716855543Z,"[""🐿️"",""🐇"",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""                                   ""]",2024-04-22T18:46:28.37554928Z
01HW3HS22N9TGX4972EV2WTZFK,01HW3F1DBZMN276FN5SGTX88WE,2024-04-22T18:54:54.248162492Z,{},2024-04-22T18:41:01.872878122Z,1,2024-04-22T18:41:44.798786951Z,player 1,2024-04-22T19:00:38.044323357Z,01HW3HS1E3REB0HKSJT5EWSFFW,2024-04-22T18:41:01.525903684Z,game ended,2024-04-22T19:12:50.295502723Z,,,01HW3JE9W9WVYKKTWNMNK9MY4X,2024-04-22T19:11:49.423054573Z,"{""age"":""44"",""gender"":""Female"",""strength"":"""",""fair"":"""",""feedback"":""I haven't actually played the game. I was disappointed that it has jumped to this question page and not let me do it even though there were still 40 minutes left."",""education"":""bachelor"",""teammates"":""N/A"",""notes"":""It didn't let me play, it has jumped straight to this screen but I am still meant to have 40 minutes to complete this study."",""politics"":""Central"",""geo"":""English"",""ethnicity"":""White British""}",2024-04-22T18:48:54.43396473Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:54:54.248162492Z,1,2024-04-22T18:48:54.422822868Z,5973c67b5eccd900013a7f8b,2024-04-22T18:41:01.525903684Z,rerun-interactive-0.3,2024-04-22T18:54:54.248162492Z,"[""🐇"",""🐿️"",""                                   ""]",2024-04-22T19:00:38.044323357Z
01HW3HV3YJH47YY664MDRXGJ8Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:42:08.991012689Z,{},2024-04-22T18:42:09.147484011Z,4,2024-04-22T18:44:03.798347213Z,player 3,2024-04-22T18:46:28.37554928Z,01HW3HV3N39W0SMMJ3W0V9V1W4,2024-04-22T18:42:08.978200424Z,game ended,2024-04-22T18:58:07.171766524Z,true,2024-04-22T18:44:05.477055274Z,01HW3HWAQKZEEGPKFNRVFDGGGZ,2024-04-22T18:57:15.653618288Z,"{""age"":""27"",""gender"":""female"",""strength"":""Was able to calculate the percentages quickly."",""fair"":""Yes"",""feedback"":""Thank you for considering me for this :)"",""education"":""bachelor"",""teammates"":""No, didn't make sense."",""notes"":""No"",""politics"":""conservative"",""geo"":""canadian"",""ethnicity"":""chineese""}",2024-04-22T18:59:04.753855831Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:42:08.991012689Z,1,2024-04-22T18:59:04.764393985Z,65e48a3d8d58b05bcee470a1,2024-04-22T18:42:08.978200424Z,rerun-interactive-0.3,2024-04-22T18:42:08.991012689Z,"[""                                   "",""🐇"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐇""]",2024-04-22T18:46:28.37554928Z
01HW3HWAQKZEEGPKFNRVFDGGGZ,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:42:48.703125989Z,{},2024-04-22T18:42:49.410889527Z,4,2024-04-22T18:46:25.565671065Z,player 4,2024-04-22T18:46:28.37554928Z,01HW3HW9SJ4PFR36N3BY0ZPBMR,2024-04-22T18:42:48.691352287Z,game ended,2024-04-22T18:58:07.171766524Z,true,2024-04-22T18:46:28.189955386Z,01HW3HQB4YEYM1ERYC6PBAD29Q,2024-04-22T18:57:15.653618288Z,"{""age"":""49"",""gender"":""female"",""strength"":""good"",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""i hope so "",""notes"":""yes the amount of animals that they saw"",""politics"":"""",""geo"":""britain"",""ethnicity"":""british""}",2024-04-22T18:59:17.215241412Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:42:48.703125989Z,1,2024-04-22T18:59:17.235648681Z,5ed5742f3d96410f9b7e0c16,2024-04-22T18:42:48.691352287Z,rerun-interactive-0.3,2024-04-22T18:42:48.703125989Z,"[""🐇"",""                                   "",""🐿️"",""🐿️""]",2024-04-22T18:46:28.37554928Z
01HW3J75386KCFA3TMNR12JQJW,01HW3F1E5KWJY75C9H9GWPR9Q2,2024-04-22T18:48:43.384844122Z,{},2024-04-22T18:48:43.557848853Z,4,2024-04-22T18:51:16.094628801Z,player 1,2024-04-22T18:53:26.894063655Z,01HW3J74MFBH3K1BEHCVZKJRQ5,2024-04-22T18:48:43.368328051Z,game ended,2024-04-22T19:03:06.112830503Z,true,2024-04-22T18:51:17.886281082Z,01HW3J7NKY5EDZ49HR23YT9J5N,2024-04-22T19:02:25.061347822Z,"{""age"":""29"",""gender"":""Female"",""strength"":""Good"",""fair"":""I think so"",""feedback"":""not sure my images worked as every single one was 2 squirrels haha "",""education"":""bachelor"",""teammates"":""Yes they were good"",""notes"":""No"",""politics"":""NDP"",""geo"":""Canadian"",""ethnicity"":""Caucasian""}",2024-04-22T19:03:46.652295213Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:48:43.384844122Z,1,2024-04-22T19:03:46.66557669Z,612c124ca9de71dbaebdee34,2024-04-22T18:48:43.368328051Z,rerun-interactive-0.3,2024-04-22T18:48:43.384844122Z,"[""🐿️"",""🐿️"",""                                   ""]",2024-04-22T18:53:26.894063655Z
01HW3J7NKY5EDZ49HR23YT9J5N,01HW3F1E5KWJY75C9H9GWPR9Q2,2024-04-22T18:49:00.300060183Z,{},2024-04-22T18:49:00.389866341Z,4,2024-04-22T18:50:44.636361837Z,player 2,2024-04-22T18:53:26.894063655Z,01HW3J7NF0XPAY859QP7M500X8,2024-04-22T18:49:00.286409064Z,game ended,2024-04-22T19:03:06.112830503Z,true,2024-04-22T18:50:48.088158254Z,01HW3J7TQFVGD01TSCRPFSCRKG,2024-04-22T19:02:25.061347822Z,"{""age"":""31"",""gender"":""Woman"",""strength"":""Recalling what was said"",""fair"":""yes"",""feedback"":"""",""education"":""master"",""teammates"":""no idea"",""notes"":""no"",""politics"":""Left"",""geo"":""Canada"",""ethnicity"":""White""}",2024-04-22T19:03:55.3917892Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:49:00.300060183Z,1,2024-04-22T19:03:55.405341882Z,5ebf2540dc45b2302a7118f9,2024-04-22T18:49:00.286409064Z,rerun-interactive-0.3,2024-04-22T18:49:00.300060183Z,"[""🐿️"",""🐿️"",""                                   ""]",2024-04-22T18:53:26.894063655Z
01HW3J7TQFVGD01TSCRPFSCRKG,01HW3F1E5KWJY75C9H9GWPR9Q2,2024-04-22T18:49:05.54758409Z,{},2024-04-22T18:49:06.051443256Z,4,2024-04-22T18:53:17.379436617Z,player 3,2024-04-22T18:53:26.894063655Z,01HW3J7T0VGSNBVSNEGW342FAW,2024-04-22T18:49:05.5198107Z,game ended,2024-04-22T19:03:06.112830503Z,true,2024-04-22T18:53:26.496983685Z,01HW3JABRRZEH7HP5J85Z1XQW5,2024-04-22T19:02:25.061347822Z,"{""age"":""53"",""gender"":""female"",""strength"":""instinct is a strength"",""fair"":""yes"",""feedback"":""none"",""education"":""bachelor"",""teammates"":""i thought they were telling the truth as it was a team game"",""notes"":""no"",""politics"":""left"",""geo"":""United Kingdom"",""ethnicity"":""british""}",2024-04-22T19:04:19.2802279Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:49:05.54758409Z,1,2024-04-22T19:04:19.291679376Z,57a980098eccbc0001f3a131,2024-04-22T18:49:05.5198107Z,rerun-interactive-0.3,2024-04-22T18:49:05.54758409Z,"[""🐇"",""                                   "",""🐿️"",""🐿️""]",2024-04-22T18:53:26.894063655Z
01HW3J8DWYQ0TCQ50DF25BS8MT,01HW3J89YZZDCCFFPRK9YNQ1XP,2024-04-22T18:53:26.577160551Z,{},2024-04-22T18:49:25.485987752Z,4,2024-04-22T18:54:25.719696208Z,player 1,2024-04-22T18:54:54.492521812Z,01HW3J8D9B34AVPGHYJ9SJVFBC,2024-04-22T18:49:25.15066815Z,game ended,2024-04-22T19:04:51.202589196Z,true,2024-04-22T18:54:54.21671958Z,01HW3J9JMT0YVXM9ZHVWETRVE6,2024-04-22T19:04:02.422985333Z,"{""age"":""53"",""gender"":""Female"",""strength"":""Very strong and accurate, a good team player"",""fair"":""No"",""feedback"":""No problems"",""education"":""bachelor"",""teammates"":""Hard to tell if they were saying the truth but I feel they did"",""notes"":""No but I focused "",""politics"":""NA"",""geo"":""United Kingdom "",""ethnicity"":""Mix""}",2024-04-22T19:06:57.127892518Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:53:26.577160551Z,1,2024-04-22T19:06:57.141745851Z,5cd959b304748d001819f233,2024-04-22T18:49:25.15066815Z,rerun-interactive-0.3,2024-04-22T18:53:26.577160551Z,"[""                                   "",""🐿️"",""🐿️""]",2024-04-22T18:54:54.492521812Z
01HW3J9JMT0YVXM9ZHVWETRVE6,01HW3J89YZZDCCFFPRK9YNQ1XP,2024-04-22T18:53:26.577160551Z,{},2024-04-22T18:50:03.518647141Z,4,2024-04-22T18:54:41.140811949Z,player 2,2024-04-22T18:54:54.492521812Z,01HW3J9HBMTW6MNGB70FBEAFDZ,2024-04-22T18:50:02.778713839Z,game ended,2024-04-22T19:04:51.202589196Z,true,2024-04-22T18:54:44.247662969Z,01HW3JAQZA66NNH30SFEVT9Z1F,2024-04-22T19:04:02.422985333Z,"{""age"":""37"",""gender"":""Female"",""strength"":""Pretty strong"",""fair"":""Yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""Yes"",""notes"":""No"",""politics"":""None"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-04-22T19:05:38.312967129Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:53:26.577160551Z,1,2024-04-22T19:05:38.333627951Z,5d869a57c38e8100012f3c29,2024-04-22T18:50:02.778713839Z,rerun-interactive-0.3,2024-04-22T18:53:26.577160551Z,"[""🐿️"",""🐇"",""                                   "",""🐿️""]",2024-04-22T18:54:54.492521812Z
01HW3JABRRZEH7HP5J85Z1XQW5,01HW3F1E5KWJY75C9H9GWPR9Q2,2024-04-22T18:50:28.521592312Z,{},2024-04-22T18:50:29.248892157Z,4,2024-04-22T18:52:27.30001762Z,player 4,2024-04-22T18:53:26.894063655Z,01HW3JABBEEWGBZXWW12BPYTB7,2024-04-22T18:50:28.504520962Z,game ended,2024-04-22T19:03:06.112830503Z,true,2024-04-22T18:52:31.654182493Z,01HW3J75386KCFA3TMNR12JQJW,2024-04-22T19:02:25.061347822Z,"{""age"":""41"",""gender"":""female"",""strength"":""speed"",""fair"":""yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I'm not sure. "",""notes"":""No"",""politics"":""liberal"",""geo"":""canada"",""ethnicity"":""white""}",2024-04-22T19:03:31.555842558Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:50:28.521592312Z,1,2024-04-22T19:03:31.573866624Z,652e8fc1fea850eece58168b,2024-04-22T18:50:28.504520962Z,rerun-interactive-0.3,2024-04-22T18:50:28.521592312Z,"[""🐿️"",""                                   "",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐇"",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐇"",""🐿️"",""🐇""]",2024-04-22T18:53:26.894063655Z
01HW3JAQZA66NNH30SFEVT9Z1F,01HW3J89YZZDCCFFPRK9YNQ1XP,2024-04-22T18:53:26.577160551Z,{},2024-04-22T18:50:41.363913738Z,4,2024-04-22T18:53:34.819271937Z,player 3,2024-04-22T18:54:54.492521812Z,01HW3JAQAC5B5NEEB68C3REKW8,2024-04-22T18:50:41.002967393Z,game ended,2024-04-22T19:04:51.202589196Z,true,2024-04-22T18:54:03.851734624Z,01HW3JARN472KJ44MKQEAA1WAE,2024-04-22T19:04:02.422985333Z,"{""age"":""27"",""gender"":""Female"",""strength"":""on a scale or characteristics?"",""fair"":""hmm, possibly not- took quite a while but it was fun"",""feedback"":""No"",""education"":""master"",""teammates"":""Some were slow to reply about ratios but gave info on the animals fast, had no reason to believe they were lying"",""notes"":""Yes, at round 5 I started making a tally- didn't occur to me to do so sooner. Then toward the end I started asking what ratio they thought it was. "",""politics"":""Middle"",""geo"":""England"",""ethnicity"":""White""}",2024-04-22T19:06:46.809824387Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:53:26.577160551Z,1,2024-04-22T19:06:46.823335465Z,611fbafab73c81273bda777d,2024-04-22T18:50:41.002967393Z,rerun-interactive-0.3,2024-04-22T18:53:26.577160551Z,"[""🐇"",""🐿️"",""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️""]",2024-04-22T18:54:54.492521812Z
01HW3JARN472KJ44MKQEAA1WAE,01HW3J89YZZDCCFFPRK9YNQ1XP,2024-04-22T18:53:26.577160551Z,{},2024-04-22T18:50:42.078195211Z,4,2024-04-22T18:54:37.05961712Z,player 4,2024-04-22T18:54:54.492521812Z,01HW3JAR0NN5WZ0B4XRVD3SY9K,2024-04-22T18:50:41.704282438Z,game ended,2024-04-22T19:04:51.202589196Z,true,2024-04-22T18:54:47.042598086Z,01HW3J8DWYQ0TCQ50DF25BS8MT,2024-04-22T19:04:02.422985333Z,"{""age"":""59"",""gender"":""female"",""strength"":""being honest"",""fair"":""yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""i hope so"",""notes"":""no"",""politics"":""conservative"",""geo"":""United Kingdom"",""ethnicity"":""btitish""}",2024-04-22T19:05:46.42531672Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:53:26.577160551Z,1,2024-04-22T19:05:46.43759381Z,5bfe7267098e7a00016a4058,2024-04-22T18:50:41.704282438Z,rerun-interactive-0.3,2024-04-22T18:53:26.577160551Z,"[""                                   "",""🐿️"",""🐇"",""🐿️"",""🐇"",""🐇"",""🐇"",""🐿️""]",2024-04-22T18:54:54.492521812Z
01HW3JCANB3M6KW2RCXZ4RN7F3,01HW3F1DBZMN276FN5SGTX88WE,2024-04-22T18:54:54.248162492Z,{},2024-04-22T18:51:33.240195039Z,4,2024-04-22T18:55:34.566513745Z,player 2,2024-04-22T19:00:38.044323357Z,01HW3JCA1C6E1M415M1X71J6H8,2024-04-22T18:51:32.907074878Z,game ended,2024-04-22T19:12:50.295502723Z,true,2024-04-22T18:55:37.708152044Z,01HW3JG6611EMJZGZHMXHWKA6Y,2024-04-22T19:11:49.423054573Z,"{""age"":""39"",""gender"":""female"",""strength"":""good at playing this game"",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""yes"",""notes"":""yes"",""politics"":""none"",""geo"":""turkish"",""ethnicity"":""white""}",2024-04-22T18:57:00.256762719Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:54:54.248162492Z,1,2024-04-22T18:57:00.246323099Z,655f5e5d7ee58750ed033dc0,2024-04-22T18:51:32.907074878Z,rerun-interactive-0.3,2024-04-22T18:54:54.248162492Z,"[""🐇"",""                                   "",""🐿️"",""🐿️""]",2024-04-22T19:00:38.044323357Z
01HW3JCTZP76JZE3932Z6KWFCG,01HW3F1DBZMN276FN5SGTX88WE,2024-04-22T18:54:54.248162492Z,{},2024-04-22T18:51:49.965995893Z,3,2024-04-22T18:53:36.215261976Z,player 3,2024-04-22T19:00:38.044323357Z,01HW3JCTD1JG2JQEWXWDA9WKW4,2024-04-22T18:51:49.622714547Z,game ended,2024-04-22T19:12:50.295502723Z,,,01HW3JHGKMD4W6E5VTC8PK8MTG,2024-04-22T19:11:49.423054573Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:54:54.248162492Z,,,634d72a4b1dc5f197ac4b8c6,2024-04-22T18:51:49.622714547Z,rerun-interactive-0.3,2024-04-22T18:54:54.248162492Z,"[""🐇"",""🐇"",""🐿️"",""🐿️"",""                                   ""]",2024-04-22T19:00:38.044323357Z
01HW3JE9W9WVYKKTWNMNK9MY4X,01HW3F1DBZMN276FN5SGTX88WE,2024-04-22T18:54:54.248162492Z,{},2024-04-22T18:52:37.98247015Z,3,2024-04-22T18:54:32.826238957Z,player 4,2024-04-22T19:00:38.044323357Z,01HW3JE98GX0JWV5ZR3H4JXES5,2024-04-22T18:52:37.641244704Z,game ended,2024-04-22T19:12:50.295502723Z,,,01HW3HS22N9TGX4972EV2WTZFK,2024-04-22T19:11:49.423054573Z,"{""age"":""29"",""gender"":""male"",""strength"":""very strong"",""fair"":""yes"",""feedback"":""um i think the site refreshed itself twice."",""education"":""master"",""teammates"":""no"",""notes"":""no"",""politics"":"""",""geo"":"""",""ethnicity"":""white""}",2024-04-22T18:57:47.277439538Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:54:54.248162492Z,1,2024-04-22T18:57:47.193244894Z,660437516e883235b9bb8ee1,2024-04-22T18:52:37.641244704Z,rerun-interactive-0.3,2024-04-22T18:54:54.248162492Z,"[""🐿️"",""🐿️"",""                                   "",""🐿️"",""🐿️""]",2024-04-22T19:00:38.044323357Z
01HW3JG6611EMJZGZHMXHWKA6Y,01HW3F1DBZMN276FN5SGTX88WE,2024-04-22T18:54:54.248162492Z,{},2024-04-22T18:53:39.719540151Z,1,2024-04-22T18:53:56.156654708Z,player 5,2024-04-22T19:00:38.044323357Z,01HW3JG5J1VZK9WB05ZDBBN8PR,2024-04-22T18:53:39.393921599Z,game ended,2024-04-22T19:12:50.295502723Z,,,01HW3JCANB3M6KW2RCXZ4RN7F3,2024-04-22T19:11:49.423054573Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:54:54.248162492Z,,,608ee492d63622f9f4d5306f,2024-04-22T18:53:39.393921599Z,rerun-interactive-0.3,2024-04-22T18:54:54.248162492Z,"[""🐇"",""🐿️"",""                                   "",""🐿️""]",2024-04-22T19:00:38.044323357Z
01HW3JHGKMD4W6E5VTC8PK8MTG,01HW3F1DBZMN276FN5SGTX88WE,2024-04-22T18:54:22.854012754Z,{},2024-04-22T18:54:23.180667342Z,1,2024-04-22T18:54:27.054048714Z,player 6,2024-04-22T19:00:38.044323357Z,01HW3JHFYQJ0QWAWZJTEMWT1SD,2024-04-22T18:54:22.836529066Z,game ended,2024-04-22T19:12:50.295502723Z,,,01HW3JCTZP76JZE3932Z6KWFCG,2024-04-22T19:11:49.423054573Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:54:22.854012754Z,,,5e8376035d0dbe08624aeed2,2024-04-22T18:54:22.836529066Z,rerun-interactive-0.3,2024-04-22T18:54:22.854012754Z,"[""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐇""]",2024-04-22T19:00:38.044323357Z
01HW3K99B99BK7NV2V6ZN4JMRW,01HW3K9GFSBNY2TSYP6B78H0JE,2024-04-22T19:12:02.337776569Z,{},2024-04-22T19:07:21.98685799Z,1,2024-04-22T19:08:47.872245813Z,player 1,2024-04-22T19:17:05.962557912Z,01HW3K98Y1C8MGH6B8FKD5S7AB,2024-04-22T19:07:21.833234314Z,game ended,2024-04-22T19:23:24.057251809Z,,,01HW3KCMH15251YQ110P248T6W,2024-04-22T19:22:53.513477183Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:12:02.337776569Z,,,foobar,2024-04-22T19:07:21.833234314Z,rerun-slider- 0.3,2024-04-22T19:12:02.337776569Z,"[""🐿️"",""🐇"",""                                   "",""🐿️"",""🐇"",""🐇""]",2024-04-22T19:17:05.962557912Z
01HW3KAC4ATYWC5WHQCQ0NCKRD,01HW3K8EP66M15282MQ3NHM2KV,2024-04-22T19:07:57.494626425Z,{},2024-04-22T19:07:57.905394372Z,3,2024-04-22T19:10:08.518408596Z,player 1,2024-04-22T19:10:21.379075261Z,01HW3KAB8KY6T03B90FMSD7AYS,2024-04-22T19:07:57.450144857Z,game terminated,2024-04-22T19:12:18.359480977Z,true,2024-04-22T19:10:20.454510717Z,01HW3KADV4SHKNHN0X93ZKYDG6,2024-04-22T19:12:16.888919389Z,"{""age"":""25"",""gender"":""Male"",""strength"":""Not too great, average"",""fair"":""Yes"",""feedback"":""Game seemed to cut short a little bit"",""education"":""master"",""teammates"":""I think so? "",""notes"":""In my head yes"",""politics"":""Centre"",""geo"":""British"",""ethnicity"":""White""}",2024-04-22T19:13:18.010898788Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:07:57.494626425Z,1,2024-04-22T19:13:17.961368065Z,5e78c6725088ab44b24e2545,2024-04-22T19:07:57.450144857Z,rerun-slider- 0.3,2024-04-22T19:07:57.494626425Z,"[""                                   "",""🐇"",""🐿️"",""🐿️"",""🐿️""]",2024-04-22T19:10:21.379075261Z
01HW3KADV4SHKNHN0X93ZKYDG6,01HW3K8EP66M15282MQ3NHM2KV,2024-04-22T19:07:59.244951955Z,{},2024-04-22T19:07:59.580430039Z,3,2024-04-22T19:09:50.891016087Z,player 2,2024-04-22T19:10:21.379075261Z,01HW3KAD2ET1ZM318G4XHVS7ZH,2024-04-22T19:07:59.204233007Z,game terminated,2024-04-22T19:12:18.359480977Z,true,2024-04-22T19:09:54.299006363Z,01HW3KAG7DVKQGK4FPBB200TZ2,2024-04-22T19:12:16.888919389Z,"{""age"":""61"",""gender"":""Female"",""strength"":""okay"",""fair"":""yes"",""feedback"":""none"",""education"":""other"",""teammates"":""Yes"",""notes"":""No"",""politics"":""Left"",""geo"":""Irish"",""ethnicity"":""White""}",2024-04-22T19:13:19.112475715Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:07:59.244951955Z,1,2024-04-22T19:13:19.131445582Z,5c75c7c92c662600014eb328,2024-04-22T19:07:59.204233007Z,rerun-slider- 0.3,2024-04-22T19:07:59.244951955Z,"[""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐇"",""🐇""]",2024-04-22T19:10:21.379075261Z
01HW3KAF7825DTW7ZEAJXH4FGZ,01HW3K9JGSJXXA3PAK6XK00MHN,2024-04-22T19:10:20.546081831Z,{},2024-04-22T19:08:00.967060354Z,3,2024-04-22T19:10:22.90280811Z,player 1,2024-04-22T19:12:02.771914367Z,01HW3KAEK0PXRHFXE9M2CR9JEZ,2024-04-22T19:08:00.617002021Z,game terminated,2024-04-22T19:13:05.081033844Z,true,2024-04-22T19:10:39.688733792Z,01HW3KAWVPKHK3GHEZX526RVE3,2024-04-22T19:12:56.43594606Z,"{""age"":""37"",""gender"":""female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""other"",""teammates"":"""",""notes"":""only received one message"",""politics"":"""",""geo"":"""",""ethnicity"":""white british""}",2024-04-22T19:13:58.319253365Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:10:20.546081831Z,1,2024-04-22T19:13:58.254154083Z,5a279fe98766a40001900957,2024-04-22T19:08:00.617002021Z,rerun-slider- 0.3,2024-04-22T19:10:20.546081831Z,"[""                                   "",""🐿️"",""🐿️"",""🐿️"",""🐿️""]",2024-04-22T19:12:02.771914367Z
