id,exitSurvey,exitSurveyLastChangedAt,treatment,treatmentLastChangedAt,participantID,participantIDLastChangedAt,exitStep,exitStepLastChangedAt,treatmentName,treatmentNameLastChangedAt,introDone,introDoneLastChangedAt,recipient,recipientLastChangedAt,urlParams,urlParamsLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,emojiArray,emojiArrayLastChangedAt,intro,introLastChangedAt,name,nameLastChangedAt
01HW6HDC4B9EKFTQMMFWZRZEMR,"{""age"":""29"",""gender"":""Male"",""strength"":""Telling the truth"",""fair"":""No"",""feedback"":""Some users didn't respond or gave silly answers"",""education"":"""",""teammates"":""Some were good - some didn't provide responses."",""notes"":""No"",""politics"":""Left"",""geo"":""Yorkshire"",""ethnicity"":""British Pakistani""}",2024-04-23T22:45:39.099332727Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:33:17.107866969Z,01HW6HDBHED7D2EDR1AGM4HPNT,2024-04-23T22:32:21.899054294Z,1,2024-04-23T22:45:39.120569877Z,rerun-unidirectional- 0.3,2024-04-23T22:33:17.107866969Z,true,2024-04-23T22:34:16.782221671Z,01HW6HDGK1ZTFMV26GJY5TWXME,2024-04-23T22:43:41.292758086Z,{},2024-04-23T22:32:22.215014316Z,game ended,2024-04-23T22:44:27.38969398Z,01HW6HBPS7D03S2BC4XCVATQMT,2024-04-23T22:33:17.107866969Z,62d6eac41ac6c880eeb084dc,2024-04-23T22:32:21.899054294Z,"[""🐿️"",""🐿️"",""                                   ""]",2024-04-23T22:34:28.405213486Z,4,2024-04-23T22:34:09.386878167Z,player 3,2024-04-23T22:34:28.405213486Z
01HW6HDEMEYRV41DK8HV8ZRFWN,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:53:58.6514895Z,01HW6HDE0GNR0P384HT1BYRCZG,2024-04-23T22:32:24.462618601Z,,,rerun-unidirectional- 0.3,2024-04-23T22:53:58.6514895Z,,,,,{},2024-04-23T22:32:24.782832316Z,game terminated,2024-04-23T22:54:17.277186618Z,01HW6JMNRC3XNSY5NXS1P1NYQ3,2024-04-23T22:53:58.6514895Z,60aa16c68f8b93c186c5465b,2024-04-23T22:32:24.462618601Z,,,1,2024-04-23T22:32:35.804333122Z,,
01HW6HDGK1ZTFMV26GJY5TWXME,"{""age"":""29"",""gender"":""male"",""strength"":""the image didnt change, was not hard."",""fair"":""ill find out when i submit it wont i."",""feedback"":""the image didnt change."",""education"":""high-school"",""teammates"":""liars. all of them."",""notes"":""yes but it was rubbish, the image didnt change the whole time. just 5 squirrels. "",""politics"":""conservative"",""geo"":""United Kingdom"",""ethnicity"":""white""}",2024-04-23T22:45:54.779774203Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:33:17.107866969Z,01HW6HDFXG6V1WPQ5VVDAZFJS5,2024-04-23T22:32:26.465195595Z,1,2024-04-23T22:45:54.421476247Z,rerun-unidirectional- 0.3,2024-04-23T22:33:17.107866969Z,true,2024-04-23T22:34:02.356771107Z,01HW6H30P319DMDNEHD7FZVX72,2024-04-23T22:43:41.292758086Z,{},2024-04-23T22:32:26.793157714Z,game ended,2024-04-23T22:44:27.38969398Z,01HW6HBPS7D03S2BC4XCVATQMT,2024-04-23T22:33:17.107866969Z,656350a7f6b4756ac64c5794,2024-04-23T22:32:26.465195595Z,"[""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐿️"",""🐿️""]",2024-04-23T22:34:28.405213486Z,4,2024-04-23T22:33:59.13729491Z,player 4,2024-04-23T22:34:28.405213486Z
01HW6HDSSWVKBDFRSKAKJDM03X,"{""age"":""39"",""gender"":""female"",""strength"":""50/50"",""fair"":""no"",""feedback"":""none"",""education"":""bachelor"",""teammates"":""no idea"",""notes"":""no"",""politics"":""left"",""geo"":""British"",""ethnicity"":""asian""}",2024-04-23T22:51:41.712748709Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:38:44.037557678Z,01HW6HDS1S19XY3F6ZFK8MRSQ2,2024-04-23T22:32:35.900266336Z,1,2024-04-23T22:51:41.740664006Z,rerun-unidirectional- 0.3,2024-04-23T22:38:44.037557678Z,true,2024-04-23T22:38:54.113382831Z,01HW6HEN4YZWDEQRQNYQ7FY8EH,2024-04-23T22:49:56.644625286Z,{},2024-04-23T22:32:36.313413569Z,game ended,2024-04-23T22:50:43.141204543Z,01HW6HQNVP64DHZHNWSYFR9894,2024-04-23T22:38:44.037557678Z,65ce2149ec03ebb3743f228b,2024-04-23T22:32:35.900266336Z,"[""🐿️"",""🐇"",""                                   ""]",2024-04-23T22:39:51.177984959Z,4,2024-04-23T22:38:46.146485365Z,player 1,2024-04-23T22:39:51.177984959Z
01HW6HE9WG8FB5BVXCEPEJJ9DY,"{""age"":""40"",""gender"":""Female"",""strength"":""average"",""fair"":""yes"",""feedback"":""none"",""education"":""master"",""teammates"":""Yes I felt they were good co-players. I assume they were telling the truth."",""notes"":""No"",""politics"":""Left"",""geo"":""British"",""ethnicity"":""White""}",2024-04-23T22:54:15.782546852Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:39:50.867700977Z,01HW6HE947R34MAPEZE0WGJZWH,2024-04-23T22:32:52.368403312Z,1,2024-04-23T22:54:15.841798879Z,rerun-unidirectional- 0.3,2024-04-23T22:39:50.867700977Z,true,2024-04-23T22:39:57.176675752Z,01HW6HKN9BQXM33TB2Y9FA4Z0G,2024-04-23T22:50:41.022371177Z,{},2024-04-23T22:32:52.709468436Z,game ended,2024-04-23T22:51:33.345327098Z,01HW6F52DEG1KJGJ9YCTTGRQAF,2024-04-23T22:39:50.867700977Z,55a7d0a1fdf99b65badeeed7,2024-04-23T22:32:52.368403312Z,"[""🐿️"",""🐿️"",""                                   "",""🐇""]",2024-04-23T22:40:27.421529791Z,4,2024-04-23T22:39:53.695056615Z,player 1,2024-04-23T22:40:27.421529791Z
01HW6HEHG9GVYN6YMCC74Z7ABY,"{""age"":""25"",""gender"":""female"",""strength"":""I think most of my strength in this game came from the help of my teammates, or neighbors. "",""fair"":""I do believe so."",""feedback"":""I did not encounter any issues."",""education"":""high-school"",""teammates"":""I think they were telling the truth, I see no reason for them to lie."",""notes"":""I did take some notes on the ratio of rabbits vs squirrels. "",""politics"":""Independant"",""geo"":""American"",""ethnicity"":""White""}",2024-04-23T22:53:39.534884879Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:37:56.535915097Z,01HW6HEHACYG74R4E049MQ0KZW,2024-04-23T22:33:00.169980914Z,1,2024-04-23T22:53:39.573275524Z,rerun-unidirectional- 0.3,2024-04-23T22:37:56.535915097Z,true,2024-04-23T22:37:58.421795882Z,01HW6HJ6CDAAXDE75P5QC5B8FM,2024-04-23T22:49:37.197535346Z,{},2024-04-23T22:33:00.292708177Z,game ended,2024-04-23T22:50:23.939753476Z,01HW6F533P6GH66KHGJB2WFZ5K,2024-04-23T22:37:56.535915097Z,5a94a4bf4eecca0001dd3c78,2024-04-23T22:33:00.169980914Z,"[""🐿️"",""                                   "",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐿️""]",2024-04-23T22:38:44.225069669Z,4,2024-04-23T22:37:47.164454687Z,player 2,2024-04-23T22:38:44.225069669Z
01HW6HEN4YZWDEQRQNYQ7FY8EH,"{""age"":""37"",""gender"":""female"",""strength"":""ok-ish"",""fair"":""yes"",""feedback"":""none"",""education"":""bachelor"",""teammates"":""how would i know?"",""notes"":""no"",""politics"":""moderate"",""geo"":""canada"",""ethnicity"":""white""}",2024-04-23T22:51:43.038899353Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:38:44.037557678Z,01HW6HEMRQN3SPMAFWQ4478S9F,2024-04-23T22:33:03.902501935Z,1,2024-04-23T22:51:43.066997146Z,rerun-unidirectional- 0.3,2024-04-23T22:38:44.037557678Z,true,2024-04-23T22:39:32.539610334Z,01HW6HKB9F9VAA9KBYW3FP69ZZ,2024-04-23T22:49:56.644625286Z,{},2024-04-23T22:33:04.040146668Z,game ended,2024-04-23T22:50:43.141204543Z,01HW6HQNVP64DHZHNWSYFR9894,2024-04-23T22:38:44.037557678Z,5c80a72a979a7b0001f3c57b,2024-04-23T22:33:03.902501935Z,"[""🐿️"",""🐇"",""                                   ""]",2024-04-23T22:39:51.177984959Z,4,2024-04-23T22:39:13.495986426Z,player 2,2024-04-23T22:39:51.177984959Z
01HW6HGNWGYZ3PSNHVK5VZ299R,"{""age"":""33"",""gender"":""Female"",""strength"":""I was honest about what I could see, when someone else summarised, I tried to do the same as I thought it was a great idea"",""fair"":""Yes"",""feedback"":""There were no problems, it was an easy task. But sometimes I didn't receive any messages so it would be good to know if that was intentional"",""education"":""master"",""teammates"":""Yes. They told me the right number each time. One person summarised what everyone had told them, which was helpful in trying to decide the ratio. I then tried to do the same."",""notes"":""Yes, I tried to remember what they said in terms of what numbers they said"",""politics"":""Left"",""geo"":""British"",""ethnicity"":""White""}",2024-04-23T22:51:14.111919198Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:34:28.190717558Z,01HW6HGN7S9XCD6KN399SZTW4X,2024-04-23T22:34:10.192162419Z,1,2024-04-23T22:51:14.142106677Z,rerun-unidirectional- 0.3,2024-04-23T22:34:28.190717558Z,true,2024-04-23T22:37:56.470658166Z,01HW6H8TP5WHK4QG6GD673W48V,2024-04-23T22:48:08.303994789Z,{},2024-04-23T22:34:10.546197242Z,game ended,2024-04-23T22:48:55.94911516Z,01HW6F53QXXRKSG59KPTW9HYM1,2024-04-23T22:34:28.190717558Z,5996f25a05a0e30001f1fd72,2024-04-23T22:34:10.192162419Z,"[""🐿️"",""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐿️""]",2024-04-23T22:37:56.961106065Z,4,2024-04-23T22:37:51.835398496Z,player 4,2024-04-23T22:37:56.961106065Z
01HW6HHBMTC4D51431J4B3VKEW,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:53:58.6514895Z,01HW6HHB5N9PA8SCR85XCNMPQF,2024-04-23T22:34:32.474585616Z,,,rerun-unidirectional- 0.3,2024-04-23T22:53:58.6514895Z,,,,,{},2024-04-23T22:34:32.701837389Z,game terminated,2024-04-23T22:54:17.277186618Z,01HW6JMNRC3XNSY5NXS1P1NYQ3,2024-04-23T22:53:58.6514895Z,65ba94cb895ab9391b6d9453,2024-04-23T22:34:32.474585616Z,,,1,2024-04-23T22:34:40.528556836Z,,
01HW6HJ6CDAAXDE75P5QC5B8FM,"{""age"":""31"",""gender"":""female"",""strength"":""detailed accurate answers"",""fair"":""more is always better!"",""feedback"":""none"",""education"":""bachelor"",""teammates"":""maybe? No reason why they wouldn't, unless they were programmed bots"",""notes"":""yes, level of detail of information varied"",""politics"":""left"",""geo"":""british"",""ethnicity"":""asian""}",2024-04-23T22:51:59.310873425Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:37:56.535915097Z,01HW6HJ5RVBW43DNTH6B6FW1D3,2024-04-23T22:34:59.853597912Z,1,2024-04-23T22:51:59.28266557Z,rerun-unidirectional- 0.3,2024-04-23T22:37:56.535915097Z,true,2024-04-23T22:38:26.54876523Z,01HW6HKKEBNGQ77GTBYAXTQJXV,2024-04-23T22:49:37.197535346Z,{},2024-04-23T22:35:00.193443811Z,game ended,2024-04-23T22:50:23.939753476Z,01HW6F533P6GH66KHGJB2WFZ5K,2024-04-23T22:37:56.535915097Z,62cc66d7db7262253e778d5d,2024-04-23T22:34:59.853597912Z,"[""🐿️"",""🐇"",""🐿️"",""                                   "",""🐇""]",2024-04-23T22:38:44.225069669Z,4,2024-04-23T22:38:22.182959014Z,player 3,2024-04-23T22:38:44.225069669Z
01HW6HJT71DDS4Y0RC7PP4E8PT,"{""age"":""24"",""gender"":""Female"",""strength"":""It took me a while to get into the flow, but otherwise I would like to think I did well."",""fair"":""Yes"",""feedback"":""The time for each round felt too little. I didn't have much time to think or come up with a strategy."",""education"":""bachelor"",""teammates"":""Yes, however some people had less straightforward answers than others"",""notes"":""Yes"",""politics"":"""",""geo"":"""",""ethnicity"":""Asian""}",2024-04-23T22:57:11.859816632Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:40:26.747344951Z,01HW6HJT2ZZ62YG4YZZVJAMXZ3,2024-04-23T22:35:20.161115672Z,1,2024-04-23T22:57:11.993268659Z,rerun-unidirectional- 0.3,2024-04-23T22:40:26.747344951Z,true,2024-04-23T22:41:18.073682917Z,01HW6HK25C0DT1WHNRYKVVMN9J,2024-04-23T22:52:45.972029993Z,{},2024-04-23T22:35:20.251734711Z,game ended,2024-04-23T22:53:51.375097153Z,01HW6F51PB7TK0RATD00Z34Z52,2024-04-23T22:40:26.747344951Z,65d6026605310835876ce7ce,2024-04-23T22:35:20.161115672Z,"[""🐇"",""                                   "",""🐿️"",""🐿️"",""🐿️"",""🐇""]",2024-04-23T22:41:18.536210138Z,4,2024-04-23T22:40:11.172664618Z,player 1,2024-04-23T22:41:18.536210138Z
01HW6HK25C0DT1WHNRYKVVMN9J,"{""age"":""41"",""gender"":""Male"",""strength"":""My strength is using rationality to determine the ratio of squirrels to rabbits."",""fair"":""Yes the pay was fair."",""feedback"":""Everything functioned very well. Interesting study!"",""education"":""master"",""teammates"":""I felt as though all were telling the truth but some were harder to understand than others."",""notes"":""No I didn´t take notes but I remembered what most people said."",""politics"":""Left"",""geo"":""Canada"",""ethnicity"":""White""}",2024-04-23T22:56:06.679260693Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:40:26.833035065Z,01HW6HK1JKNQTM1QH2TS935AK2,2024-04-23T22:35:28.300365785Z,1,2024-04-23T22:56:06.732417Z,rerun-unidirectional- 0.3,2024-04-23T22:40:26.833035065Z,true,2024-04-23T22:41:08.888716687Z,01HW6HQ0K6BRM6TC43EWKAZ1B5,2024-04-23T22:52:45.972029993Z,{},2024-04-23T22:35:28.541675392Z,game ended,2024-04-23T22:53:51.375097153Z,01HW6F51PB7TK0RATD00Z34Z52,2024-04-23T22:40:26.833035065Z,6103faf786fadc527c321262,2024-04-23T22:35:28.300365785Z,"[""                                   "",""🐇"",""🐿️"",""🐿️"",""🐇""]",2024-04-23T22:41:18.536210138Z,4,2024-04-23T22:40:16.402209334Z,player 2,2024-04-23T22:41:18.536210138Z
01HW6HKB9F9VAA9KBYW3FP69ZZ,"{""age"":""44"",""gender"":""male"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""high-school"",""teammates"":""yes"",""notes"":""no"",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-23T22:51:27.433015685Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:38:44.037557678Z,01HW6HKAMJQ8X8RPGSAJEJGZMC,2024-04-23T22:35:37.647938118Z,1,2024-04-23T22:51:27.360581171Z,rerun-unidirectional- 0.3,2024-04-23T22:38:44.037557678Z,true,2024-04-23T22:39:41.935482344Z,01HW6HKYXE86MKT6VE7CMKEZ0C,2024-04-23T22:49:56.644625286Z,{},2024-04-23T22:35:38.037097175Z,game ended,2024-04-23T22:50:43.141204543Z,01HW6HQNVP64DHZHNWSYFR9894,2024-04-23T22:38:44.037557678Z,64012975c4251a860b518c8b,2024-04-23T22:35:37.647938118Z,"[""                                   "",""🐇"",""🐿️""]",2024-04-23T22:39:51.177984959Z,4,2024-04-23T22:39:36.47862787Z,player 3,2024-04-23T22:39:51.177984959Z
01HW6HKKEBNGQ77GTBYAXTQJXV,"{""age"":""21"",""gender"":""Male"",""strength"":""Calculating"",""fair"":""Yep"",""feedback"":"""",""education"":""high-school"",""teammates"":""Sometimes"",""notes"":""no"",""politics"":"""",""geo"":""Hong Kong"",""ethnicity"":""Chinese ""}",2024-04-23T22:51:13.34630177Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:35:46.019699167Z,01HW6HKJTBW7WJWPDG2D3GJDPT,2024-04-23T22:35:45.995261449Z,1,2024-04-23T22:51:13.375428967Z,rerun-unidirectional- 0.3,2024-04-23T22:35:46.019699167Z,true,2024-04-23T22:37:02.862169863Z,01HW6HB8NY9N8PDWK2HZJ7RF1H,2024-04-23T22:49:37.197535346Z,{},2024-04-23T22:35:46.33042461Z,game ended,2024-04-23T22:50:23.939753476Z,01HW6F533P6GH66KHGJB2WFZ5K,2024-04-23T22:35:46.019699167Z,62c5d77b4eacc0065ba43fe7,2024-04-23T22:35:45.995261449Z,"[""🐿️"",""                                   "",""🐿️""]",2024-04-23T22:38:44.225069669Z,4,2024-04-23T22:36:57.052896795Z,player 4,2024-04-23T22:38:44.225069669Z
01HW6HKN9BQXM33TB2Y9FA4Z0G,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:39:50.867700977Z,01HW6HKMB71A886KD9TFN0NJ1G,2024-04-23T22:35:47.883913074Z,,,rerun-unidirectional- 0.3,2024-04-23T22:39:50.867700977Z,true,2024-04-23T22:40:08.227825021Z,01HW6HN4NQWB02H526HA627KTM,2024-04-23T22:50:41.022371177Z,{},2024-04-23T22:35:48.352359537Z,game ended,2024-04-23T22:51:33.345327098Z,01HW6F52DEG1KJGJ9YCTTGRQAF,2024-04-23T22:39:50.867700977Z,5c767168e8df4d00160c5022,2024-04-23T22:35:47.883913074Z,"[""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐇"",""                                   ""]",2024-04-23T22:40:27.421529791Z,4,2024-04-23T22:39:23.402853342Z,player 2,2024-04-23T22:40:27.421529791Z
01HW6HKYXE86MKT6VE7CMKEZ0C,"{""age"":""23"",""gender"":""Male"",""strength"":""Knew how many rabbits and squirrels I saw"",""fair"":""Yes"",""feedback"":""None"",""education"":""bachelor"",""teammates"":""Unknown"",""notes"":""Yes"",""politics"":""Left"",""geo"":""United Kingdom"",""ethnicity"":""East Asian""}",2024-04-23T22:52:05.049205644Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:38:44.037557678Z,01HW6HKY8XVSJX0DZ317V38NBX,2024-04-23T22:35:57.742865457Z,1,2024-04-23T22:52:04.987739802Z,rerun-unidirectional- 0.3,2024-04-23T22:38:44.037557678Z,true,2024-04-23T22:39:50.746737662Z,01HW6HDSSWVKBDFRSKAKJDM03X,2024-04-23T22:49:56.644625286Z,{},2024-04-23T22:35:58.146027489Z,game ended,2024-04-23T22:50:43.141204543Z,01HW6HQNVP64DHZHNWSYFR9894,2024-04-23T22:38:44.037557678Z,62e079d42015639ea995ec87,2024-04-23T22:35:57.742865457Z,"[""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐇"",""🐇"",""🐿️"",""                                   ""]",2024-04-23T22:39:51.177984959Z,4,2024-04-23T22:39:16.797695916Z,player 4,2024-04-23T22:39:51.177984959Z
01HW6HMP7XEGC92HFC5JJB3B8D,"{""age"":""61"",""gender"":""female"",""strength"":""good"",""fair"":""i think so."",""feedback"":""the other participant seem to see differently."",""education"":""bachelor"",""teammates"":""no"",""notes"":""yes"",""politics"":""middle"",""geo"":""British"",""ethnicity"":""Asian""}",2024-04-23T22:59:45.901282747Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:43:20.523601055Z,01HW6HMNNK4TTYJB3MGN68ETD1,2024-04-23T22:36:21.629653794Z,1,2024-04-23T22:59:45.956481891Z,rerun-unidirectional- 0.3,2024-04-23T22:43:20.523601055Z,true,2024-04-23T22:43:49.00727415Z,01HW6HX18MRBDT2DG7GKP54N23,2024-04-23T22:55:34.38490091Z,{},2024-04-23T22:36:21.944994456Z,game ended,2024-04-23T22:56:33.363751452Z,01HW6F4ZPVSWBJHAR0805237NZ,2024-04-23T22:43:20.523601055Z,5f98a392d611e51b3f10f8b0,2024-04-23T22:36:21.629653794Z,"[""🐿️"",""🐿️"",""🐇"",""🐇"",""🐿️"",""🐇"",""🐿️"",""🐇"",""🐿️"",""                                   ""]",2024-04-23T22:44:43.523043178Z,4,2024-04-23T22:43:37.271147514Z,player 1,2024-04-23T22:44:43.523043178Z
01HW6HMR4GBMWRD9N4HKHAE9A5,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:53:58.6514895Z,01HW6HMQFKA0GCCX8RQD2XNZT3,2024-04-23T22:36:23.568444739Z,,,rerun-unidirectional- 0.3,2024-04-23T22:53:58.6514895Z,,,,,{},2024-04-23T22:36:23.906329115Z,game terminated,2024-04-23T22:54:17.277186618Z,01HW6JMNRC3XNSY5NXS1P1NYQ3,2024-04-23T22:53:58.6514895Z,609ead232ea62ae4a66e760c,2024-04-23T22:36:23.568444739Z,,,1,2024-04-23T22:36:31.537600301Z,,
01HW6HN4NQWB02H526HA627KTM,"{""age"":""34"",""gender"":""female"",""strength"":""I based it on what the users did tell me when they answered."",""fair"":""Yes I do"",""feedback"":"""",""education"":""high-school"",""teammates"":""Half the time I didn't get an answer"",""notes"":""no I didn't"",""politics"":""democratic"",""geo"":""American"",""ethnicity"":""white""}",2024-04-23T22:52:31.884394428Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:39:50.867700977Z,01HW6HN48P73TZ01RDQPG2NDCM,2024-04-23T22:36:36.407452783Z,1,2024-04-23T22:52:31.917880042Z,rerun-unidirectional- 0.3,2024-04-23T22:39:50.867700977Z,true,2024-04-23T22:40:26.410811815Z,01HW6HNYV45QTB3GBQZA6VR957,2024-04-23T22:50:41.022371177Z,{},2024-04-23T22:36:36.828960335Z,game ended,2024-04-23T22:51:33.345327098Z,01HW6F52DEG1KJGJ9YCTTGRQAF,2024-04-23T22:39:50.867700977Z,5f4143f294d6482bd9689da0,2024-04-23T22:36:36.407452783Z,"[""🐿️"",""🐇"",""                                   "",""🐇"",""🐇"",""🐿️"",""🐿️""]",2024-04-23T22:40:27.421529791Z,4,2024-04-23T22:39:59.530994885Z,player 3,2024-04-23T22:40:27.421529791Z
01HW6HNSYEMT9Y8QN6E8S8BZBV,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:49:57.572441623Z,01HW6HNQS50Q9WZTJH9ER6EEW7,2024-04-23T22:36:58.190302613Z,,,rerun-unidirectional- 0.3,2024-04-23T22:49:57.572441623Z,true,2024-04-23T22:52:07.461402171Z,01HW6J3CTCM3FRZ3ZZ9FYJ426D,2024-04-23T23:04:24.303762152Z,{},2024-04-23T22:36:59.0210572Z,game ended,2024-04-23T23:05:14.788029183Z,01HW6F4X5VQ1XBH9RGCHD8FJFF,2024-04-23T22:49:57.572441623Z,661e625fafb8104a490bce51,2024-04-23T22:36:58.190302613Z,"[""🐇"",""🐿️"",""                                   ""]",2024-04-23T22:52:17.701878392Z,4,2024-04-23T22:51:56.669864274Z,player 1,2024-04-23T22:52:17.701878392Z
01HW6HNYV45QTB3GBQZA6VR957,"{""age"":""40"",""gender"":""F"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""master"",""teammates"":""No idea"",""notes"":""Yes"",""politics"":""None"",""geo"":""Uk"",""ethnicity"":""White""}",2024-04-23T22:52:34.107133241Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:39:50.867700977Z,01HW6HNY57EC8F04E4A4PGC85A,2024-04-23T22:37:03.204033186Z,1,2024-04-23T22:52:34.005386719Z,rerun-unidirectional- 0.3,2024-04-23T22:39:50.867700977Z,true,2024-04-23T22:39:54.141645838Z,01HW6HE9WG8FB5BVXCEPEJJ9DY,2024-04-23T22:50:41.022371177Z,{},2024-04-23T22:37:03.5929953Z,game ended,2024-04-23T22:51:33.345327098Z,01HW6F52DEG1KJGJ9YCTTGRQAF,2024-04-23T22:39:50.867700977Z,5843f0ca56ab9c0001f1ec82,2024-04-23T22:37:03.204033186Z,"[""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐇"",""                                   ""]",2024-04-23T22:40:27.421529791Z,4,2024-04-23T22:39:43.557158004Z,player 4,2024-04-23T22:40:27.421529791Z
01HW6HPEFE5AZXPH7F3ECNV250,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:53:58.6514895Z,01HW6HPDWYZ6M0E84AR56YWXA5,2024-04-23T22:37:19.214858343Z,,,rerun-unidirectional- 0.3,2024-04-23T22:53:58.6514895Z,,,,,{},2024-04-23T22:37:19.531369581Z,game terminated,2024-04-23T22:54:17.277186618Z,01HW6JMNRC3XNSY5NXS1P1NYQ3,2024-04-23T22:53:58.6514895Z,5cc618c53c503e0001a61a63,2024-04-23T22:37:19.214858343Z,,,3,2024-04-23T22:38:10.155240066Z,,
01HW6HPY776QAAZ7WJKVYMTTHY,"{""age"":""66"",""gender"":""male"",""strength"":""truth"",""fair"":""yes"",""feedback"":""was great thanks"",""education"":""high-school"",""teammates"":""no idea"",""notes"":""no"",""politics"":""left"",""geo"":""Canada"",""ethnicity"":""white""}",2024-04-23T22:56:24.130679012Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:41:18.212129175Z,01HW6HPXW8K8NJQAK3RFK9J8EZ,2024-04-23T22:37:35.335965904Z,1,2024-04-23T22:56:24.241282753Z,rerun-unidirectional- 0.3,2024-04-23T22:41:18.212129175Z,true,2024-04-23T22:42:29.263499333Z,01HW6HT3KVRXF7Y4TB1KWXEX1W,2024-04-23T22:54:17.798601978Z,{},2024-04-23T22:37:35.523021741Z,game ended,2024-04-23T22:55:24.982541299Z,01HW6F511732PPR4Z344M9QSPR,2024-04-23T22:41:18.212129175Z,5c8ee6c36ca70b0001fe979d,2024-04-23T22:37:35.335965904Z,"[""🐿️"",""🐿️"",""                                   ""]",2024-04-23T22:42:29.825025759Z,4,2024-04-23T22:41:59.397620125Z,player 1,2024-04-23T22:42:29.825025759Z
01HW6HQ04M4H616BVS192ZA7DN,,,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T22:53:58.6514895Z,01HW6HPZFGMF2TS1M2ZT1WTPSB,2024-04-23T22:37:37.300711213Z,,,rerun-unidirectional- 0.3,2024-04-23T22:53:58.6514895Z,,,,,{},2024-04-23T22:37:37.808488983Z,game terminated,2024-04-23T22:54:17.277186618Z,01HW6JMNRC3XNSY5NXS1P1NYQ3,2024-04-23T22:53:58.6514895Z,5c36415362073c000166c847,2024-04-23T22:37:37.300711213Z,,,1,2024-04-23T22:37:43.597662459Z,,
